"ID","prompt","response","set"
110,"易拉罐","作合唱图创意品","chinese2"
110,"易拉罐","当作羽毛球","chinese2"
110,"易拉罐","拉环当作戒指","chinese2"
110,"筷子","当作发簪","chinese2"
110,"筷子","敲击乐器","chinese2"
110,"筷子","织毛衣","chinese2"
111,"易拉罐","花盆","chinese2"
111,"易拉罐","足球","chinese2"
111,"易拉罐","铃铛","chinese2"
111,"筷子","发簪","chinese2"
111,"筷子","笔","chinese2"
111,"筷子","算筹","chinese2"
112,"易拉罐","包","chinese2"
112,"易拉罐","漱口杯","chinese2"
112,"易拉罐","花瓶","chinese2"
112,"筷子","发簪","chinese2"
112,"筷子","支架","chinese2"
112,"筷子","画笔","chinese2"
113,"易拉罐","发电","chinese2"
113,"易拉罐","存钱罐","chinese2"
113,"易拉罐","摆成新鲜造型","chinese2"
113,"筷子","吃饭","chinese2"
113,"筷子","搅拌棒","chinese2"
113,"筷子","搭桥","chinese2"
114,"易拉罐","小刀","chinese2"
114,"易拉罐","笔筒","chinese2"
114,"易拉罐","车轮","chinese2"
114,"筷子","发簪","chinese2"
114,"筷子","生火","chinese2"
114,"筷子","船桨","chinese2"
115,"易拉罐","做手工（风车）","chinese2"
115,"易拉罐","导电做一些科学实验","chinese2"
115,"易拉罐","当做踢球的玩具","chinese2"
115,"筷子","串串或者一些其它的东西","chinese2"
115,"筷子","做指挥棒","chinese2"
115,"筷子","打击乐器（类似鼓锤那种）","chinese2"
116,"易拉罐","做减压装置","chinese2"
116,"易拉罐","做水杯","chinese2"
116,"易拉罐","做装饰品","chinese2"
116,"筷子","乐器","chinese2"
116,"筷子","发簪","chinese2"
116,"筷子","搅拌器","chinese2"
117,"易拉罐","传声筒","chinese2"
117,"易拉罐","摆件","chinese2"
117,"易拉罐","望远镜","chinese2"
117,"筷子","发簪","chinese2"
117,"筷子","洋娃娃","chinese2"
117,"筷子","笔","chinese2"
118,"易拉罐","足球","chinese2"
118,"易拉罐","铁片","chinese2"
118,"易拉罐","马桶","chinese2"
118,"筷子","手指","chinese2"
118,"筷子","牙刷","chinese2"
118,"筷子","铲子","chinese2"
119,"易拉罐","冰敷","chinese2"
119,"易拉罐","擀面","chinese2"
119,"易拉罐","花盆","chinese2"
119,"筷子","发簪","chinese2"
119,"筷子","暗器","chinese2"
119,"筷子","通下水道","chinese2"
120,"易拉罐","水杯","chinese2"
120,"易拉罐","笔筒","chinese2"
120,"易拉罐","花瓶","chinese2"
120,"筷子","发簪","chinese2"
120,"筷子","插孔","chinese2"
120,"筷子","直钩","chinese2"
121,"易拉罐","听筒","chinese2"
121,"易拉罐","小足球","chinese2"
121,"易拉罐","手机支架","chinese2"
121,"筷子","发簪","chinese2"
121,"筷子","支撑架","chinese2"
121,"筷子","笔筒","chinese2"
122,"易拉罐","桌子","chinese2"
122,"易拉罐","灯笼","chinese2"
122,"易拉罐","装饰","chinese2"
122,"筷子","发簪","chinese2"
122,"筷子","艺术品","chinese2"
122,"筷子","装饰","chinese2"
123,"易拉罐","储物罐","chinese2"
123,"易拉罐","喝水","chinese2"
123,"易拉罐","回收","chinese2"
123,"筷子","串","chinese2"
123,"筷子","吃饭","chinese2"
123,"筷子","棒棒糖","chinese2"
124,"易拉罐","制造噪音","chinese2"
124,"易拉罐","模具","chinese2"
124,"易拉罐","烟灰缸","chinese2"
124,"筷子","发簪","chinese2"
124,"筷子","抽签","chinese2"
124,"筷子","柴","chinese2"
125,"易拉罐","台灯","chinese2"
125,"易拉罐","花盆","chinese2"
125,"易拉罐","衣服","chinese2"
125,"筷子","发簪","chinese2"
125,"筷子","衣架","chinese2"
125,"筷子","鼓棒","chinese2"
126,"易拉罐","擀面杖","chinese2"
126,"易拉罐","烤肉的锅","chinese2"
126,"易拉罐","砸核桃","chinese2"
126,"筷子","掏火棍","chinese2"
126,"筷子","搅拌棍","chinese2"
126,"筷子","钉子","chinese2"
127,"易拉罐","加热用的容器","chinese2"
127,"易拉罐","拔火罐","chinese2"
127,"易拉罐","解压小东西","chinese2"
127,"筷子","做发簪","chinese2"
127,"筷子","蒸东西用的隔热","chinese2"
127,"筷子","门栓","chinese2"
128,"易拉罐","戒指","chinese2"
128,"易拉罐","水瓢","chinese2"
128,"易拉罐","笔筒","chinese2"
128,"筷子","工艺品","chinese2"
128,"筷子","笔","chinese2"
128,"筷子","簪子","chinese2"
129,"易拉罐","城堡","chinese2"
129,"易拉罐","戒指","chinese2"
129,"易拉罐","花瓶","chinese2"
129,"筷子","杠杆","chinese2"
129,"筷子","桥","chinese2"
129,"筷子","植物","chinese2"
130,"易拉罐","炮筒","chinese2"
130,"易拉罐","烟灰缸","chinese2"
130,"易拉罐","花盆","chinese2"
130,"筷子","弹弓","chinese2"
130,"筷子","手机支架","chinese2"
130,"筷子","打蛋器","chinese2"
131,"易拉罐","垃圾桶","chinese2"
131,"易拉罐","烟灰缸","chinese2"
131,"易拉罐","花盆","chinese2"
131,"筷子","发簪","chinese2"
131,"筷子","搅拌棒","chinese2"
131,"筷子","织毛衣","chinese2"
132,"易拉罐","建房子","chinese2"
132,"易拉罐","笔筒","chinese2"
132,"易拉罐","足球","chinese2"
132,"筷子","发簪","chinese2"
132,"筷子","吸管","chinese2"
132,"筷子","画笔","chinese2"
133,"易拉罐","存钱罐","chinese2"
133,"易拉罐","机器人","chinese2"
133,"易拉罐","笔筒","chinese2"
133,"筷子","织毛衣","chinese2"
133,"筷子","起瓶器","chinese2"
133,"筷子","首饰","chinese2"
134,"易拉罐","回收利用","chinese2"
134,"易拉罐","烟灰缸","chinese2"
134,"易拉罐","花盆","chinese2"
134,"筷子","串烧烤","chinese2"
134,"筷子","做模具","chinese2"
134,"筷子","疏通厨房下水道","chinese2"
135,"易拉罐","保护盾","chinese2"
135,"易拉罐","做板凳","chinese2"
135,"易拉罐","头上饰品","chinese2"
135,"筷子","做模型","chinese2"
135,"筷子","发簪","chinese2"
135,"筷子","直尺","chinese2"
136,"易拉罐","手工","chinese2"
136,"易拉罐","插花","chinese2"
136,"易拉罐","球","chinese2"
136,"筷子","搭积木","chinese2"
136,"筷子","支撑物","chinese2"
136,"筷子","装饰","chinese2"
137,"易拉罐","戒指","chinese2"
137,"易拉罐","衣服","chinese2"
137,"易拉罐","车","chinese2"
137,"筷子","发簪","chinese2"
137,"筷子","扁担","chinese2"
137,"筷子","时钟指针","chinese2"
138,"易拉罐","存储器","chinese2"
138,"易拉罐","滚轮","chinese2"
138,"易拉罐","装饰品","chinese2"
138,"筷子","搅拌","chinese2"
138,"筷子","杠杠","chinese2"
138,"筷子","燃烧","chinese2"
139,"易拉罐","屏蔽器","chinese2"
139,"易拉罐","笔筒","chinese2"
139,"易拉罐","集阳光器","chinese2"
139,"筷子","插椰子洞","chinese2"
139,"筷子","武器","chinese2"
139,"筷子","蒸东西的架子","chinese2"
140,"易拉罐","戒指","chinese2"
140,"易拉罐","花盆","chinese2"
140,"易拉罐","装笔筒","chinese2"
140,"筷子","捅破薄的物品","chinese2"
140,"筷子","搅拌","chinese2"
140,"筷子","燃烧","chinese2"
141,"易拉罐","扔垃圾","chinese2"
141,"易拉罐","扩音器","chinese2"
141,"易拉罐","wifi放大器","chinese2"
141,"筷子","垫锅盖","chinese2"
141,"筷子","用一捆筷子擀颈部缓解落枕状况","chinese2"
141,"筷子","穿玉米的签子","chinese2"
142,"易拉罐","做物理实验","chinese2"
142,"易拉罐","求婚","chinese2"
142,"易拉罐","花盆","chinese2"
142,"筷子","当做簪子","chinese2"
142,"筷子","擀面杖","chinese2"
142,"筷子","通下水道","chinese2"
143,"易拉罐","戒指","chinese2"
143,"易拉罐","笔筒","chinese2"
143,"易拉罐","花瓶","chinese2"
143,"筷子","发簪","chinese2"
143,"筷子","擀面杖","chinese2"
143,"筷子","武器","chinese2"
144,"易拉罐","做刀具","chinese2"
144,"易拉罐","做灯笼","chinese2"
144,"易拉罐","当花盆","chinese2"
144,"筷子","簪子","chinese2"
144,"筷子","纸风车的杆","chinese2"
144,"筷子","飞镖","chinese2"
145,"易拉罐","桌角垫高","chinese2"
145,"易拉罐","烧烤盒盒","chinese2"
145,"易拉罐","花瓶","chinese2"
145,"筷子","做手工玩具","chinese2"
145,"筷子","挂东西","chinese2"
145,"筷子","搅拌棒","chinese2"
146,"易拉罐","垫桌角","chinese2"
146,"易拉罐","玩具","chinese2"
146,"易拉罐","装东西","chinese2"
146,"筷子","当旗杆","chinese2"
146,"筷子","玩具","chinese2"
146,"筷子","簪子","chinese2"
147,"易拉罐","打人","chinese2"
147,"易拉罐","玩游戏","chinese2"
147,"易拉罐","练捏力","chinese2"
147,"筷子","吃饭","chinese2"
147,"筷子","当簪子","chinese2"
147,"筷子","装饰","chinese2"
148,"易拉罐","小型垃圾桶","chinese2"
148,"易拉罐","工艺品","chinese2"
148,"易拉罐","烛台","chinese2"
148,"筷子","发簪","chinese2"
148,"筷子","拧绳子的工具","chinese2"
148,"筷子","通洗手池","chinese2"
149,"易拉罐","做装饰","chinese2"
149,"易拉罐","提取铝","chinese2"
149,"易拉罐","装盆栽","chinese2"
149,"筷子","做手工","chinese2"
149,"筷子","做毛笔","chinese2"
149,"筷子","做簪子","chinese2"
150,"易拉罐","挎包","chinese2"
150,"易拉罐","擀面杖","chinese2"
150,"易拉罐","笔筒","chinese2"
150,"筷子","搅拌棒","chinese2"
150,"筷子","玩具","chinese2"
150,"筷子","钳子","chinese2"
151,"易拉罐","万花筒","chinese2"
151,"易拉罐","拼贴画","chinese2"
151,"易拉罐","花盆","chinese2"
151,"筷子","杯垫","chinese2"
151,"筷子","玩具船","chinese2"
151,"筷子","簪子","chinese2"
152,"易拉罐","做盆栽","chinese2"
152,"易拉罐","戒指","chinese2"
152,"易拉罐","飞镖","chinese2"
152,"筷子","烤烧烤","chinese2"
152,"筷子","玩玻珠游戏","chinese2"
152,"筷子","算卦","chinese2"
201,"易拉罐","打蛋器","chinese2"
201,"易拉罐","玩具","chinese2"
201,"易拉罐","笔筒","chinese2"
201,"筷子","分离鸡蛋","chinese2"
201,"筷子","扎头发","chinese2"
201,"筷子","打孔","chinese2"
202,"易拉罐","储存罐","chinese2"
202,"易拉罐","烧烤架","chinese2"
202,"易拉罐","花瓶","chinese2"
202,"筷子","发簪","chinese2"
202,"筷子","支架","chinese2"
202,"筷子","玩具","chinese2"
203,"易拉罐","戒指","chinese2"
203,"易拉罐","烤肉","chinese2"
203,"易拉罐","花瓶","chinese2"
203,"筷子","发簪","chinese2"
203,"筷子","擀面杖","chinese2"
203,"筷子","饰品","chinese2"
204,"易拉罐","练习踢球的练习物","chinese2"
204,"易拉罐","练射击","chinese2"
204,"易拉罐","融化做新材料","chinese2"
204,"筷子","做发簪","chinese2"
204,"筷子","当尺子","chinese2"
204,"筷子","当武器","chinese2"
205,"易拉罐","插花","chinese2"
205,"易拉罐","求婚","chinese2"
205,"易拉罐","玩具车","chinese2"
205,"筷子","搅拌棒","chinese2"
205,"筷子","教具","chinese2"
205,"筷子","烤串","chinese2"
206,"易拉罐","插花瓶","chinese2"
206,"易拉罐","笔筒","chinese2"
206,"易拉罐","零钱罐","chinese2"
206,"筷子","头饰品","chinese2"
206,"筷子","开酒瓶器","chinese2"
206,"筷子","杯垫子","chinese2"
207,"易拉罐","烤肉","chinese2"
207,"易拉罐","艺术品","chinese2"
207,"易拉罐","蜡烛","chinese2"
207,"筷子","头饰","chinese2"
207,"筷子","打人","chinese2"
207,"筷子","暗器","chinese2"
208,"易拉罐","浮标","chinese2"
208,"易拉罐","花瓶","chinese2"
208,"易拉罐","装饰品","chinese2"
208,"筷子","固定棒","chinese2"
208,"筷子","搅拌棒","chinese2"
208,"筷子","支架","chinese2"
209,"易拉罐","刀","chinese2"
209,"易拉罐","笔筒","chinese2"
209,"易拉罐","雪糕模具","chinese2"
209,"筷子","发簪","chinese2"
209,"筷子","毛线针","chinese2"
209,"筷子","通水管工具","chinese2"
210,"易拉罐","信号聚拢装置","chinese2"
210,"易拉罐","种花","chinese2"
210,"易拉罐","铝回收","chinese2"
210,"筷子","书签","chinese2"
210,"筷子","发簪","chinese2"
210,"筷子","种花支架","chinese2"
211,"易拉罐","花盆","chinese2"
211,"易拉罐","装饰品","chinese2"
211,"易拉罐","铁器","chinese2"
211,"筷子","固定","chinese2"
211,"筷子","扎头发","chinese2"
211,"筷子","搅拌","chinese2"
212,"易拉罐","做戒指","chinese2"
212,"易拉罐","做烟筒","chinese2"
212,"易拉罐","装尿","chinese2"
212,"筷子","做工艺品","chinese2"
212,"筷子","吃饭","chinese2"
212,"筷子","通下水道","chinese2"
213,"易拉罐","水杯","chinese2"
213,"易拉罐","笔筒","chinese2"
213,"易拉罐","自制保湿器","chinese2"
213,"筷子","搅拌棒","chinese2"
213,"筷子","木质筷子用作防触电的触碰器","chinese2"
213,"筷子","烧烤用的签子","chinese2"
214,"易拉罐","做煮面的小锅","chinese2"
214,"易拉罐","内侧做镜子","chinese2"
214,"易拉罐","剪开后做小刀","chinese2"
214,"筷子","做搅拌棒","chinese2"
214,"筷子","做标度尺","chinese2"
214,"筷子","做鼓棒","chinese2"
215,"易拉罐","戒指","chinese2"
215,"易拉罐","花盆","chinese2"
215,"易拉罐","装饰品","chinese2"
215,"筷子","作画","chinese2"
215,"筷子","发簪","chinese2"
215,"筷子","固定软的东西","chinese2"
216,"易拉罐","小鱼缸","chinese2"
216,"易拉罐","帆船","chinese2"
216,"易拉罐","烟灰缸","chinese2"
216,"筷子","发饰","chinese2"
216,"筷子","吃饭","chinese2"
216,"筷子","摆图形","chinese2"
217,"易拉罐","滚轮","chinese2"
217,"易拉罐","足球","chinese2"
217,"易拉罐","雕刻","chinese2"
217,"筷子","乐器","chinese2"
217,"筷子","按摩","chinese2"
217,"筷子","针灸","chinese2"
218,"易拉罐","喝水","chinese2"
218,"易拉罐","回收","chinese2"
218,"易拉罐","装东西","chinese2"
218,"筷子","吃饭","chinese2"
218,"筷子","梳子","chinese2"
218,"筷子","笔","chinese2"
219,"易拉罐","做乐器","chinese2"
219,"易拉罐","做铲子","chinese2"
219,"易拉罐","栽种花果","chinese2"
219,"筷子","做手工","chinese2"
219,"筷子","做簪子","chinese2"
219,"筷子","做风筝支架","chinese2"
220,"易拉罐","万花筒","chinese2"
220,"易拉罐","捶打肉","chinese2"
220,"易拉罐","点蜡烛","chinese2"
220,"筷子","做独木舟","chinese2"
220,"筷子","搅拌","chinese2"
220,"筷子","自卫","chinese2"
221,"易拉罐","卖废品","chinese2"
221,"易拉罐","打击乐器","chinese2"
221,"易拉罐","种花","chinese2"
221,"筷子","疏通管道","chinese2"
221,"筷子","盘发","chinese2"
221,"筷子","鼓棒","chinese2"
222,"易拉罐","刀","chinese2"
222,"易拉罐","磨具","chinese2"
222,"易拉罐","笔筒","chinese2"
222,"筷子","手工","chinese2"
222,"筷子","擀面杖","chinese2"
222,"筷子","架子鼓棒","chinese2"
223,"易拉罐","戒指","chinese2"
223,"易拉罐","花篮","chinese2"
223,"易拉罐","高跷","chinese2"
223,"筷子","卷发","chinese2"
223,"筷子","搅拌","chinese2"
223,"筷子","织毛线","chinese2"
224,"易拉罐","坐着","chinese2"
224,"易拉罐","投掷","chinese2"
224,"易拉罐","破了切苹果","chinese2"
224,"筷子","填补缝隙","chinese2"
224,"筷子","打人","chinese2"
224,"筷子","碾碎成沫","chinese2"
225,"易拉罐","戒指","chinese2"
225,"易拉罐","笔筒","chinese2"
225,"易拉罐","花盆","chinese2"
225,"筷子","发卡","chinese2"
225,"筷子","发簪","chinese2"
225,"筷子","支撑杆","chinese2"
226,"易拉罐","电视天线","chinese2"
226,"易拉罐","铃铛","chinese2"
226,"易拉罐","鱼网标","chinese2"
226,"筷子","毛衣针","chinese2"
226,"筷子","阳台绿植支撑","chinese2"
226,"筷子","雪糕棒","chinese2"
227,"易拉罐","做手链，项链，装饰品","chinese2"
227,"易拉罐","铠甲","chinese2"
227,"易拉罐","风扇折页","chinese2"
227,"筷子","发簪","chinese2"
227,"筷子","木屋","chinese2"
227,"筷子","飞镖","chinese2"
228,"易拉罐","巧克力包装","chinese2"
228,"易拉罐","建筑材料","chinese2"
228,"易拉罐","装饰","chinese2"
228,"筷子","乐高","chinese2"
228,"筷子","筷子使用大赛","chinese2"
228,"筷子","运动物品","chinese2"
229,"易拉罐","书签","chinese2"
229,"易拉罐","装饰","chinese2"
229,"易拉罐","踩扁做飞盘","chinese2"
229,"筷子","弄碎后填充木质制品的缺口","chinese2"
229,"筷子","滚轴","chinese2"
229,"筷子","竹筏","chinese2"
230,"易拉罐","废品","chinese2"
230,"易拉罐","擀面杖","chinese2"
230,"易拉罐","花瓶","chinese2"
230,"筷子","发簪","chinese2"
230,"筷子","吃饭","chinese2"
230,"筷子","棍子","chinese2"
231,"易拉罐","存钱","chinese2"
231,"易拉罐","小花盆","chinese2"
231,"易拉罐","酒吧装饰品","chinese2"
231,"筷子","书签","chinese2"
231,"筷子","杀人工具","chinese2"
231,"筷子","音乐创作（敲鼓）","chinese2"
232,"易拉罐","养花","chinese2"
232,"易拉罐","存钱","chinese2"
232,"易拉罐","装饰","chinese2"
232,"筷子","架子","chinese2"
232,"筷子","棍子","chinese2"
232,"筷子","竹筏","chinese2"
233,"易拉罐","剪裁作盆栽","chinese2"
233,"易拉罐","敲击作乐器","chinese2"
233,"易拉罐","美工或者手工做装饰","chinese2"
233,"筷子","插在头发上作簪子","chinese2"
233,"筷子","插在板子上作泥塑","chinese2"
233,"筷子","连接绳子作儿童双节棍","chinese2"
234,"易拉罐","烧烤炉","chinese2"
234,"易拉罐","热水罐","chinese2"
234,"易拉罐","wifi扩大器","chinese2"
234,"筷子","小支架","chinese2"
234,"筷子","搅拌棒","chinese2"
234,"筷子","教鞭","chinese2"
235,"易拉罐","存钱罐","chinese2"
235,"易拉罐","投掷物","chinese2"
235,"易拉罐","积木玩具","chinese2"
235,"筷子","抽签","chinese2"
235,"筷子","搅拌器","chinese2"
235,"筷子","敲击乐器","chinese2"
236,"易拉罐","乐器","chinese2"
236,"易拉罐","艺术品","chinese2"
236,"易拉罐","调色盒","chinese2"
236,"筷子","尺子","chinese2"
236,"筷子","支架","chinese2"
236,"筷子","跷跷板","chinese2"
237,"易拉罐","笔筒","chinese2"
237,"易拉罐","蜡烛","chinese2"
237,"易拉罐","风铃","chinese2"
237,"筷子","发簪","chinese2"
237,"筷子","指挥棒","chinese2"
237,"筷子","装饰品","chinese2"
238,"易拉罐","做存钱罐","chinese2"
238,"易拉罐","做烟灰盒","chinese2"
238,"易拉罐","做风铃","chinese2"
238,"筷子","做发簪","chinese2"
238,"筷子","做竹蜻蜓","chinese2"
238,"筷子","织毛线","chinese2"
239,"易拉罐","泡菜坛子","chinese2"
239,"易拉罐","笔筒","chinese2"
239,"易拉罐","花盆","chinese2"
239,"筷子","引流棒","chinese2"
239,"筷子","搅拌","chinese2"
239,"筷子","烧柴","chinese2"
240,"易拉罐","汤锅","chinese2"
240,"易拉罐","烤烧烤","chinese2"
240,"易拉罐","花瓶","chinese2"
240,"筷子","乐器","chinese2"
240,"筷子","手工花的花茎","chinese2"
240,"筷子","直尺","chinese2"
241,"易拉罐","打蛋器","chinese2"
241,"易拉罐","牙缸","chinese2"
241,"易拉罐","笔筒","chinese2"
241,"筷子","写字","chinese2"
241,"筷子","发簪","chinese2"
241,"筷子","秤杆","chinese2"
242,"易拉罐","手机支架","chinese2"
242,"易拉罐","拍环保广告","chinese2"
242,"易拉罐","融化成餐具","chinese2"
242,"筷子","展示大力气","chinese2"
242,"筷子","打小孩","chinese2"
242,"筷子","敲鼓","chinese2"
243,"易拉罐","做装饰","chinese2"
243,"易拉罐","搭房子","chinese2"
243,"易拉罐","救生用品","chinese2"
243,"筷子","发簪","chinese2"
243,"筷子","栅栏","chinese2"
243,"筷子","武器","chinese2"
244,"易拉罐","听筒","chinese2"
244,"易拉罐","打蛋器","chinese2"
244,"易拉罐","扩音器","chinese2"
244,"筷子","制作泡面","chinese2"
244,"筷子","搅拌","chinese2"
244,"筷子","织毛衣","chinese2"
245,"易拉罐","刀具","chinese2"
245,"易拉罐","泄气","chinese2"
245,"易拉罐","盆栽","chinese2"
245,"筷子","凶器","chinese2"
245,"筷子","发簪","chinese2"
245,"筷子","尺子","chinese2"
246,"易拉罐","做灯笼","chinese2"
246,"易拉罐","烤肉","chinese2"
246,"易拉罐","篮子","chinese2"
246,"筷子","发簪","chinese2"
246,"筷子","搭房子","chinese2"
246,"筷子","竹蜻蜓","chinese2"
247,"易拉罐","制锅","chinese2"
247,"易拉罐","拉花","chinese2"
247,"易拉罐","简易灯","chinese2"
247,"筷子","串串","chinese2"
247,"筷子","发簪","chinese2"
247,"筷子","柴火","chinese2"
248,"易拉罐","打击乐器","chinese2"
248,"易拉罐","笔筒","chinese2"
248,"易拉罐","车轮","chinese2"
248,"筷子","发簪","chinese2"
248,"筷子","尺子","chinese2"
248,"筷子","织毛衣","chinese2"
249,"易拉罐","截止","chinese2"
249,"易拉罐","拉丝花","chinese2"
249,"易拉罐","花瓶","chinese2"
249,"筷子","书签","chinese2"
249,"筷子","支柱","chinese2"
249,"筷子","簪子","chinese2"
250,"易拉罐","存钱罐","chinese2"
250,"易拉罐","足球","chinese2"
250,"易拉罐","轮胎","chinese2"
250,"筷子","螺旋桨","chinese2"
250,"筷子","逗猫棒","chinese2"
250,"筷子","针","chinese2"
251,"易拉罐","做装饰品","chinese2"
251,"易拉罐","切面皮形状","chinese2"
251,"易拉罐","放鞭炮","chinese2"
251,"筷子","在地上画画","chinese2"
251,"筷子","教小孩数学","chinese2"
251,"筷子","通下水道","chinese2"
252,"易拉罐","万花筒","chinese2"
252,"易拉罐","传声筒","chinese2"
252,"易拉罐","筏子","chinese2"
252,"筷子","模型支架","chinese2"
252,"筷子","风铃","chinese2"
252,"筷子","鼓槌","chinese2"
301,"易拉罐","烟灰缸","chinese2"
301,"易拉罐","船","chinese2"
301,"易拉罐","足球","chinese2"
301,"筷子","凶器","chinese2"
301,"筷子","发簪","chinese2"
301,"筷子","搅拌","chinese2"
302,"易拉罐","卖钱","chinese2"
302,"易拉罐","握着玩","chinese2"
302,"易拉罐","放爆竹","chinese2"
302,"筷子","搅拌","chinese2"
302,"筷子","支撑","chinese2"
302,"筷子","设计新款式","chinese2"
303,"易拉罐","做容器","chinese2"
303,"易拉罐","做成手工","chinese2"
303,"易拉罐","垫桌脚","chinese2"
303,"筷子","做发簪","chinese2"
303,"筷子","玻璃棒，搅拌","chinese2"
303,"筷子","行凶，捅人","chinese2"
304,"易拉罐","花盆","chinese2"
304,"易拉罐","装饰品","chinese2"
304,"易拉罐","钥匙扣","chinese2"
304,"筷子","发簪","chinese2"
304,"筷子","松土","chinese2"
304,"筷子","牙签","chinese2"
305,"易拉罐","储物罐","chinese2"
305,"易拉罐","容器","chinese2"
305,"易拉罐","杯子","chinese2"
305,"筷子","搅拌棒","chinese2"
305,"筷子","杠面杖","chinese2"
305,"筷子","签子","chinese2"
306,"易拉罐","花瓶","chinese2"
306,"易拉罐","装东西","chinese2"
306,"易拉罐","装饰","chinese2"
306,"筷子","凶器","chinese2"
306,"筷子","支架","chinese2"
306,"筷子","装饰","chinese2"
307,"易拉罐","机器人","chinese2"
307,"易拉罐","沙锤","chinese2"
307,"易拉罐","灯盏","chinese2"
307,"筷子","扇骨","chinese2"
307,"筷子","暗器","chinese2"
307,"筷子","簪子","chinese2"
308,"易拉罐","头饰","chinese2"
308,"易拉罐","烟灰罐","chinese2"
308,"易拉罐","笔筒","chinese2"
308,"筷子","击打乐器的棒子","chinese2"
308,"筷子","礼物","chinese2"
308,"筷子","表演道具","chinese2"
309,"易拉罐","做踩高跷的玩具","chinese2"
309,"易拉罐","剪切做工艺品","chinese2"
309,"易拉罐","种花","chinese2"
309,"筷子","做类似竹子粘起来的工艺品","chinese2"
309,"筷子","削尖做多次可使用的竹签","chinese2"
309,"筷子","种花的时候支撑花","chinese2"
310,"易拉罐","传声筒","chinese2"
310,"易拉罐","存钱罐","chinese2"
310,"易拉罐","调料瓶","chinese2"
310,"筷子","手工工具","chinese2"
310,"筷子","指挥棒","chinese2"
310,"筷子","搅拌棒","chinese2"
311,"易拉罐","剪成一片片的做帘子","chinese2"
311,"易拉罐","灯","chinese2"
311,"易拉罐","笔筒","chinese2"
311,"筷子","簪子","chinese2"
311,"筷子","织毛衣用的那种针","chinese2"
311,"筷子","能压缩的门","chinese2"
312,"易拉罐","废品","chinese2"
312,"易拉罐","烧饭","chinese2"
312,"易拉罐","驱赶动物","chinese2"
312,"筷子","包饺子","chinese2"
312,"筷子","开门","chinese2"
312,"筷子","杀人","chinese2"
313,"易拉罐","武器","chinese2"
313,"易拉罐","烟灰缸","chinese2"
313,"易拉罐","花盆","chinese2"
313,"筷子","教鞭","chinese2"
313,"筷子","燃料","chinese2"
313,"筷子","门销","chinese2"
314,"易拉罐","刮痧","chinese2"
314,"易拉罐","点蜡烛","chinese2"
314,"易拉罐","种花","chinese2"
314,"筷子","打毛衣","chinese2"
314,"筷子","插头发","chinese2"
314,"筷子","搭房子","chinese2"
315,"易拉罐","兵刃","chinese2"
315,"易拉罐","求婚","chinese2"
315,"易拉罐","贴纸","chinese2"
315,"筷子","吵架","chinese2"
315,"筷子","文化","chinese2"
315,"筷子","飞镖","chinese2"
316,"易拉罐","当花盆","chinese2"
316,"易拉罐","灯罩","chinese2"
316,"易拉罐","用做艺术品","chinese2"
316,"筷子","搭建筑","chinese2"
316,"筷子","簪子","chinese2"
316,"筷子","花的支架","chinese2"
317,"易拉罐","乐器","chinese2"
317,"易拉罐","切割物","chinese2"
317,"易拉罐","戒指","chinese2"
317,"筷子","乐器","chinese2"
317,"筷子","用来织毛衣","chinese2"
