"ID","prompt","response","set","lab","rater1","rater2","rater3"
2,"деревянная линейка","Закидывать в обувь, чтобы не портилась форма",21,13,4,4,3
2,"деревянная линейка","Как прибор для обеда",21,13,3,3,3
2,"деревянная линейка","Каркас для мини-дома (игрушки)",21,13,3,4,3
2,"деревянная линейка","Материал для скульптуры",21,13,3,3,2
2,"деревянная линейка","Может быть плинтусом",21,13,4,3,3
2,"деревянная линейка","Музыкальный инструмент",21,13,3,3,2
2,"картонная коробка","Ёмкость для сбора макулатуры",22,13,1,2,2
2,"картонная коробка","Горшок для рассады (временный)",22,13,1,3,3
2,"картонная коробка","Домик для кошки (из нескольких)",22,13,1,1,1
2,"картонная коробка","Кашпо для цветов на даче (если красивая и небольшая коробка)",22,13,1,2,2
2,"картонная коробка","Корзина для ягод/грибов",22,13,2,2,1
2,"картонная коробка","Ловушки для воров (если они разбросаны по помещению)",22,13,4,4,4
2,"картонная коробка","Модели зданий для архитекторов",22,13,3,3,2
2,"картонная коробка","Модели роботов",22,13,3,3,2
2,"картонная коробка","Подставка для пишущих принадлежностей",22,13,2,3,2
2,"картонная коробка","Часть коробки - толстая обложка для блокнота (самодельного)",22,13,3,2,2
2,"картонная коробка","Шкаф для книг (из нескольких коробок)",22,13,2,3,2
2,"картонная коробка","Штаб для игры в войну (большие коробки + другие материалы)",22,13,2,3,2
2,"картонная коробка","Ящик для журналов и прочих безделушек",22,13,1,1,1
3,"газета","""Полотенце"" для протирания стола или др. мебели",21,13,2,3,2
3,"газета","Веер",21,13,2,3,2
3,"газета","Метод воспитательного воздействия (бить по голове)",21,13,3,3,3
3,"газета","Музыкальный инструмент (ей можно стучать ритм или дудеть в свёрнутую)",21,13,4,4,4
3,"газета","Половая тряпка (мыть полы)",21,13,3,3,2
3,"газета","Получение новой информации",21,13,1,1,1
3,"газета","Указка (когда газета свёрнута)",21,13,4,4,4
3,"деревянная линейка","Линейка",21,13,1,1,1
3,"деревянная линейка","Ложка (брать еду)",21,13,2,3,3
3,"деревянная линейка","Метод воспитательного воздействия (бить по рукам)",21,13,3,2,2
3,"деревянная линейка","Мешать ей суп/еду",21,13,2,3,3
3,"деревянная линейка","Подпорка",21,13,2,2,2
3,"деревянная линейка","Указка",21,13,2,2,2
3,"деревянная линейка","Успокоительное средство (грызть её, когда нервничаешь)",21,13,5,4,4
3,"картонная коробка","Детские игрушки",22,13,2,2,2
3,"картонная коробка","Домик для кота",22,13,1,1,1
3,"картонная коробка","Значки разных ферм",22,13,1,2,1
3,"картонная коробка","Зонт",22,13,3,3,2
3,"картонная коробка","Обложка для тетради",22,13,3,2,2
3,"картонная коробка","Повесить как шторы",22,13,4,4,3
3,"картонная коробка","Подставка для ботинок в прихожей",22,13,3,3,2
3,"картонная коробка","Сделать два выреза, один под размер телефона, а другой под размер головы (мини кинотеатр)",22,13,4,3,4
3,"картонная коробка","Сделать из них обои и разрисовать их",22,13,2,2,2
3,"картонная коробка","Сделать пенал",22,13,2,3,2
3,"картонная коробка","Часы (солнечные)",22,13,3,5,3
3,"картонная коробка","Шляпа от солнца",22,13,3,3,3
4,"газета","Выбирать из неё материал для диктанта",21,13,5,4,4
4,"газета","Делать из неё снежинки на ёлку",21,13,3,2,2
4,"газета","Заклеивать окна (как шторы)",21,13,3,2,2
4,"газета","Использовать как зонт от дождя",21,13,3,2,2
4,"газета","Как шляпа",21,13,2,3,2
4,"газета","Кулёк для семечек",21,13,3,2,2
4,"газета","Салфетка, скатерть",21,13,3,3,2
4,"деревянная линейка","Доставать ею потерянный маленький предмет",21,13,2,3,3
4,"деревянная линейка","Красить ею (предварительно обмакнув в краску)",21,13,3,3,3
4,"деревянная линейка","Оформить ею рамку для фото",21,13,4,3,2
4,"деревянная линейка","Подпорка для книги",21,13,3,2,3
4,"деревянная линейка","Почесаться",21,13,2,3,2
4,"деревянная линейка","Проколоть дырку острым концом",21,13,4,3,3
4,"деревянная линейка","Расчесать волосы",21,13,3,4,4
4,"деревянная линейка","Физические наказания",21,13,2,2,2
4,"картонная коробка","Бумага для рисования",22,13,1,1,2
4,"картонная коробка","Воздушный шар",22,13,2,3,1
4,"картонная коробка","Дом для кота",22,13,1,1,1
4,"картонная коробка","Забор (граница)",22,13,2,2,3
4,"картонная коробка","Замок",22,13,1,2,1
4,"картонная коробка","Звёздное небо (проколоть дырки)",22,13,1,5,5
4,"картонная коробка","Зона уединения",22,13,3,3,1
4,"картонная коробка","Корзина",22,13,1,2,1
4,"картонная коробка","Костюм ""Кубик Рубика""",22,13,4,3,2
4,"картонная коробка","Лабиринт",22,13,3,3,2
4,"картонная коробка","Машина",22,13,2,2,1
4,"картонная коробка","Место для ""пряток""",22,13,3,2,2
4,"картонная коробка","Ракета",22,13,2,2,2
4,"картонная коробка","Самолёт",22,13,2,2,2
4,"картонная коробка","Санки",22,13,2,2,3
4,"картонная коробка","Тайник (маленькая коробка)",22,13,4,2,2
5,"газета","Влаговпитывающий материал",21,13,1,3,2
5,"газета","Документ в исследованиях культуры",21,13,4,5,3
5,"газета","Материал для обучения нейро-сетей по распознаванию текста",21,13,5,5,5
5,"газета","Подстилка",21,13,2,3,2
5,"газета","Розжиг",21,13,2,2,2
5,"газета","Утеплитель",21,13,3,3,2
5,"газета","Художественное искусство (папье маше, оригами, перфомансы)",21,13,2,3,2
5,"деревянная линейка","Игрушечный ""мостик""",21,13,3,3,3
5,"деревянная линейка","Исследование волоконного состава древесины (???)",21,13,4,4,4
5,"деревянная линейка","Теплоизоляционный/ неэлектропроводный соединитель (пористые породы дерева)",21,13,4,5,3
5,"деревянная линейка","Шаблон для лакировки",21,13,3,1,3
5,"деревянная линейка","Элемент катапульты",21,13,3,2,2
5,"картонная коробка","Большую коробку использовать в качестве крепости",22,13,1,1,1
5,"картонная коробка","Вырезать отверстия глаз и получишь шлем из коробки",22,13,2,2,2
5,"картонная коробка","Отдать коробку домашнему животному, чтобы он там спал",22,13,1,1,1
5,"картонная коробка","Отдать на переработку",22,13,1,1,1
5,"картонная коробка","Построить гору из коробок под окном, чтобы было легче прыгать",22,13,2,4,3
5,"картонная коробка","Разрезать на картонные листы, на которых можно писать и рисовать",22,13,1,1,2
6,"газета","Обклеить деньги и положить на самое видное место = тайник",21,13,5,5,4
6,"газета","Обклеить ручки и написать нужную информацию = шпаргалка",21,13,5,4,4
6,"газета","Сделать так, чтобы окна не продувало",21,13,3,2,3
6,"газета","Скрепить степлером и носить как одежду = платье",21,13,3,3,3
6,"деревянная линейка","Использовать как плинтус = необычный декор",21,13,4,3,3
6,"деревянная линейка","Палочка для мороженного",21,13,3,3,4
6,"деревянная линейка","Разжигать костёр = дрова",21,13,2,2,2
6,"деревянная линейка","Рамка для фотографии = склеить 4 штуки",21,13,4,3,2
6,"деревянная линейка","Трафарет для макияжа = ровные стрелки",21,13,4,3,4
6,"картонная коробка","Использовать как цветочный горшок",22,13,1,2,3
6,"картонная коробка","Крепость из коробок для детей",22,13,1,2,1
6,"картонная коробка","Сделать домик для кота или собаки",22,13,1,1,1
6,"картонная коробка","Скворечник (кормушка) для птиц",22,13,3,4,3
7,"газета","Бумажная игрушка",21,13,2,3,2
7,"газета","Декорации, оформление интерьера",21,13,3,3,2
7,"газета","Маскировка объекта",21,13,3,4,2
7,"газета","Обои",21,13,2,2,2
7,"газета","Одежда",21,13,2,2,2
7,"газета","Предмет антропологического/исторического исследования",21,13,4,4,4
7,"газета","Предмет искусства",21,13,2,2,2
7,"газета","Сигнал для инопланетян, посланный в космос",21,13,5,4,1
7,"газета","Топливо для розжига",21,13,2,2,2
7,"газета","Труба, цилиндрическая форма - калейдоскоп",21,13,4,3,3
7,"газета","Укрытие",21,13,3,2,2
7,"газета","Упаковка подарка",21,13,2,3,2
7,"деревянная линейка","Гарпун",21,13,4,3,4
7,"деревянная линейка","Неон",21,13,1,1,1
7,"деревянная линейка","Орудие для защиты",21,13,3,2,2
7,"деревянная линейка","Подпорка",21,13,2,2,2
7,"деревянная линейка","Разделитель для ящика/контейнера",21,13,4,3,4
7,"деревянная линейка","Ручка для чего-нибудь самодельного",21,13,2,3,2
7,"деревянная линейка","Стрелка для часов, маятника",21,13,4,3,4
7,"картонная коробка","Использовать для постройки декораций, перекрашивая и разрезая на детали. Можно использовать в театрах и на киностудиях с маленьким бюджетом",22,13,2,3,2
7,"картонная коробка","Использовать коробки как дома для животных. Большие коробки могут стать будками для собак, а маленькие для домашних котов",22,13,1,1,1
7,"картонная коробка","Коробки можно использовать как шумоизоляцию",22,13,3,3,3
7,"картонная коробка","Коробки можно сжигать, используя огонь для сжигания мусора",22,13,3,3,1
8,"газета","В ней можно засушить растения для гербария",21,13,4,4,3
8,"газета","Закладка из полоски газетной",21,13,3,3,4
8,"газета","Манерная шапочка",21,13,2,3,3
8,"газета","Оригами",21,13,2,3,2
8,"газета","Папье маше",21,13,2,3,2
8,"деревянная линейка","Закладка для книги",21,13,2,3,2
8,"деревянная линейка","Можно взять несколько линеек и сделать из них рамку",21,13,4,3,2
8,"деревянная линейка","Опора для цветка в горшке",21,13,2,2,2
8,"картонная коробка","Можно сделать огромное сито для большого количества воды",22,13,3,5,3
8,"картонная коробка","Можно сделать тесты, закрасив коробки в цвета и нарисовав другие цвета на них",22,13,2,2,3
8,"картонная коробка","Сделать из коробок мусоросжигатель, обклеив их теплоотталкивающими материалами",22,13,3,2,3
8,"картонная коробка","Сделать из коробок огромный тетрис и за определённое количество очков дарить коробку",22,13,4,4,5
9,"газета","Аксессуар для собаки в виде плаща, но в сухую погоду",21,13,4,3,3
9,"газета","Вырезки из газеты - фотографии разных политиков, чтобы запомнить как кого зовут",21,13,3,5,4
9,"газета","Оформление стены в стиле ретро",21,13,3,3,3
9,"газета","Самолётик с важной информацией",21,13,3,3,3
9,"деревянная линейка","Использовать линейку для костра (как дрова)",21,13,2,2,2
9,"деревянная линейка","Колышек для измерения высоты растения",21,13,1,2,3
9,"деревянная линейка","Можно построить домик из большого количества дер. линеек, используя их как дощечки",21,13,3,3,3
9,"деревянная линейка","Средство, чтобы давать щелбаны",21,13,3,2,2
9,"картонная коробка","В качестве игрушечного домика",22,13,1,1,2
9,"картонная коробка","В качестве реального жилища",22,13,1,1,1
9,"картонная коробка","Для отопления сжигать",22,13,2,3,2
9,"картонная коробка","Для создания поделок",22,13,2,2,2
9,"картонная коробка","Использовать в качестве щита при игре",22,13,2,3,2
9,"картонная коробка","Как корпус для компьютера",22,13,3,3,3
9,"картонная коробка","Как объект вымещения агрессивных чувств",22,13,4,5,4
9,"картонная коробка","Как одежду",22,13,2,2,2
9,"картонная коробка","Как шлем",22,13,2,2,2
9,"картонная коробка","Сделать конфетти",22,13,4,3,2
10,"газета","Делать оригами для детей",21,13,2,3,2
10,"газета","Заткнуть в дверь, чтоб была открыта",21,13,3,3,3
10,"газета","Мыть окна",21,13,3,3,2
10,"газета","Написать письмо незнакомцу, обводя буквы",21,13,5,3,2
10,"газета","Обернуть стеклянные вещи",21,13,3,2,2
10,"газета","Порвать для закладок в книгу",21,13,3,3,4
10,"газета","Прикрыть голову от дождя",21,13,3,3,2
10,"газета","Прятать деньги между страниц",21,13,4,4,4
10,"газета","Сделать дом для хомяка",21,13,3,3,3
10,"газета","Сделать кораблик",21,13,2,3,2
10,"газета","Сделать ёлочные игрушки",21,13,3,4,2
10,"газета","Сжечь",21,13,2,2,2
10,"газета","Следить за прохожими через дырки",21,13,4,4,3
10,"газета","Сплести корзинку",21,13,3,3,3
10,"газета","Сушить обувь",21,13,3,3,2
10,"деревянная линейка","Заколоть волосы",21,13,3,4,3
10,"деревянная линейка","Заткнуть течь в лодке",21,13,2,3,4
10,"деревянная линейка","Инсталляции времени",21,13,3,1,1
10,"деревянная линейка","Использовать в качестве ""шлепалки"" в играх БДСМ",21,13,4,3,4
10,"деревянная линейка","Молоток",21,13,3,3,4
10,"деревянная линейка","Подпереть стол",21,13,2,2,2
10,"деревянная линейка","Сделать вешалку",21,13,4,3,3
10,"деревянная линейка","Сделать рамку для фото",21,13,4,3,2
10,"деревянная линейка","Скворечник (использовать кусочки)",21,13,4,3,4
10,"картонная коробка","Домик для кота",22,13,1,1,1
10,"картонная коробка","Домик для себя из коробки (большой)",22,13,1,1,1
10,"картонная коробка","Использовать как горшок для цветов (временный)",22,13,1,2,3
10,"картонная коробка","Использовать коробку как столик (подставку) для ноутбука, немного изменив её",22,13,3,3,2
10,"картонная коробка","Сделать место, куда можно поставить цветы",22,13,1,2,2
10,"картонная коробка","Строительство замка из коробок",22,13,1,1,1
11,"газета","Браслет",21,13,3,3,3
11,"газета","Вместо крыши",21,13,3,3,2
11,"газета","Вместо линз",21,13,3,1,3
11,"газета","Вместо стёкол в очки",21,13,3,1,3
11,"газета","Вместо стёкол в транспорте",21,13,4,2,3
11,"газета","Жвачка из газеты",21,13,1,4,4
11,"газета","Миска из газеты",21,13,3,3,3
11,"газета","Платье из газеты",21,13,3,2,3
11,"газета","Полотенце из газеты",21,13,3,3,2
11,"газета","Шарф из газеты",21,13,3,3,3
11,"деревянная линейка","Билет в заповедник",21,13,5,1,4
11,"деревянная линейка","Визитка дровосека",21,13,5,5,5
11,"деревянная линейка","Вместо очков",21,13,2,1,2
11,"деревянная линейка","Ложка",21,13,2,3,3
11,"деревянная линейка","Открытка",21,13,4,1,1
11,"деревянная линейка","Полка настенная",21,13,3,2,4
11,"деревянная линейка","Приспособления для формирования пробора на голове (в волосах)",21,13,3,4,4
11,"деревянная линейка","Разграничитель в ящике",21,13,4,3,4
11,"деревянная линейка","Трамплин для пальцев",21,13,3,4,4
11,"деревянная линейка","Щётки на лобовом стекле машины",21,13,4,5,4
11,"картонная коробка","Виртуальная реальность",22,13,1,1,4
11,"картонная коробка","Если вырезать дырку размером с планшет/телефон, сделав дырки для колонок и шеи, можно сделать кинотеатр",22,13,4,3,4
11,"картонная коробка","Если коробка плотная, можно сделать игрушечную машинку при помощи ещё двух банок",22,13,2,3,2
11,"картонная коробка","Из коробок можно построить огромный замок для себя и кота, если его раскрасить, будет как настоящий",22,13,1,2,1
11,"картонная коробка","Из разрезанной большой коробки можно сделать кукольный шоурум",22,13,3,3,3
11,"картонная коробка","Костюм на Хэллоуин, костюм инопланетного разума, надев несколько коробок и обернув в фольгу",22,13,3,3,2
12,"газета","Для обучения иностранным языкам (две газеты с одинаковой информацией на двух языках)",21,13,5,4,4
12,"газета","Из газет можно шить одежду (я полагаю). Складывать их в несколько слоёв, добавлять химическую добавку для твердения",21,13,3,4,2
12,"газета","3D объекты из иллюстраций в газете",21,13,5,4,4
12,"деревянная линейка","Закладка в книгу",21,13,2,3,2
12,"деревянная линейка","Спортивный снаряд (метание)",21,13,4,3,5
12,"деревянная линейка","Элемент для паркетного пола",21,13,3,3,3
12,"картонная коробка","Дневники для записей",22,13,3,2,2
12,"картонная коробка","Игрушки",22,13,2,2,2
12,"картонная коробка","Из коробок часто можно сделать какие-то детали для костюма на Хэллоуин",22,13,3,2,1
12,"картонная коробка","Из них можно сделать макеты города, а также каких-то отдельных детализированных зданий",22,13,3,2,2
12,"картонная коробка","Из них можно сделать органайзер",22,13,3,2,2
12,"картонная коробка","Их можно использовать как ящики для хранения",22,13,1,1,1
12,"картонная коробка","Макеты ракет, космических спутников и станций",22,13,3,3,2
12,"картонная коробка","Можно сделать переносные столы для пикника",22,13,3,4,2
12,"картонная коробка","Обклеив их подарочной бумагой, разными украшениями, сделав крышки, получатся красивые коробки для разных подарков",22,13,3,3,1
13,"газета","Аппликация",21,13,2,3,2
13,"газета","Бронежилет (спрессованная)",21,13,4,4,4
13,"газета","Манекен",21,13,4,1,3
13,"газета","Мухобойка",21,13,2,2,2
13,"газета","Обернуть вокруг ручек пакета, чтобы не резались пальцы",21,13,4,4,3
13,"газета","Обои",21,13,2,2,2
13,"газета","Оригами",21,13,2,3,2
13,"газета","Папье маше",21,13,2,3,2
13,"газета","Салфетка для стола",21,13,3,3,2
13,"газета","Стакан для напитков",21,13,3,2,3
13,"газета","Сушилка для обуви",21,13,3,3,2
13,"газета","Упаковка",21,13,2,2,2
13,"деревянная линейка","Выгнуть и склеить несколько - пиала",21,13,2,4,4
13,"деревянная линейка","Кофр (твёрдый чехол)",21,13,3,1,4
13,"деревянная линейка","Лаксетка/шина",21,13,3,3,2
13,"деревянная линейка","Макет буквы",21,13,4,1,4
13,"деревянная линейка","Розжиг",21,13,2,2,2
13,"деревянная линейка","Скребок мягких материалов",21,13,3,4,3
13,"деревянная линейка","Стебель цветка/растения",21,13,2,2,1
13,"деревянная линейка","Стол",21,13,3,1,3
13,"деревянная линейка","Стул",21,13,3,1,3
13,"деревянная линейка","Тапочки",21,13,4,1,3
13,"деревянная линейка","Фанты",21,13,3,1,4
13,"деревянная линейка","Чехол для телефона",21,13,4,1,3
13,"деревянная линейка","Шалаш",21,13,3,3,3
13,"картонная коробка","Использовать как удобрение для растений",22,13,4,3,2
13,"картонная коробка","Отдать их бездомным",22,13,3,2,1
13,"картонная коробка","Переработать и издать книгу: ""Как использовать пустые картонные коробки""",22,13,5,3,2
13,"картонная коробка","Построить крепость/домик",22,13,1,1,1
13,"картонная коробка","Создание игрушечной мебели для детей",22,13,2,2,2
13,"картонная коробка","Создать для них прототип самолёта/машины",22,13,2,2,2
13,"картонная коробка","Создать из них картинную галерею (нарисовать на них что-нибудь)",22,13,3,2,2
14,"газета","Закладка для книги",21,13,3,2,4
14,"газета","Картина на стену (коллаж)",21,13,3,3,3
14,"газета","Наполнитель для кошачьего туалета",21,13,3,4,2
14,"газета","Одежда",21,13,2,2,2
14,"газета","Одеяло",21,13,4,3,2
14,"газета","Очки солнечные",21,13,3,1,4
14,"газета","Самолётики",21,13,2,3,2
14,"газета","Снежинки для окна",21,13,3,2,2
14,"газета","Средство для мытья бутылок изнутри",21,13,3,3,3
14,"газета","Тряпка",21,13,3,3,2
14,"газета","Фильтр для воды",21,13,3,4,3
14,"газета","Шляпка",21,13,2,3,2
14,"деревянная линейка","Кисть",21,13,3,3,3
14,"деревянная линейка","Лопатка для песочницы",21,13,3,3,3
14,"деревянная линейка","Меч",21,13,3,2,3
14,"деревянная линейка","Молоток",21,13,3,3,4
14,"деревянная линейка","Музыкальный инструмент",21,13,3,3,2
14,"деревянная линейка","Нож",21,13,3,3,3
14,"деревянная линейка","Подпорка под ножку мебели",21,13,2,2,2
14,"деревянная линейка","Транспортир (согнуть)",21,13,1,2,3
14,"деревянная линейка","Указка",21,13,2,2,2
14,"деревянная линейка","Циркуль",21,13,3,2,3
14,"деревянная линейка","Щепа для разжигания огня",21,13,2,2,2
14,"картонная коробка","Вырезать из них маскарадные маски",22,13,2,3,2
14,"картонная коробка","Кидаться ими в прохожих на улице",22,13,3,5,1
14,"картонная коробка","Построить лестницу и прыгать с неё вниз",22,13,2,2,1
14,"картонная коробка","Сделать из них мусорку или коллекционировать там что-нибудь",22,13,3,2,2
14,"картонная коробка","Смастерить из них мебель, ведь это экономнее и экологичнее",22,13,2,2,2
14,"картонная коробка","Собрать коллекцию из них",22,13,3,3,1
14,"картонная коробка","Спать там или жить",22,13,2,2,2
14,"картонная коробка","Упаковать туда младшего брата",22,13,3,4,3
15,"газета","Использовать как духи",21,13,4,1,1
15,"газета","Сделать костюм",21,13,3,3,2
15,"газета","Сделать очки (предмет одежды)",21,13,3,1,3
15,"газета","Согреться",21,13,3,3,2
15,"газета","Спрятаться от солнца",21,13,3,3,2
15,"газета","Убить жуков",21,13,2,2,2
15,"газета","Употребить в пищу",21,13,1,1,3
15,"деревянная линейка","Как лопатку (для блинов)",21,13,3,4,3
15,"деревянная линейка","Копать",21,13,3,3,2
15,"деревянная линейка","Пиратская повязка на глаз",21,13,4,1,3
15,"деревянная линейка","Раскрыть и использовать как клавиатуру для фортепиано",21,13,3,5,3
15,"картонная коробка","Декорации в спектакле",22,13,2,3,2
15,"картонная коробка","Дом для животных",22,13,1,1,1
15,"картонная коробка","Из цветных коробок можно вырезать красивые стороны и украшать дом",22,13,2,1,2
15,"картонная коробка","Место для сбора вещей, т.е. складировать туда что-то, а потом в шкаф",22,13,1,1,1
15,"картонная коробка","Огромную коробку можно использовать как домик и играть",22,13,1,1,1
15,"картонная коробка","Подставка, опора, что-то твёрдое",22,13,2,2,2
15,"картонная коробка","Предметы декора",22,13,2,1,2
15,"картонная коробка","Различные вырезки (как из журналов)",22,13,3,2,1
15,"картонная коробка","Различные поделки",22,13,2,1,2
15,"картонная коробка","Способ общения (связать между собой и говорить)",22,13,2,5,2
15,"картонная коробка","Стул",22,13,2,2,2
16,"газета","Для просушки гербариев - прослойка из газет",21,13,4,4,3
16,"газета","Компонент пищи для целлюлозо перерабатывающих тараканов и термитов (террариумистика)",21,13,3,5,4
16,"газета","Скомканные газеты - компоненты террариумов для массового разведения дрозофилы в генетических экспериментах",21,13,3,5,4
16,"газета","Сушка обуви скомканными газетами",21,13,3,3,2
16,"деревянная линейка","Бить мух на стенах/окнах",21,13,2,2,2
16,"деревянная линейка","Для рукоприкладства",21,13,3,2,2
16,"деревянная линейка","Доставать из под столов/шкафов упавшие предметы",21,13,2,3,3
16,"деревянная линейка","Извлечение музыки за счёт колебаний и вибраций оттянутой линейки",21,13,3,3,2
16,"деревянная линейка","Перегибать через линейку листы бумаги, чтобы аккуратно их разорвать",21,13,3,3,3
16,"картонная коробка","Из пустых коробок можно построить дом и жить там, скрываясь от внешнего мира",22,13,2,1,1
16,"картонная коробка","Можно накрывать коробкой одного их членов семьи и примотать её скотчем к кровати для того, чтобы с утра послушать их прекрасные голоса вместо будильника",22,13,4,5,2
16,"картонная коробка","Пустыми коробками можно накрывать мокрые скамейки в парке, а также братьев наших меньших, которых нельзя взять к себе домой",22,13,3,2,3
17,"газета","Для создания элемента декора",21,13,3,2,2
17,"газета","Материал для изготовления транспортного средства",21,13,3,1,3
17,"газета","Одежда из этого материала",21,13,2,2,2
17,"газета","Упаковочная бумага",21,13,2,2,2
17,"деревянная линейка","Из неё можно сделать ""мебель"" для мелкого животного",21,13,3,3,3
17,"деревянная линейка","Использовать вместо шпателя или мастерка для создания скульптуры",21,13,3,4,3
17,"деревянная линейка","Можно использовать для самообороны",21,13,3,2,2
17,"картонная коробка","Дом для кота",22,13,1,1,1
17,"картонная коробка","Доспехи рыцаря",22,13,2,3,3
17,"картонная коробка","Отделка потолка и стен",22,13,2,2,2
17,"картонная коробка","Тетрадь",22,13,3,2,2
17,"картонная коробка","Чехол для телефона",22,13,4,3,3
17,"картонная коробка","Ящики",22,13,1,1,1
18,"газета","Африканская чалма",21,13,4,4,4
18,"газета","Для задания - на речь в актёрском вузе",21,13,5,5,4
18,"газета","Для составления поэтического текста из слов",21,13,4,3,4
18,"газета","Для шпиона - прикрыться газетой",21,13,4,4,2
18,"газета","Ковёр-самолёт",21,13,1,1,3
18,"газета","Матрац в стиле газеты",21,13,3,1,3
18,"газета","Парик",21,13,4,3,4
18,"газета","Покрывало",21,13,4,3,2
18,"газета","Попона для лошади",21,13,4,3,4
18,"газета","Проверка зрения",21,13,3,4,4
18,"газета","Самолётик",21,13,2,3,2
18,"газета","Скатерть",21,13,3,2,2
18,"газета","Холст для авангардиста",21,13,4,3,4
18,"газета","Юбка",21,13,3,3,3
18,"газета","цветы из газеты",21,13,2,3,3
18,"деревянная линейка","Горизонтальные усы (у С. Дали завивающиеся)",21,13,4,4,5
18,"деревянная линейка","Для единоборства - тайчи - для стиля ян - изъявления намерения",21,13,3,4,3
18,"деревянная линейка","Для костра (разжечь или мешать угли)",21,13,2,2,2
18,"деревянная линейка","Для осанки - кладёшь на макушку и сидишь",21,13,3,4,4
18,"деревянная линейка","Нож",21,13,3,3,3
18,"деревянная линейка","Палочка дирижёра",21,13,4,4,4
18,"деревянная линейка","Подставка для палочек благовония",21,13,3,4,3
18,"деревянная линейка","Тросточка для акробата, чтобы по ней идти над пропастью",21,13,4,2,4
18,"картонная коробка","Использовать картонные коробки просто по назначению (хранение вещей)",22,13,1,1,1
