"ID","prompt","response","set"
6796,"sznurek","Sznurek można wykorzystać do połączenia cegły i puszki i wszystkie trzy rzeczy można mieć zawsze przy sobie;","polish2"
7307,"cegła","żeby sobie na niej usiąść","polish1"
7307,"puszka","zawiesić na metalowy drut żeby odstraszyć kreta","polish1"
7579,"cegła","1. podpórka do drzwi","polish1"
7579,"cegła","2. trzymak do papieru","polish1"
7579,"cegła","3. z kilku cegieł można zrobić doniczke","polish1"
7579,"cegła","4. podstawka pod swieczki tealighty","polish1"
7579,"puszka","1. pojemnik do przechowywania różnych rzeczy: długopisy, pędzle do twarzy, szczotki do włosów, mąki, cukru, etc","polish1"
7579,"puszka","10. po nasypaniu np. piasku i zamknięciu jako wałek do ciasta","polish1"
7579,"puszka","2. skarbonka na drobne","polish1"
7579,"puszka","3. swiecznik","polish1"
7579,"puszka","4. wazon","polish1"
7579,"puszka","5. popielniczka","polish1"
7579,"puszka","6. doniczka","polish1"
7579,"puszka","7. do odstraszania ptaków, przymocowana na patyku","polish1"
7579,"puszka","8. zabawka dla psów","polish1"
7579,"puszka","9. foremka do piasku","polish1"
7657,"cegła","do zrobienia ozdób w ogrodzie, mieszkaniu, na balkonie, - np. zrobienie nietypowej doniczki","polish1"
7657,"cegła","miejsca na przechowywanie drobnych rzeczy,","polish1"
7657,"cegła","stojak na różne przedmioty","polish1"
7657,"puszka","do wykonania małej doniczki na drobne kwiaty","polish1"
7657,"puszka","do zrobienia świecznika,","polish1"
7657,"puszka","jako wazon","polish1"
7657,"puszka","w ogrodzie np. jako popielniczkę","polish1"
9635,"cegła","Do podstawek pod wiele rzeczy, typu donice na kwiaty","polish1"
9635,"cegła","Można ją rozłupać i zastosować do uzupełnienia prac budowlanych","polish1"
9635,"puszka","Do trzymania w niej długopisów","polish1"
9635,"puszka","Do zrobienia z niej dekoracji na wiele sposobów","polish1"
10299,"cegła","do  stworzenia kwietnika","polish2"
10299,"puszka","do stworzenia pojemnika na kredki","polish2"
10299,"sznurek","do stworzenia ciekawej biżuterii np. bransoletki","polish2"
10357,"cegła","instalacja, na której można postawić doniczki z kwiatami lub bibeloty","polish1"
10357,"cegła","przycisk do papieru","polish1"
10357,"cegła","przystawka do ksiazek na półce","polish1"
10357,"cegła","wydrążona cegła moze służyć jako pojemnik na przybory do pisania leżący na biurku","polish1"
10357,"puszka","dekoracje z pomalowanych puszek","polish1"
10357,"puszka","instrumenty muzyczne","polish1"
10357,"puszka","jako klosze na zarówki","polish1"
10357,"puszka","pojemniki do przechowywania","polish1"
10357,"puszka","wałek z wzorkiem do malowania (szablon) poprzez naklejenie elementów wycietych np z gumy","polish1"
11334,"cegła","Ładna cegła może byc podstawką w kuchni pod gorący garnek","polish1"
11334,"cegła","Nogi pod ławe na dzialce","polish1"
11334,"puszka","z puszek robię kominki doswieczek","polish1"
11334,"puszka","z puszek robie pojemniki na drobiazgi w piwnicy","polish1"
11334,"puszka","z puszek robie popielniczki","polish1"
11334,"puszka","Z puszki zrbie rozpalarke do grila","polish1"
12393,"cegła","Do bicia szyby","polish2"
12393,"cegła","Do ozdoby kominka","polish2"
12393,"cegła","Do zrobienia stołka","polish2"
12393,"cegła","Jako nogi do stołu","polish2"
12393,"cegła","Jako podstawki","polish2"
12393,"puszka","Do odstraszania zwierząt","polish2"
12393,"puszka","Jako doniczkę","polish2"
12393,"puszka","Jako naszyjnika","polish2"
12393,"puszka","Jako ozdobę choinkową","polish2"
12393,"puszka","Jako ozdobę na ścianę","polish2"
12393,"puszka","Jako pojemnika do przechowywania owadów","polish2"
12393,"puszka","Jako surowca wtórnego","polish2"
12393,"sznurek","Do pieczenia","polish2"
12393,"sznurek","Do wszystkiego co można nawlec czyli  - ozdób choinkowych  - bransoletek  - kolczyków itp.","polish2"
12393,"sznurek","Do zawiązania snopka","polish2"
12393,"sznurek","Do zmierzenia się a następnie na miarce jak nie ma w domu centymetra krawieckiego","polish2"
12393,"sznurek","Do zrobienia uwiązu lub haltera dla konia","polish2"
13943,"cegła","jako imitacje psa na smyczy","polish2"
13943,"puszka","jako kapelusz","polish2"
13943,"sznurek","jako krawat","polish2"
14454,"cegła","Włożyć kobiecie do torebki","polish2"
14454,"puszka","w ""ekstremalnych"" warunkach jako kubek","polish2"
14454,"sznurek","uwiązać klamki sąsiadom mieszkającym na przeciw siebie","polish2"
14615,"cegła","element zdobniczy","polish1"
14615,"cegła","jako kwietnik","polish1"
14615,"cegła","jako symbol przypominający o zadaniach do załatwienia","polish1"
14615,"puszka","element kompozycji","polish1"
14615,"puszka","pojemnik na drobiazgi","polish1"
14648,"cegła","barwnik","polish1"
14648,"cegła","do budowy muru","polish1"
14648,"cegła","do nawierzchni","polish1"
14648,"cegła","do prób wytrzymałościowych","polish1"
14648,"cegła","do rzeźbienia","polish1"
14648,"cegła","jako miara ciężaru","polish1"
14648,"cegła","jako miernik długości","polish1"
14648,"cegła","jako pocisk","polish1"
14648,"cegła","kredka","polish1"
14648,"cegła","odważnik","polish1"
14648,"cegła","podstawka","polish1"
14648,"cegła","poduszka","polish1"
14648,"cegła","rysik","polish1"
14648,"cegła","wartość wymienna","polish1"
14648,"puszka","do przesłania listu","polish1"
14648,"puszka","doniczka","polish1"
14648,"puszka","informacja","polish1"
14648,"puszka","nakrycie","polish1"
14648,"puszka","pojemnik","polish1"
14648,"puszka","reklama","polish1"
14648,"puszka","skarb","polish1"
14648,"puszka","skarbonka","polish1"
14648,"puszka","skrytka","polish1"
14648,"puszka","śmietniczka","polish1"
14648,"puszka","walec","polish1"
14648,"puszka","złom","polish1"
15294,"cegła","cegle mozna tez wykorzystac jako podgrzewacz (wczesniej wystarczy ja zagrzac)","polish1"
15294,"cegła","Do zrobienia nog do stolika ogrodowego","polish1"
15294,"cegła","kilka cegieł moze stanowic stopien","polish1"
15294,"cegła","moze stanowic obciążnik (wystarczy ją polozyc na czyms lekkim)","polish1"
15294,"cegła","ulamek cegly do pisania (zaznaczania) na asfalcie murze itp, moze stanowic obciążnik (wystarczy ją polozyc na czyms lekkim)","polish1"
15294,"cegła","W cegle mozna wydrazyc otwor a w niego wstawic doniczke z roslina dzieki czemu stworzymy oslonke","polish1"
15294,"puszka","kilka puszek mozna tez wykorzystac jako rozsadnik do roslin,","polish1"
15294,"puszka","mozna z niej zrobic pacynke do teatrzyku dzieciecego np minionka (poprzez oklejenie jej papierem kolorowym i wystylizowanie jej na wybrana postac)","polish1"
15294,"puszka","na dzialce puszke wykorzystuje do ''lapania' slimakow","polish1"
15294,"puszka","poprzez odciecie gory i obklejeniu jej np okleina dekoracyjna, papierem klorowym mozna zrobic pojemnik do przechowywania pedzli kosmetycznych kredek itp.","polish1"
15294,"puszka","w umytej i wysuszonej puszce mozna przechowywac nasionka kwiatow","polish1"
15294,"puszka","z puszki mozna zrobic instrument muzyczny np wrzucajac do niej kilka grochow lub garsc ryzu","polish1"
15294,"puszka","z puszki mozna zrobic swiecznik na tealighty","polish1"
15313,"cegła","dom mur","polish1"
15313,"puszka","picie","polish1"
15512,"cegła","jako młotek","polish2"
15512,"cegła","jako podkład do samochodu","polish2"
15512,"cegła","rysowania","polish2"
15512,"cegła","w piekarniku jako podtrzymywacz ciepła","polish2"
15512,"puszka","doniczkę","polish2"
15512,"puszka","instrument muzyczny","polish2"
15512,"puszka","jako nakładkę na buty służącą do stepowania","polish2"
15512,"puszka","popielniczkę","polish2"
15512,"puszka","skarbonkę","polish2"
15512,"puszka","straszak na wróble","polish2"
15512,"puszka","telefon sznurkowy","polish2"
15512,"puszka","zbieracz kurzu na szafie","polish2"
15512,"sznurek","jako pasek do spodni","polish2"
15512,"sznurek","jako sznurówki","polish2"
15512,"sznurek","można sobie z niego zrobić wieszak na różne bibeloty","polish2"
15830,"cegła","do pokruszenia","polish2"
15830,"cegła","do przygniecenia papierow na biurku","polish2"
15830,"cegła","do przytrzymywania zamykajacych sie drzwi (lub otwierajacych sie)","polish2"
15830,"cegła","do wlaniecia kogos w glowe","polish2"
15830,"cegła","jako czesc regalu (i na ceglach polki)","polish2"
15830,"cegła","jako noge do stolika","polish2"
15830,"cegła","na dno doniczki","polish2"
15830,"puszka","jako wazonik","polish2"
15830,"puszka","pomalowac na kolorowo i zrobic ozdobny plotek z wielu kolorowych puszek","polish2"
15830,"puszka","przykrywac nia cos zeby muchy nie siadal","polish2"
15830,"puszka","wrzucic kamyki i halasowac","polish2"
15830,"sznurek","jako bizuterie","polish2"
15830,"sznurek","jako zabawke dla kota","polish2"
15830,"sznurek","mozna utkac dywanik  albo zwinac w spiralke na dywanik","polish2"
15830,"sznurek","zeby kwiatki sie po nim wspinaly  jesli jest go duzo","polish2"
16015,"cegła","meble","polish1"
16015,"cegła","motyw przewodni imprezy","polish1"
16015,"cegła","samochód","polish1"
16015,"cegła","skrzynki","polish1"
16015,"cegła","wazon","polish1"
16015,"cegła","wystrój","polish1"
16015,"puszka","dom","polish1"
16015,"puszka","motor","polish1"
16015,"puszka","narzędzia","polish1"
16015,"puszka","samochód","polish1"
16015,"puszka","samolot","polish1"
16015,"puszka","sprzęt agd","polish1"
16015,"puszka","sprzęt rtv","polish1"
16015,"puszka","wystrój wnętrz","polish1"
16239,"cegła","do podstawki na garnek","polish1"
16239,"cegła","nietypową półeczkę o różnuych wysokościach na książki","polish1"
16239,"puszka","można ją pociąć, powyginać i zrobić podkładkę na komórkę","polish1"
16270,"cegła","niekonwencjonalny przycisk do papieru","polish2"
16270,"puszka","przebić na dnie i zrobić durszlak","polish2"
16270,"sznurek","zwiazać tak by zrobić z niego bransoletke z dużą ilością węzłów i sprzedać jako artefakt z ameryki południowej","polish2"
17301,"cegła","aby podwyższyć laptopa","polish1"
17301,"cegła","cegła może przytrzymać drzwi aby się nie zamknęły przez przeciąg,","polish1"
17301,"cegła","do podstawki na książki","polish1"
17301,"cegła","może być kreatywnym prezentem jeśli na niej coś namalujemy,","polish1"
17301,"cegła","można nią zatkać dziurę","polish1"
17301,"cegła","z cegieł można zrobić stolik","polish1"
17301,"puszka","można ją zgnieść aby dać upust emocjom,","polish1"
17301,"puszka","można odgonić nią kreta na działce","polish1"
17301,"puszka","można podarować bezdomnemu to odda na skup","polish1"
17301,"puszka","można włożyć ją do akwarium, zalać wodą i patrzeć jak rdzewieje,","polish1"
17301,"puszka","można zmagazynować tam różne drobiazgi","polish1"
17301,"puszka","można zrobić klosz na żarówkę,","polish1"
17301,"puszka","można zrobić uszczelki do małego silnika np. starego komara","polish1"
17301,"puszka","z puszki można zrobić świecznik na podgrzewacze,","polish1"
17479,"cegła","Dyscyplina sportowa","polish1"
17479,"cegła","Reklama","polish1"
17479,"puszka","Dekoracją pokoju","polish1"
17479,"puszka","Głuchy telefon","polish1"
17479,"puszka","Instrument muzyczny","polish1"
17903,"cegła","słupek na boisku w piłkę","polish2"
17903,"cegła","wyznaczenia granicy działki","polish2"
17903,"puszka","dekoracja weselna","polish2"
17903,"puszka","doniczka","polish2"
17903,"puszka","grzechotka","polish2"
17903,"puszka","skarbonka","polish2"
17903,"puszka","wiatraczek","polish2"
17903,"sznurek","kajdanki","polish2"
17903,"sznurek","pasek u spodni","polish2"
17903,"sznurek","sznurowadła","polish2"
18197,"cegła","podpórka do książek","polish1"
18197,"puszka","do przechowywania materiałów piśmienniczych","polish1"
18197,"puszka","do trzymania pędzli do malowania/pracy w garażu","polish1"
18197,"puszka","doniczka do kwiatów (np tulipanów)","polish1"
18197,"puszka","gdy zrobi się w niej dziurki i przymontuje do węża z wodą zadziała jak słuchawka prysznicowa (rozwiązanie do ogrodu do podlewania, albo na wycieczki - kiedy dostępny jest tylko wąż z wodą)","polish1"
18197,"puszka","nakrycie tłumika traktora","polish1"
18197,"puszka","pomalowaną puszkę można wykorzystać jako wazon","polish1"
18197,"puszka","skarbonka","polish1"
18197,"puszka","zgnieciona butem puszka 'robi za' obcas w dziecięcych zabawach i stuka przy chodzeniu","polish1"
19473,"cegła","cegła - użycie do gry tzw. 'siedem cegieł'","polish1"
19473,"cegła","tak samo można jej użyć do podłóg w różnych pomieszczeniach","polish1"
19473,"cegła","użycie cegły do mozaiki na ścianie w pokoju, w restauracji, w klubie, pubie, kawiarni,","polish1"
19473,"puszka","palenie z puszki","polish1"
19473,"puszka","popielniczka","polish1"
19473,"puszka","wykorzystanie jako wazon - przeróbka (pomalowanie, owinięcie innym materiałem)","polish1"
19473,"puszka","zarobek z aluminium","polish1"
19473,"puszka","zbijanie puszek","polish1"
19654,"cegła","budowa domu,","polish1"
19654,"cegła","budowa kominka","polish1"
19654,"cegła","budowa rożna","polish1"
19654,"cegła","można na niej stanąć","polish1"
19654,"cegła","można nosić w plecaku","polish1"
19654,"cegła","można zrobić murek","polish1"
19654,"cegła","płot","polish1"
19654,"puszka",",skaleczyć się,","polish1"
19654,"puszka",",zrobić biżuteri","polish1"
19654,"puszka","można trzymać ołówki w puszce","polish1"
19654,"puszka","można wstawić kwiaty","polish1"
19654,"puszka","okleić gliną i pomalować","polish1"
19654,"puszka","okleić ładnym papierem","polish1"
19654,"puszka","okleić plasteliną lub modeliną","polish1"
19654,"puszka","pomalować","polish1"
19654,"puszka","sprzedać na złom","polish1"
19654,"puszka","wyrzucić","polish1"
19752,"cegła","materiał na inny produkt","polish1"
19752,"cegła","w galerii","polish1"
19752,"cegła","w ogrodzie","polish1"
19752,"puszka","recykling","polish1"
19752,"puszka","w galerii do dekoracji po zmianie kształtu","polish1"
19819,"cegła","jako lewarek do samochodu","polish2"
19819,"cegła","jako siedzenie","polish2"
19819,"cegła","jako wystrój mieszkania","polish2"
19819,"puszka","jako popielniczkę","polish2"
19819,"puszka","piłkę","polish2"
19819,"puszka","puszkę można wykorzystać jako grzechotkę","polish2"
19819,"puszka","wazon do kwiatów","polish2"
19819,"sznurek","bransoletkę","polish2"
19819,"sznurek","jako linkę","polish2"
19819,"sznurek","sznurówkę","polish2"
20483,"cegła","nogi od stolika","polish2"
20483,"puszka","jako popielniczkę","polish2"
20483,"sznurek","pasek do spodni","polish2"
20525,"cegła","kruszenia","polish2"
20525,"cegła","ozdoba","polish2"
20525,"cegła","podstawka","polish2"
20525,"cegła","rzucania","polish2"
20525,"puszka","biżuteria","polish2"
20525,"puszka","flakonik","polish2"
20525,"sznurek","ozdabiania","polish2"
20525,"sznurek","wiązania","polish2"
20684,"cegła","można nią pisać na betonie","polish2"
20684,"cegła","przycisk do papieru","polish2"
20684,"cegła","tempomat ;)","polish2"
20684,"cegła","tłuczek do mięsa","polish2"
20684,"puszka","grzechotka","polish2"
20684,"puszka","jako ogranicznik gazu w samochodzie","polish2"
20684,"puszka","jako piłkę do gry","polish2"
20684,"puszka","jako popielniczkę","polish2"
20684,"puszka","jaku kubek","polish2"
20684,"puszka","ogranicznik do drzwi","polish2"
20684,"puszka","zgnieciona jako krążek hokejowy","polish2"
20684,"sznurek","hamak","polish2"
20684,"sznurek","uchwyt do torby","polish2"
20684,"sznurek","zamiast paska do spodni","polish2"
21368,"cegła","Stworzenie oryginalnej dekoracji, urządzeń codziennego użytku","polish1"
21368,"puszka","Dekoracje","polish1"
21368,"puszka","doniczki' ogrodowe","polish1"
22214,"cegła","do budowy grilla","polish1"
22214,"cegła","jako stolik,","polish1"
22214,"cegła","klocki do zabawy","polish1"
22214,"cegła","ławka","polish1"
22214,"cegła","most dla ślimaków","polish1"
22214,"cegła","podparcie drzwi","polish1"
22214,"puszka","domek dla owada","polish1"
22214,"puszka","klepsydra","polish1"
22214,"puszka","klosz","polish1"
22214,"puszka","lampion","polish1"
22214,"puszka","miska dla kota","polish1"
22214,"puszka","płot","polish1"
22214,"puszka","półki","polish1"
22214,"puszka","wycieraczka","polish1"
22214,"puszka","żyrandol","polish1"
22671,"cegła","Jako krzesło lub stół","polish2"
22671,"puszka","Jako szklankę","polish2"
22671,"sznurek","Zamiast paska do spodni ;D","polish2"
23527,"cegła","budowa kominka","polish2"
23527,"cegła","budowa wedzarni ;)","polish2"
23527,"puszka","Doniczka","polish2"
23527,"puszka","lampka","polish2"
23527,"puszka","pojemnik na śrubki","polish2"
23527,"sznurek","bindowanie dokumentow","polish2"
23527,"sznurek","wiazanie paczek","polish2"
23527,"sznurek","wieszak do kwiatow","polish2"
23719,"cegła","ruszt do grilakrede","polish2"
23719,"puszka","jako popielniczkę","polish2"
23719,"puszka","kręgle do gry","polish2"
23719,"puszka","skarbonkę","polish2"
23719,"sznurek","bombki","polish2"
23719,"sznurek","bransoletki","polish2"
23719,"sznurek","zrobienie abażuru","polish2"
24474,"cegła","do rzucania","polish2"
24474,"puszka","jako cel do strzelania  z wiatrówki","polish2"
24474,"sznurek","do wyznaczania lini","polish2"
24978,"cegła","barwnik czewrony","polish1"
24978,"cegła","budulec","polish1"
24978,"cegła","ciężary do boodybudlingu","polish1"
24978,"cegła","element dekoracyjny,","polish1"
24978,"cegła","jako podkladkę pod koło,","polish1"
24978,"cegła","maskowanie","polish1"
24978,"cegła","mlotek","polish1"
24978,"cegła","narzedzie do pieczatkowania","polish1"
24978,"cegła","odważnik,","polish1"
24978,"cegła","polowanie","polish1"
24978,"cegła","rozbijanie orzechow","polish1"
24978,"cegła","tworzywo rzeźbiarskie,","polish1"
24978,"puszka","blacha","polish1"
24978,"puszka","grzechotka","polish1"
24978,"puszka","instrumet muzyczny","polish1"
24978,"puszka","konefka","polish1"
24978,"puszka","ploszenie ptaków","polish1"
24978,"puszka","pojemnik,","polish1"
24978,"puszka","szklanka","polish1"
24978,"puszka","tasma mocujaca","polish1"
24978,"puszka","tłumik","polish1"
25040,"cegła","do siedzenia","polish1"
25040,"cegła","jako młotek do wbijania gwoździ","polish1"
25040,"cegła","jako podstawka pod kubek,","polish1"
25040,"puszka","do dekoracji","polish1"
25040,"puszka","do kopania","polish1"
25040,"puszka","do ozdoby okna","polish1"
25040,"puszka","do zabawy","polish1"
25040,"puszka","jako kubek do napojów","polish1"
25040,"puszka","jako pojemnik na długopisy","polish1"
25040,"puszka","jako pojemnik na kredki","polish1"
25040,"puszka","jako wazonik do kwiatów","polish1"
25040,"puszka","użyć jako kręgli","polish1"
25040,"puszka","zawiesić na sznurku","polish1"
25281,"cegła","podstawka pod kwiaty","polish2"
25281,"puszka","ozdoba samochodu nowożeńców","polish2"
25281,"sznurek","naszyjnik","polish2"
25567,"cegła","Blokada do drzwi i okien","polish1"
25567,"cegła","Doskonały przyrząd rokoszowo/rewolucyjny","polish1"
25567,"cegła","Narzędzie rozwiązywania konfliktów interpersonalnych","polish1"
25567,"cegła","Po prostu postawić cegłę na półce między zdjęciami - niech znajomi się domyślają co to za dzieło sztuki nowoczesnej.","polish1"
25567,"cegła","Podkładka pod myszkę","polish1"
25567,"cegła","Podnóżek","polish1"
25567,"cegła","Uniwersalny otwieracz do szyb","polish1"
25567,"puszka","Do zarobku - masa aluminium","polish1"
25567,"puszka","podkładka pod świeczki","polish1"
25567,"puszka","Wazon,","polish1"
25567,"puszka","Z puszki można wykonać zewnętrzne ściany prowizorycznej kuchenki polowej","polish1"
25567,"puszka","Z puszki można zrobić dodatkowe oświetlenie","polish1"
25933,"cegła","można zrobić kwietnik  można ją rzucać w dal  zrobić ciężarki do podnoszenia","polish2"
25933,"puszka","wstawić w nią kwiaty","polish2"
