"ID","prompt","response","set","lab","rater1","rater2"
2,"borsa","la fibra potrebbe essere il lucchetto di una bicicletta",17,10,4,3
2,"borsa","sacca da sedersi",17,10,2,3
2,"borsa","tessuto per un capo da indossare",17,10,2,2
2,"botte","copricapo",17,10,3,3
2,"botte","oggetto d'arredo",17,10,2,2
2,"botte","sedia",17,10,2,2
2,"botte","tavolo da bar",17,10,2,2
2,"Bottiglia di plastica","albero",16,10,2,2
2,"Bottiglia di plastica","clessidra",16,10,3,3
2,"Bottiglia di plastica","fiori",16,10,2,2
2,"Bottiglia di plastica","lampadari",16,10,2,2
2,"Bottiglia di plastica","lampade",16,10,2,2
2,"Bottiglia di plastica","macchina",16,10,3,3
2,"Bottiglia di plastica","machina",16,10,3,3
2,"Bottiglia di plastica","palline",16,10,2,2
2,"Bottiglia di plastica","peso",16,10,2,2
2,"bottiglietta","bracciale",17,10,3,3
2,"bottiglietta","decorazione d'arredo",17,10,2,2
2,"bottiglietta","gioco per cani",17,10,2,2
2,"bottiglietta","il tappo potrebbe diventare un anello",17,10,2,2
2,"bottiglietta","posacenere (la parte inferiore)",17,10,2,2
2,"cappello","ciotola per cio",17,10,2,2
2,"cappello","gioco",17,10,2,2
2,"cappello","oggetto artistico d'arredo",17,10,2,2
2,"cappello","scarpa",17,10,3,3
2,"cestino","copricapo",17,10,2,2
2,"cestino","creazione di gioielli intrecciati",17,10,4,3
2,"cestino","decorazioni",17,10,2,2
2,"cestino","hula-hop",17,10,4,4
2,"cestino","lettino",17,10,2,2
2,"cestino","tavolo",17,10,2,3
2,"coltello","appendi abiti",17,10,2,2
2,"cucchiaio","apribuste",17,10,2,3
2,"cucchiaio","orecchini",17,10,2,2
2,"graffetta","anello",17,10,2,2
2,"graffetta","apriconchiglia",17,10,3,3
2,"graffetta","arma letale",17,10,3,3
2,"graffetta","binocolo",17,10,3,3
2,"graffetta","bracciale",17,10,2,2
2,"graffetta","collana",17,10,2,2
2,"graffetta","fermaposto",17,10,2,3
2,"guanto","palloncino",17,10,2,2
2,"guanto","porta acqua (se il materiale è resistente)",17,10,2,2
2,"guanto","se si tagliano le cuciture delle dita, può diventare un capo d'abbigliamento per le bambole",17,10,3,3
2,"guanto","vaso per piante / anche appeso, come -> orto verticale",17,10,3,3
2,"lampadina","bicchiere piccolo",17,10,2,2
2,"lampadina","la parte inferiore può diventare un anello",17,10,3,3
2,"Lampadina","palline di Natale",16,10,2,2
2,"Lampadina","portapianta",16,10,2,2
2,"libro","astuccio",17,10,3,3
2,"libro","borsa",17,10,3,3
2,"libro","le pagine possono essere sostituite alla legna da buttare nel caminetto",17,10,2,2
2,"libro","portagioie",17,10,2,2
2,"libro","portamonete",17,10,2,2
2,"Libro","fermacarte",16,10,2,2
2,"Libro","livella",16,10,2,2
2,"Libro","portaoggetti",16,10,2,2
2,"Libro","righello",16,10,2,2
2,"martello","freno dei pattini",17,10,4,3
2,"martello","gioco per bambini (tipo i cavalli o animali da salire sopra)",17,10,3,3
2,"martello","peso da palestra",17,10,2,2
2,"martello","trascina persone quando si scia",17,10,4,3
2,"mattone","peso da lanciare (in atletica)",17,10,3,2
2,"mattone","sedia",17,10,2,2
2,"mattone","tavolo basso",17,10,2,3
2,"mattone","vaso per piante piccole (da inserire nei suoi buchi)",17,10,2,2
2,"Sedia","sgabello",16,10,2,2
2,"Sedia","tavolino",16,10,2,2
3,"accendino","anti stress",17,10,2,1
3,"accendino","tronco",17,10,3,3
3,"accetta","aiutarti a prendere un oggetto distante",17,10,2,3
3,"accetta","coltello",17,10,2,2
3,"appendino","appendere collane",17,10,2,2
3,"appendino","per giocare",17,10,2,2
3,"appendino","usato per esercizi di ginnastica",17,10,2,3
3,"aspirapolvere","antistress",17,10,3,3
3,"aspirapolvere","appendi abito",17,10,3,3
3,"aspirapolvere","può essere usata per una gara di corsa",17,10,4,4
3,"aspirapolvere","sedia",17,10,2,2
3,"aspirapolvere","tubo",17,10,2,2
3,"Attaccapanni","antenna",16,10,4,5
3,"banana","disegnare un sorriso",17,10,2,2
3,"banana","per acconciature dei capelli",17,10,3,3
3,"banana","porta chiave",17,10,3,3
3,"barattolo","contenitore per liquido",17,10,2,1
3,"barattolo","porta penne",17,10,2,2
3,"barattolo","può essere usato come strumento dietro au un veicolo",17,10,2,2
3,"barattolo","rialzo",17,10,2,3
3,"barattolo","tazza",17,10,2,2
3,"barattolo","vaso",17,10,2,2
3,"Barile","portapiante",16,10,2,2
3,"Barile","soprammobile",16,10,2,2
3,"Barile","tavolo",16,10,2,2
3,"bicicletta","campanello",17,10,1,3
3,"bicicletta","con la sua lucina davanti può essere usata come palo della luce",17,10,3,3
3,"bicicletta","panchina",17,10,2,2
3,"bicicletta","se rialzata da qualcosa può indicare in quale parte soffia il vento",17,10,4,4
3,"borsa","cestino per una bicicletta",17,10,3,3
3,"borsa","contenitore della spazzatura",17,10,2,2
3,"borsa","cuscino",17,10,2,2
3,"botte","cassa",17,10,2,3
3,"botte","comodino",17,10,2,2
3,"botte","ruota",17,10,2,2
3,"botte","sedia",17,10,2,2
3,"botte","tamburo",17,10,2,3
3,"botte","tavolo",17,10,2,2
3,"Bottiglia di plastica","contenitore",16,10,2,2
3,"Bottiglia di plastica","dama realizzata con i tappi",16,10,4,4
3,"Bottiglia di plastica","gioco per il cane",16,10,2,2
3,"Bottiglia di plastica","imbuto",16,10,2,2
3,"Bottiglia di plastica","lampada riempiendola di gesso bianco",16,10,4,2
3,"Bottiglia di plastica","portapianta grassa pensile",16,10,3,2
3,"Bottiglia di plastica","realizzare fiori",16,10,2,2
3,"bottiglietta","per giocare a baseball",17,10,3,3
3,"bottiglietta","porta bracciali",17,10,3,2
3,"bottiglietta","usata dai giocolieri come oggetto di gioco",17,10,2,2
3,"cappello","contenitore",17,10,2,2
3,"cappello","freesbe",17,10,2,2
3,"cappello","vassoio",17,10,2,2
3,"cestino","altalena",17,10,2,2
3,"cestino","borsa",17,10,2,2
3,"cestino","culla",17,10,2,2
3,"cestino","porta ombrelli",17,10,2,1
3,"cestino","scarpiera",17,10,2,2
3,"cestino","se si rovescia può essere usato come appoggia abiti/asciugamani",17,10,3,2
3,"cestino","vaso",17,10,2,2
3,"coltello","arma",17,10,1,2
3,"coltello","forbici",17,10,2,2
3,"coltello","se si usa al contrario può essere segno di riconoscimento, magari affiancato da un'etichetta",17,10,4,3
3,"coltello","segna libro",17,10,2,2
3,"cucchiaio","appendi quadro",17,10,3,3
3,"cucchiaio","usato come bilancia in base ai gr che riesce a contenere",17,10,2,2
3,"cucchiaio","usato come forma di trucco per l'occhio",17,10,3,2
3,"graffetta","se viene sformato può essere usato come blocco di una porta per non farla chiudere bene",17,10,3,2
3,"graffetta","usare come ciondolo di una collana/orecchino/bracciale",17,10,2,2
3,"guanto","porta anelli (recipiente/contenitore)",17,10,3,2
3,"guanto","pulire",17,10,1,1
3,"guanto","sotto piede per quando passi il mocio/straccio",17,10,3,3
3,"guanto","sottopentola",17,10,2,2
3,"lampadina","luce",17,10,1,1
3,"lampadina","palla per albero di Natale",17,10,2,2
3,"lampadina","porta penne",17,10,2,2
3,"lampadina","sopramobile/arredo",17,10,2,2
3,"Lampadina","colorarla per fare un soprammobile",16,10,2,2
3,"libro","appoggia computer per non surriscaldarlo",17,10,3,2
3,"libro","coprisole",17,10,2,2
3,"libro","quadro",17,10,2,3
3,"libro","righello",17,10,2,2
3,"libro","scala/gradino",17,10,2,2
3,"Libro","istruzione e informazione",16,10,1,1
3,"Libro","quadri con immagini contenute nel libro",16,10,3,4
3,"Libro","regalo",16,10,2,2
3,"martello","appoggia libri",17,10,2,3
3,"martello","auto difesa",17,10,2,2
3,"martello","mestolo",17,10,2,2
3,"martello","oggetto per arrampicata",17,10,3,3
3,"mattone","appoggia testa",17,10,2,2
3,"mattone","coltivare piantine",17,10,2,2
3,"mattone","gradino",17,10,2,2
3,"mattone","oggetto di difesa",17,10,2,2
3,"mattone","pesi per la palestra",17,10,2,2
3,"Sedia","sgabello",16,10,2,2
3,"Sedia","verniciarle per cambiare colore",16,10,2,3
4,"accendino","candela",17,10,2,2
4,"accendino","schiaccia noci",17,10,2,3
4,"accendino","stappa bottiglie",17,10,2,2
4,"accetta","coltello",17,10,2,2
4,"accetta","paletta",17,10,2,2
4,"appendino","mensola",17,10,2,2
4,"appendino","mobile portachiavi",17,10,2,3
4,"appendino","porta vaso per piante pensili",17,10,3,3
4,"aspirapolvere","carrellino",17,10,2,2
4,"aspirapolvere","scaldino",17,10,3,2
4,"aspirapolvere","spara coriandoli",17,10,3,3
4,"Attaccapanni","attaccare su una stampa",16,10,3,3
4,"Attaccapanni","gioco da parete",16,10,3,3
4,"Attaccapanni","portamollette da biancheria",16,10,2,3
4,"banana",NA,17,10,NA,NA
4,"barattolo","canestro",17,10,2,2
4,"barattolo","cappello",17,10,2,2
4,"barattolo","portapenne",17,10,2,2
4,"barattolo","scolapasta",17,10,3,3
4,"barattolo","stampinotaglia carta",17,10,3,3
4,"Barile","fioriera",16,10,2,2
4,"Barile","oggettodaesporre",16,10,2,2
4,"Barile","portabottiglie",16,10,2,2
4,"Barile","sedile/sedia",16,10,2,2
4,"Barile","tavolo",16,10,2,2
4,"bicicletta","ventilatore",17,10,3,2
4,"borsa","cappello",17,10,2,2
4,"borsa","peso",17,10,2,2
4,"botte","strumento musicale a percussione",17,10,2,2
4,"botte","tavolo",17,10,2,2
4,"Bottiglia di plastica","lancio della bottiglia su cestino",16,10,3,2
4,"Bottiglia di plastica","poggiatesta se piena",16,10,3,2
4,"Bottiglia di plastica","riuso",16,10,2,2
4,"Bottiglia di plastica","tappo per creare oggetti",16,10,3,3
4,"Bottiglia di plastica","tiro alla bottiglia",16,10,3,4
4,"bottiglietta","imbuto",17,10,2,2
4,"bottiglietta","innaffiatoio",17,10,2,2
4,"bottiglietta","misurino",17,10,2,3
4,"bottiglietta","pesocolino",17,10,3,2
4,"cappello","cestino",17,10,2,2
4,"cappello","decorazione da parete",17,10,2,2
4,"cappello","svuotatasche",17,10,2,2
4,"cestino","cappello",17,10,2,2
4,"cestino","cuccia per il cane",17,10,2,2
4,"cestino","fruttiera",17,10,2,1
4,"cestino","montacarichi",17,10,2,2
4,"coltello","forchetta",17,10,3,2
4,"coltello","specchio",17,10,2,2
4,"cucchiaio","bracciale",17,10,2,2
4,"cucchiaio","catapulta",17,10,3,2
4,"cucchiaio","paletta",17,10,2,2
4,"cucchiaio","sonaglio",17,10,3,3
4,"cucchiaio","specchio",17,10,2,2
4,"graffetta","bottone",17,10,2,2
4,"graffetta","forcina",17,10,2,2
4,"graffetta","orecchino",17,10,2,2
4,"graffetta","portachiavi",17,10,2,2
4,"guanto","presina",17,10,1,2
4,"guanto","sacchetto",17,10,2,2
4,"guanto","ventaglio",17,10,2,2
4,"lampadina","marionetta",17,10,3,3
4,"Lampadina","usocomune",16,10,1,2
4,"libro","fermacarte",17,10,2,2
4,"libro","gradino",17,10,2,2
4,"Libro","custodia per appunti importanti",16,10,2,2
4,"Libro","fermaporta finestra",16,10,2,3
4,"Libro","poggiatesta",16,10,3,3
4,"Libro","portafotografie",16,10,2,2
4,"Libro","spessore per proiettore",16,10,2,2
4,"Libro","spessore per tavolo",16,10,2,2
4,"martello","mattarello",17,10,2,3
4,"martello","stampino",17,10,2,3
4,"mattone","lima",17,10,2,3
4,"mattone","pedana",17,10,2,3
4,"mattone","portapenne",17,10,2,2
4,"Sedia","fermaporta",16,10,2,2
4,"Sedia","poggiapiedi",16,10,2,2
4,"Sedia","portalibri sullo schienale",16,10,2,2
4,"Sedia","portaoggetti",16,10,2,2
4,"Sedia","scaletto",16,10,2,2
5,"accendino",NA,17,10,NA,NA
5,"accetta","metterla in giradino a forma di ""L""",17,10,3,2
5,"accetta","ornamento",17,10,2,2
5,"accetta","scrivere una parola con altri oggetti",17,10,4,4
5,"appendino","appendi foto",17,10,2,2
5,"appendino","arco",17,10,3,3
5,"appendino","gancio ""capitan uncino"" a carnevale",17,10,2,2
5,"aspirapolvere","robot per bambini",17,10,3,2
5,"Attaccapanni","appendere giacca",16,10,1,1
5,"Attaccapanni","appendere pantalone",16,10,1,1
5,"Attaccapanni","buttarla dietro alla moglie",16,10,4,3
5,"Attaccapanni","maglione",16,10,1,1
5,"Attaccapanni","mettere camice",16,10,1,1
5,"Attaccapanni","per scavare nel terreno del giardino",16,10,4,4
5,"Attaccapanni","portarla in viaggio",16,10,2,2
5,"Attaccapanni","romperla e usare i pezzi per altro bisogno",16,10,2,2
5,"Attaccapanni","souvenir da appendere ai muri togliendo la parte in metallo",16,10,2,3
5,"Attaccapanni","tenerla nell'armadio",16,10,1,2
5,"Attaccapanni","tenerle pulite",16,10,1,2
5,"banana","anatra, disegnando un puntino nero",17,10,4,4
5,"banana","pistola giocattolo",17,10,2,2
5,"banana","ponte in una torta",17,10,3,3
5,"barattolo","porta mestoli o stoviglie",17,10,2,2
5,"barattolo","porta penne/pennarelli",17,10,2,2
5,"barattolo","rimbombo del suono (megafono)",17,10,3,3
5,"Barile","abbellimento cantina",16,10,2,2
5,"Barile","chiodi con martello sui cerchi",16,10,3,3
5,"Barile","farla rotolare per divertimento",16,10,2,2
5,"Barile","giocare i nipotini facendo salti",16,10,3,2
5,"Barile","lucidarla cambiare colore",16,10,2,2
5,"Barile","metterci del vino",16,10,1,1
5,"Barile","sgabelli intorno",16,10,2,2
5,"Barile","tavolo da snack",16,10,3,2
5,"Barile","usarla come arma",16,10,2,2
5,"bicicletta","carrello portatile mettendoci sopra una tavola di legno o altro che faccia da appoggio",17,10,3,3
5,"bicicletta","mettendola in verticale, usare i pedali come attrezzo per allenare i muscoli delle braccia",17,10,4,4
5,"borsa","copricapo in situazioni di emrgenza se è vuota",17,10,2,2
5,"borsa","culla per animali di piccola taglia",17,10,2,2
5,"borsa","cuscino",17,10,2,2
5,"botte","bateria per suono",17,10,3,3
5,"botte","sgabello",17,10,2,2
5,"botte","tavolino",17,10,2,3
5,"Bottiglia di plastica","collezionarle",16,10,2,2
5,"Bottiglia di plastica","contenitore di bevande sfuse",16,10,1,1
5,"Bottiglia di plastica","metterci detersivo",16,10,2,2
5,"Bottiglia di plastica","metterci l'orzata",16,10,2,2
5,"Bottiglia di plastica","metterla nel contenitore plastica",16,10,2,2
5,"Bottiglia di plastica","metterle nello zainetto per la scuola",16,10,2,2
5,"bottiglietta","come peso e contrappeso",17,10,2,2
5,"cappello","canestro, bucandolo",17,10,3,3
5,"cappello","cestino per la frutta o oggetti (capovolto)",17,10,2,2
5,"cestino","colla per bimbo",17,10,2,3
5,"cestino","elmetto gigante",17,10,3,3
5,"cestino","guscio da tartaruga",17,10,4,4
5,"coltello","per arrampicarsi",17,10,3,2
5,"cucchiaio","asticelle del pendolo",17,10,3,3
5,"cucchiaio","fionda",17,10,3,2
5,"cucchiaio","paletta",17,10,2,2
5,"cucchiaio","specchio deformante",17,10,3,2
5,"graffetta","anello, piegandolo",17,10,2,2
5,"graffetta","ferretto per capelli",17,10,2,2
5,"guanto","contenitore",17,10,2,2
5,"guanto","cresta da gallo",17,10,2,2
5,"guanto","saccapoche, bucando un dito",17,10,4,3
5,"lampadina","mini mongolfiera",17,10,4,2
5,"lampadina","parte superiore di un microfono",17,10,3,3
5,"Lampadina","creare un lampadario senza accenderle",16,10,2,2
5,"Lampadina","farne una scorta",16,10,2,2
5,"Lampadina","illuminare una stanza",16,10,1,1
5,"Lampadina","romperle quando non funzionano più",16,10,2,2
5,"libro","base di appoggio",17,10,2,2
5,"libro","rialzo",17,10,2,2
5,"Libro","comprare enciclopedie",16,10,2,2
5,"Libro","consigliarlo",16,10,2,2
5,"Libro","darlo in testa a qualcuno",16,10,2,3
5,"Libro","leggere",16,10,1,1
5,"Libro","modificare la rilegatura e la copertina",16,10,3,3
5,"Libro","prestarlo",16,10,2,2
5,"Libro","tenerlo in biblioteca",16,10,1,2
5,"Libro","vedere le novità",16,10,2,1
5,"martello",NA,17,10,NA,NA
5,"mattone","piantare semi",17,10,2,2
5,"mattone","porta penne",17,10,2,2
5,"Sedia","cambiare colore",16,10,2,2
5,"Sedia","metterle intorno al tavolo se sono belle",16,10,2,2
5,"Sedia","modificarle ogni 2 anni",16,10,2,3
5,"Sedia","se sono vecchie romperle e metterle al fuoco",16,10,2,2
5,"Sedia","sono belle in pelle",16,10,1,1
6,"accendino","accendere i fornelli",17,10,1,1
6,"accendino","accendere la sigaretta",17,10,1,1
6,"accendino","accendere le candele",17,10,1,1
6,"accendino","bruciare del legno",17,10,1,1
6,"accendino","bruciare un foglio",17,10,1,1
6,"accendino","illuminare",17,10,1,2
6,"accendino","produrre fuoco",17,10,1,1
6,"accetta","ferire qualcuno",17,10,2,2
6,"accetta","rompere recipienti in plastica e in legno",17,10,2,2
6,"accetta","tagliare gli alberi",17,10,1,1
6,"accetta","tagliare il collo delle gallina",17,10,2,2
6,"accetta","tagliare la carne al macello",17,10,1,2
6,"accetta","tagliare la legna",17,10,1,1
6,"appendino","afferrare un oggetto più in alto",17,10,2,2
6,"appendino","appendere vestiti",17,10,1,2
6,"aspirapolvere","aprirare le briciole",17,10,1,1
6,"aspirapolvere","pulire i peli degli animali domestici",17,10,1,1
6,"aspirapolvere","pulire la casa dalla polvere",17,10,1,1
6,"aspirapolvere","pulire la macchina",17,10,1,1
6,"aspirapolvere","pulire le strade",17,10,1,1
6,"Attaccapanni","altalena",16,10,3,4
6,"Attaccapanni","cavallo a dondolo",16,10,5,4
6,"Attaccapanni","giostrina",16,10,4,3
6,"Attaccapanni","lampadario",16,10,2,2
6,"Attaccapanni","porta cravatte",16,10,1,1
6,"Attaccapanni","scaldaletto a brace",16,10,4,5
6,"Attaccapanni","tiracavi",16,10,3,3
6,"banana","aumentare gli zuccheri nel corpo",17,10,1,1
6,"banana","dare da mangiare ad una scimmia",17,10,1,2
6,"banana","far scivolare qualcuno",17,10,2,2
6,"banana","fornirci energia",17,10,1,1
6,"banana","prendere potassio",17,10,1,1
6,"barattolo","per contenere birra",17,10,1,1
6,"barattolo","per contenere fagioli",17,10,1,1
6,"barattolo","per contenere tonno",17,10,1,1
6,"barattolo","per creare il gioco del tiro con la pistola a piombini",17,10,3,2
6,"barattolo","per creare un rumore",17,10,2,2
6,"barattolo","per crearsi un piano di un fornello",17,10,3,3
6,"barattolo","per far rotolare un corpo",17,10,3,2
6,"barattolo","per tagliare",17,10,2,2
6,"Barile","farci un lampadario",16,10,3,3
6,"Barile","galleggiare sull'acqua",16,10,2,2
6,"Barile","invecchiare vino",16,10,1,1
6,"Barile","porta oggetti",16,10,2,2
6,"Barile","riempire d'acqua",16,10,1,1
6,"Barile","rotolare in una discesa",16,10,2,2
6,"Barile","rotolare in una salita",16,10,2,2
6,"Barile","sedia",16,10,2,2
6,"Barile","sportsollevandola",16,10,3,2
6,"Barile","tavolino",16,10,2,2
6,"bicicletta","mezzo di trasporto",17,10,1,1
6,"bicicletta","per bruciare calorie",17,10,1,2
6,"bicicletta","per fare sport",17,10,1,2
6,"bicicletta","per fare un giro",17,10,1,1
6,"bicicletta","per non inquinare",17,10,2,2
6,"bicicletta","trasportare oggetti",17,10,2,2
6,"borsa","per contenere cibo",17,10,1,1
6,"borsa","per contenere oggetti",17,10,1,1
6,"borsa","per essere alla moda",17,10,1,1
6,"borsa","per risparmiare spazio",17,10,2,1
6,"borsa","per sostenere meglio il peso da portar dietro",17,10,2,1
6,"botte","per contenere aceto",17,10,1,1
6,"botte","per contenere vino",17,10,1,1
6,"botte","per far fermentare il vino",17,10,1,1
6,"botte","per prendere qualcosa in alto dove non si arriva",17,10,2,2
6,"Bottiglia di plastica","decorare",16,10,2,2
6,"Bottiglia di plastica","facendo un foro può diventare una cascata",16,10,3,4
6,"Bottiglia di plastica","farci dei fiori con il fondo",16,10,2,2
6,"Bottiglia di plastica","macchinina mettendo le ruote",16,10,4,3
6,"Bottiglia di plastica","portacenere",16,10,2,2
6,"Bottiglia di plastica","portasapone",16,10,2,2
6,"Bottiglia di plastica","portaspazzolini",16,10,2,2
6,"Bottiglia di plastica","riempire di terre colorate",16,10,3,2
6,"Bottiglia di plastica","sottomarino",16,10,4,4
6,"Bottiglia di plastica","un faro",16,10,3,4
6,"Bottiglia di plastica","una lampada",16,10,2,2
6,"bottiglietta","contenere liquidi",17,10,1,1
6,"bottiglietta","per idratarsi",17,10,1,1
6,"bottiglietta","per impedire di bagnare altri recipienti",17,10,3,2
6,"bottiglietta","per trasportare acqua e vari liquidi",17,10,1,1
6,"cappello","per contenere oggetti",17,10,2,2
6,"cappello","per coprirsi dal sole",17,10,1,1
6,"cappello","per coprirsi dalla pioggia",17,10,1,1
6,"cappello","per essere più belli",17,10,2,2
6,"cappello","per non sentire freddo",17,10,2,1
6,"cappello","per raccogliere monete",17,10,2,2
6,"cestino","per contenere oggetti",17,10,1,1
6,"cestino","per raccogliere i panni",17,10,1,1
6,"cestino","per raccogliere la frutta",17,10,1,1
6,"cestino","per ripararsi dalla pioggia",17,10,2,2
6,"cestino","per trasportare oggetti",17,10,1,1
6,"coltello","per aprire contenitori",17,10,2,2
6,"coltello","per difendersi da malintenzionati",17,10,1,1
6,"coltello","per infilzare la carne",17,10,2,1
6,"coltello","per lavorare nel circo",17,10,2,3
