"ID","prompt","response","set"
20,"ladrillo","romper o destruir","spanish1"
21,"ladrillo","pisa papeles","spanish1"
21,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
21,"ladrillo","arma defensa","spanish1"
21,"ladrillo","pesas deporte","spanish1"
21,"ladrillo","lego","spanish1"
21,"ladrillo","soporte o base","spanish1"
21,"ladrillo","decoraciÃ³n jardÃ­n","spanish1"
21,"ladrillo","asientos","spanish1"
22,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
22,"ladrillo","mesas","spanish1"
22,"ladrillo","soporte o base","spanish1"
23,"ladrillo","construir inmuebles","spanish1"
23,"ladrillo","mesas","spanish1"
23,"ladrillo","asientos","spanish1"
23,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
23,"ladrillo","muros o paredes","spanish1"
23,"ladrillo","hornos","spanish1"
23,"ladrillo","ocultar","spanish1"
23,"ladrillo","delimitar superficies","spanish1"
23,"ladrillo","escaleras o escalones","spanish1"
24,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
24,"ladrillo","escaleras o escalones","spanish1"
24,"ladrillo","equilibrar o balancear","spanish1"
24,"ladrillo","delimitar superficies","spanish1"
24,"ladrillo","soporte o base","spanish1"
25,"ladrillo","construir inmuebles","spanish1"
25,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
25,"ladrillo","soporte o base","spanish1"
26,"ladrillo","construir inmuebles","spanish1"
26,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
26,"ladrillo","soporte o base","spanish1"
26,"ladrillo","escaleras o escalones","spanish1"
27,"ladrillo","construir inmuebles","spanish1"
27,"ladrillo","arma defensa","spanish1"
27,"ladrillo","soporte o base","spanish1"
27,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
27,"ladrillo","banquetas","spanish1"
27,"ladrillo","pisos","spanish1"
27,"ladrillo","camas o cunas","spanish1"
27,"ladrillo","asientos","spanish1"
27,"ladrillo","muros o paredes","spanish1"
27,"ladrillo","mesas","spanish1"
28,"ladrillo","construir inmuebles","spanish1"
28,"ladrillo","bardas","spanish1"
28,"ladrillo","asientos","spanish1"
28,"ladrillo","chimeneas","spanish1"
28,"ladrillo","hornos","spanish1"
28,"ladrillo","tÃºneles","spanish1"
28,"ladrillo","puentes","spanish1"
28,"ladrillo","romper o destruir","spanish1"
28,"ladrillo","equilibrar o balancear","spanish1"
29,"ladrillo","pisa papeles","spanish1"
29,"ladrillo","soporte o base","spanish1"
29,"ladrillo","pesas deporte","spanish1"
29,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
29,"ladrillo","asientos","spanish1"
29,"ladrillo","equilibrar o balancear","spanish1"
30,"ladrillo","construir inmuebles","spanish1"
30,"ladrillo","arma defensa","spanish1"
30,"ladrillo","arcilla","spanish1"
30,"ladrillo","pesas deporte","spanish1"
30,"ladrillo","escribir","spanish1"
30,"ladrillo","porterÃ­a","spanish1"
30,"ladrillo","caminos o calles","spanish1"
30,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
30,"ladrillo","asientos","spanish1"
30,"ladrillo","delimitar superficies","spanish1"
30,"ladrillo","escaleras o escalones","spanish1"
30,"ladrillo","esculturas","spanish1"
30,"ladrillo","juegos o juguetes","spanish1"
30,"ladrillo","romper o destruir","spanish1"
30,"ladrillo","soporte o base","spanish1"
31,"ladrillo","construir inmuebles","spanish1"
31,"ladrillo","soporte o base","spanish1"
31,"ladrillo","bardas","spanish1"
31,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
31,"ladrillo","muros o paredes","spanish1"
31,"ladrillo","esculturas","spanish1"
31,"ladrillo","juegos o juguetes","spanish1"
31,"ladrillo","delimitar superficies","spanish1"
32,"ladrillo","construir inmuebles","spanish1"
32,"ladrillo","arma defensa","spanish1"
32,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
32,"ladrillo","muros o paredes","spanish1"
32,"ladrillo","pintar o dibujar","spanish1"
32,"ladrillo","equilibrar o balancear","spanish1"
32,"ladrillo","soporte o base","spanish1"
33,"ladrillo","construir inmuebles","spanish1"
33,"ladrillo","herramienta","spanish1"
33,"ladrillo","escaleras o escalones","spanish1"
33,"ladrillo","esculturas","spanish1"
33,"ladrillo","pintar o dibujar","spanish1"
33,"ladrillo","delimitar superficies","spanish1"
33,"ladrillo","arcilla","spanish1"
34,"ladrillo","pesas deporte","spanish1"
34,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
34,"ladrillo","pisos","spanish1"
34,"ladrillo","regalo","spanish1"
34,"ladrillo","decoraciÃ³n","spanish1"
34,"ladrillo","ocultar","spanish1"
34,"ladrillo","soporte o base","spanish1"
35,"ladrillo","construir inmuebles","spanish1"
35,"ladrillo","albercas","spanish1"
35,"ladrillo","soporte o base","spanish1"
35,"ladrillo","banquetas","spanish1"
35,"ladrillo","esculturas","spanish1"
35,"ladrillo","juegos o juguetes","spanish1"
35,"ladrillo","bardas","spanish1"
35,"ladrillo","pisos","spanish1"
35,"ladrillo","muebles","spanish1"
35,"ladrillo","chimeneas","spanish1"
35,"ladrillo","camas o cunas","spanish1"
35,"ladrillo","baÃ±os y accesorios de baÃ±o","spanish1"
35,"ladrillo","asientos","spanish1"
35,"ladrillo","cajones clÃ³set","spanish1"
35,"ladrillo","escaleras o escalones","spanish1"
36,"ladrillo","construir inmuebles","spanish1"
36,"ladrillo","pisa papeles","spanish1"
36,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
36,"ladrillo","decoraciÃ³n jardÃ­n","spanish1"
36,"ladrillo","equilibrar o balancear","spanish1"
36,"ladrillo","soporte o base","spanish1"
37,"ladrillo","construir inmuebles","spanish1"
37,"ladrillo","pisa papeles","spanish1"
37,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
37,"ladrillo","escaleras o escalones","spanish1"
37,"ladrillo","escribir","spanish1"
37,"ladrillo","romper o destruir","spanish1"
38,"ladrillo","construir inmuebles","spanish1"
38,"ladrillo","herramienta","spanish1"
38,"ladrillo","decoraciÃ³n","spanish1"
38,"ladrillo","pintar o dibujar","spanish1"
38,"ladrillo","juegos o juguetes","spanish1"
39,"ladrillo","construir inmuebles","spanish1"
39,"ladrillo","recurso didÃ¡ctico aprendizaje","spanish1"
40,"ladrillo","construir inmuebles","spanish1"
40,"ladrillo","escaleras o escalones","spanish1"
40,"ladrillo","decoraciÃ³n","spanish1"
40,"ladrillo","soporte o base","spanish1"
41,"ladrillo","asientos","spanish1"
41,"ladrillo","decoraciÃ³n jardÃ­n","spanish1"
41,"ladrillo","fogatas","spanish1"
41,"ladrillo","delimitar superficies","spanish1"
41,"ladrillo","soporte o base","spanish1"
42,"ladrillo","construir inmuebles","spanish1"
42,"ladrillo","arma defensa","spanish1"
42,"ladrillo","arcilla","spanish1"
42,"ladrillo","recurso didÃ¡ctico aprendizaje","spanish1"
42,"ladrillo","mesas","spanish1"
42,"ladrillo","asientos","spanish1"
42,"ladrillo","asador o parrilla","spanish1"
42,"ladrillo","esculturas","spanish1"
42,"ladrillo","pintar o dibujar","spanish1"
42,"ladrillo","fogatas","spanish1"
42,"ladrillo","delimitar superficies","spanish1"
42,"ladrillo","puertas","spanish1"
43,"ladrillo","construir inmuebles","spanish1"
43,"ladrillo","mesas","spanish1"
43,"ladrillo","bardas","spanish1"
43,"ladrillo","pisos","spanish1"
43,"ladrillo","esculturas","spanish1"
43,"ladrillo","decoraciÃ³n jardÃ­n","spanish1"
43,"ladrillo","equilibrar o balancear","spanish1"
43,"ladrillo","soporte o base","spanish1"
44,"ladrillo","arma defensa","spanish1"
44,"ladrillo","pesas deporte","spanish1"
44,"ladrillo","asientos","spanish1"
44,"ladrillo","herramienta","spanish1"
44,"ladrillo","escaleras o escalones","spanish1"
44,"ladrillo","juegos o juguetes","spanish1"
44,"ladrillo","caja fuerte","spanish1"
44,"ladrillo","soporte o base","spanish1"
45,"ladrillo","construir inmuebles","spanish1"
45,"ladrillo","pesas deporte","spanish1"
45,"ladrillo","herramienta","spanish1"
45,"ladrillo","escaleras o escalones","spanish1"
45,"ladrillo","plataforma","spanish1"
45,"ladrillo","equilibrar o balancear","spanish1"
45,"ladrillo","soporte o base","spanish1"
46,"ladrillo","construir inmuebles","spanish1"
46,"ladrillo","arma defensa","spanish1"
46,"ladrillo","pesas deporte","spanish1"
46,"ladrillo","asientos","spanish1"
46,"ladrillo","lego","spanish1"
46,"ladrillo","arcilla","spanish1"
46,"ladrillo","soporte o base","spanish1"
47,"ladrillo","construir inmuebles","spanish1"
47,"ladrillo","arma defensa","spanish1"
47,"ladrillo","pisa papeles","spanish1"
47,"ladrillo","pesas deporte","spanish1"
47,"ladrillo","mesas","spanish1"
47,"ladrillo","asientos","spanish1"
47,"ladrillo","herramienta","spanish1"
47,"ladrillo","escaleras o escalones","spanish1"
47,"ladrillo","caminos o calles","spanish1"
47,"ladrillo","fogatas","spanish1"
47,"ladrillo","arcilla","spanish1"
47,"ladrillo","escultura","spanish1"
48,"ladrillo","construir inmuebles","spanish1"
48,"ladrillo","arma defensa","spanish1"
48,"ladrillo","aislante de temperatura","spanish1"
48,"ladrillo","pesas deporte","spanish1"
48,"ladrillo","mesas","spanish1"
48,"ladrillo","asientos","spanish1"
48,"ladrillo","banquetas","spanish1"
48,"ladrillo","tÃºneles","spanish1"
48,"ladrillo","puentes","spanish1"
48,"ladrillo","hogueras","spanish1"
48,"ladrillo","almacenes","spanish1"
48,"ladrillo","soporte o base","spanish1"
49,"ladrillo","construir inmuebles","spanish1"
49,"ladrillo","decoraciÃ³n","spanish1"
49,"ladrillo","pisa papeles","spanish1"
49,"ladrillo","escribir","spanish1"
49,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
49,"ladrillo","polvo","spanish1"
50,"ladrillo","soporte o base","spanish1"
50,"ladrillo","muros o paredes","spanish1"
50,"ladrillo","pisa papeles","spanish1"
50,"ladrillo","pesas deporte","spanish1"
50,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
50,"ladrillo","fogatas","spanish1"
50,"ladrillo","romper o destruir","spanish1"
51,"ladrillo","construir inmuebles","spanish1"
51,"ladrillo","regla","spanish1"
51,"ladrillo","arma defensa","spanish1"
51,"ladrillo","pintar o dibujar","spanish1"
51,"ladrillo","escaleras o escalones","spanish1"
51,"ladrillo","decoraciÃ³n","spanish1"
52,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
52,"ladrillo","escaleras o escalones","spanish1"
53,"ladrillo","construir inmuebles","spanish1"
53,"ladrillo","pintar o dibujar","spanish1"
53,"ladrillo","fogatas","spanish1"
53,"ladrillo","muros o paredes","spanish1"
53,"ladrillo","pisa papeles","spanish1"
53,"ladrillo","escaleras o escalones","spanish1"
53,"ladrillo","soporte o base","spanish1"
53,"ladrillo","muebles","spanish1"
53,"ladrillo","pesas deporte","spanish1"
53,"ladrillo","escultura","spanish1"
54,"ladrillo","construir inmuebles","spanish1"
55,"ladrillo","construir inmuebles","spanish1"
55,"ladrillo","equilibrar o balancear","spanish1"
55,"ladrillo","soporte o base","spanish1"
56,"ladrillo","construir inmuebles","spanish1"
56,"ladrillo","asientos","spanish1"
56,"ladrillo","torres","spanish1"
56,"ladrillo","esculturas","spanish1"
56,"ladrillo","caminos o calles","spanish1"
56,"ladrillo","pintar o dibujar","spanish1"
57,"ladrillo","construir inmuebles","spanish1"
57,"ladrillo","pisa papeles","spanish1"
57,"ladrillo","ocultar","spanish1"
57,"ladrillo","mesas","spanish1"
57,"ladrillo","herramienta","spanish1"
57,"ladrillo","pintar o dibujar","spanish1"
57,"ladrillo","escaleras o escalones","spanish1"
57,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
57,"ladrillo","asientos","spanish1"
58,"ladrillo","construir inmuebles","spanish1"
58,"ladrillo","arma defensa","spanish1"
58,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
58,"ladrillo","escaleras o escalones","spanish1"
58,"ladrillo","asientos","spanish1"
58,"ladrillo","romper o destruir","spanish1"
58,"ladrillo","pisa papeles","spanish1"
58,"ladrillo","decoraciÃ³n","spanish1"
58,"ladrillo","escribir","spanish1"
58,"ladrillo","pintar o dibujar","spanish1"
58,"ladrillo","ocultar","spanish1"
59,"ladrillo","construir inmuebles","spanish1"
59,"ladrillo","escaleras o escalones","spanish1"
59,"ladrillo","mesas","spanish1"
59,"ladrillo","asientos","spanish1"
59,"ladrillo","equilibrar o balancear","spanish1"
59,"ladrillo","soporte o base","spanish1"
60,"ladrillo","construir inmuebles","spanish1"
60,"ladrillo","pesas deporte","spanish1"
60,"ladrillo","mesas","spanish1"
60,"ladrillo","asientos","spanish1"
60,"ladrillo","escaleras o escalones","spanish1"
60,"ladrillo","pisos","spanish1"
60,"ladrillo","bardas","spanish1"
60,"ladrillo","cancha de fÃºtbol","spanish1"
60,"ladrillo","arma defensa","spanish1"
61,"ladrillo","construir inmuebles","spanish1"
61,"ladrillo","pintar o dibujar","spanish1"
61,"ladrillo","arma defensa","spanish1"
61,"ladrillo","juegos o juguetes","spanish1"
61,"ladrillo","fogatas","spanish1"
61,"ladrillo","escaleras o escalones","spanish1"
61,"ladrillo","albercas","spanish1"
61,"ladrillo","caballerizas","spanish1"
61,"ladrillo","chimeneas","spanish1"
61,"ladrillo","asientos","spanish1"
61,"ladrillo","hornos","spanish1"
61,"ladrillo","pesas deporte","spanish1"
62,"ladrillo","aislante de temperatura","spanish1"
62,"ladrillo","ocultar","spanish1"
62,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
62,"ladrillo","asientos","spanish1"
62,"ladrillo","cancha de fÃºtbol","spanish1"
62,"ladrillo","escaleras o escalones","spanish1"
62,"ladrillo","soporte o base","spanish1"
62,"ladrillo","fogatas","spanish1"
63,"ladrillo","construir inmuebles","spanish1"
63,"ladrillo","bardas","spanish1"
63,"ladrillo","mesas","spanish1"
63,"ladrillo","hornos","spanish1"
63,"ladrillo","pisos","spanish1"
63,"ladrillo","escaleras o escalones","spanish1"
64,"ladrillo","construir inmuebles","spanish1"
64,"ladrillo","pesas deporte","spanish1"
64,"ladrillo","juegos o juguetes","spanish1"
64,"ladrillo","recurso didÃ¡ctico aprendizaje","spanish1"
64,"ladrillo","arma defensa","spanish1"
64,"ladrillo","lego","spanish1"
64,"ladrillo","equilibrar o balancear","spanish1"
64,"ladrillo","asientos","spanish1"
64,"ladrillo","escaleras o escalones","spanish1"
64,"ladrillo","soporte o base","spanish1"
64,"ladrillo","escribir","spanish1"
64,"ladrillo","pintar o dibujar","spanish1"
64,"ladrillo","romper o destruir","spanish1"
64,"ladrillo","moldear o aplanar","spanish1"
64,"ladrillo","decoraciÃ³n","spanish1"
65,"ladrillo","construir inmuebles","spanish1"
65,"ladrillo","muros o paredes","spanish1"
65,"ladrillo","pisos","spanish1"
65,"ladrillo","decoraciÃ³n","spanish1"
66,"ladrillo","construir inmuebles","spanish1"
66,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
66,"ladrillo","escaleras o escalones","spanish1"
66,"ladrillo","pintar o dibujar","spanish1"
66,"ladrillo","chimeneas","spanish1"
66,"ladrillo","hornos","spanish1"
66,"ladrillo","aislante de temperatura","spanish1"
67,"ladrillo","esculturas","spanish1"
67,"ladrillo","pintar o dibujar","spanish1"
68,"ladrillo","construir inmuebles","spanish1"
68,"ladrillo","pisa papeles","spanish1"
68,"ladrillo","esculturas","spanish1"
68,"ladrillo","escaleras o escalones","spanish1"
68,"ladrillo","recurso didÃ¡ctico aprendizaje","spanish1"
68,"ladrillo","cancha de fÃºtbol","spanish1"
68,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
68,"ladrillo","contrapeso","spanish1"
69,"ladrillo","construir inmuebles","spanish1"
69,"ladrillo","mesas","spanish1"
70,"ladrillo","escaleras o escalones","spanish1"
70,"ladrillo","pesas deporte","spanish1"
70,"ladrillo","pintar o dibujar","spanish1"
70,"ladrillo","soporte o base","spanish1"
70,"ladrillo","pisos","spanish1"
71,"ladrillo","construir inmuebles","spanish1"
71,"ladrillo","muros o paredes","spanish1"
71,"ladrillo","bardas","spanish1"
71,"ladrillo","mesas","spanish1"
72,"ladrillo","construir inmuebles","spanish1"
72,"ladrillo","pisos","spanish1"
73,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
73,"ladrillo","soporte o base","spanish1"
73,"ladrillo","asientos","spanish1"
73,"ladrillo","juegos o juguetes","spanish1"
74,"ladrillo","construir inmuebles","spanish1"
74,"ladrillo","pesas deporte","spanish1"
74,"ladrillo","soporte o base","spanish1"
74,"ladrillo","pisa papeles","spanish1"
74,"ladrillo","decoraciÃ³n","spanish1"
74,"ladrillo","pintar o dibujar","spanish1"
74,"ladrillo","arma defensa","spanish1"
74,"ladrillo","romper o destruir","spanish1"
74,"ladrillo","juegos o juguetes","spanish1"
74,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
75,"ladrillo","construir inmuebles","spanish1"
75,"ladrillo","fuentes","spanish1"
75,"ladrillo","bardas","spanish1"
75,"ladrillo","mesas","spanish1"
75,"ladrillo","asientos","spanish1"
75,"ladrillo","escultura","spanish1"
75,"ladrillo","decoraciÃ³n","spanish1"
75,"ladrillo","delimitar superficies","spanish1"
75,"ladrillo","pintar o dibujar","spanish1"
75,"ladrillo","muebles","spanish1"
76,"ladrillo","muros o paredes","spanish1"
76,"ladrillo","asientos","spanish1"
76,"ladrillo","hornos","spanish1"
76,"ladrillo","soporte o base","spanish1"
76,"ladrillo","escultura","spanish1"
76,"ladrillo","mesas","spanish1"
76,"ladrillo","pisa papeles","spanish1"
76,"ladrillo","fuentes","spanish1"
77,"ladrillo","construir inmuebles","spanish1"
77,"ladrillo","soporte o base","spanish1"
77,"ladrillo","mesas","spanish1"
77,"ladrillo","delimitar superficies","spanish1"
77,"ladrillo","escaleras o escalones","spanish1"
77,"ladrillo","muros o paredes","spanish1"
77,"ladrillo","muralla","spanish1"
77,"ladrillo","bardas","spanish1"
78,"ladrillo","construir inmuebles","spanish1"
78,"ladrillo","torres","spanish1"
78,"ladrillo","juegos o juguetes","spanish1"
78,"ladrillo","soporte o base","spanish1"
78,"ladrillo","cancha de fÃºtbol","spanish1"
79,"ladrillo","pisa papeles","spanish1"
79,"ladrillo","pintar o dibujar","spanish1"
79,"ladrillo","arma defensa","spanish1"
79,"ladrillo","soporte o base","spanish1"
79,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
79,"ladrillo","decoraciÃ³n","spanish1"
79,"ladrillo","caminos o calles","spanish1"
79,"ladrillo","escaleras o escalones","spanish1"
79,"ladrillo","calendario","spanish1"
79,"ladrillo","muebles","spanish1"
79,"ladrillo","equilibrar o balancear","spanish1"
79,"ladrillo","contrapeso","spanish1"
80,"ladrillo","exfoliante","spanish1"
80,"ladrillo","pesas deporte","spanish1"
80,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
80,"ladrillo","soporte o base","spanish1"
80,"ladrillo","equilibrar o balancear","spanish1"
81,"ladrillo","construir inmuebles","spanish1"
81,"ladrillo","moldear o aplanar","spanish1"
81,"ladrillo","asientos","spanish1"
81,"ladrillo","pintar o dibujar","spanish1"
81,"ladrillo","esculturas","spanish1"
81,"ladrillo","piedra","spanish1"
81,"ladrillo","arma defensa","spanish1"
81,"ladrillo","soporte o base","spanish1"
81,"ladrillo","escribir","spanish1"
82,"ladrillo","construir inmuebles","spanish1"
82,"ladrillo","mesas","spanish1"
82,"ladrillo","barras","spanish1"
82,"ladrillo","asientos","spanish1"
82,"ladrillo","decoraciÃ³n","spanish1"
82,"ladrillo","escaleras o escalones","spanish1"
82,"ladrillo","soporte o base","spanish1"
82,"ladrillo","muebles","spanish1"
83,"ladrillo","construir inmuebles","spanish1"
83,"ladrillo","muralla","spanish1"
83,"ladrillo","esculturas","spanish1"
84,"ladrillo","construir inmuebles","spanish1"
84,"ladrillo","escaleras o escalones","spanish1"
84,"ladrillo","torres","spanish1"
84,"ladrillo","esculturas","spanish1"
84,"ladrillo","pintar o dibujar","spanish1"
84,"ladrillo","calzado","spanish1"
84,"ladrillo","pisa papeles","spanish1"
84,"ladrillo","arma defensa","spanish1"
84,"ladrillo","puertas","spanish1"
84,"ladrillo","moldear o aplanar","spanish1"
84,"ladrillo","juegos o juguetes","spanish1"
84,"ladrillo","mesas","spanish1"
84,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
85,"ladrillo","construir inmuebles","spanish1"
85,"ladrillo","soporte o base","spanish1"
85,"ladrillo","pesas deporte","spanish1"
85,"ladrillo","mesas","spanish1"
85,"ladrillo","pintar o dibujar","spanish1"
85,"ladrillo","juegos o juguetes","spanish1"
85,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
86,"ladrillo","construir inmuebles","spanish1"
86,"ladrillo","fuentes","spanish1"
86,"ladrillo","escaleras o escalones","spanish1"
86,"ladrillo","decoraciÃ³n","spanish1"
86,"ladrillo","muros o paredes","spanish1"
86,"ladrillo","dividir o segmentar","spanish1"
86,"ladrillo","soporte o base","spanish1"
86,"ladrillo","romper o destruir","spanish1"
86,"ladrillo","decoraciÃ³n jardÃ­n","spanish1"
86,"ladrillo","albercas","spanish1"
87,"ladrillo","construir inmuebles","spanish1"
87,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
87,"ladrillo","mesas","spanish1"
87,"ladrillo","asientos","spanish1"
87,"ladrillo","platos","spanish1"
87,"ladrillo","escaleras o escalones","spanish1"
87,"ladrillo","pizarrÃ³n","spanish1"
87,"ladrillo","arma defensa","spanish1"
87,"ladrillo","pesas deporte","spanish1"
87,"ladrillo","bardas","spanish1"
88,"ladrillo","construir inmuebles","spanish1"
88,"ladrillo","escaleras o escalones","spanish1"
88,"ladrillo","fogatas","spanish1"
88,"ladrillo","esculturas","spanish1"
88,"ladrillo","caminos o calles","spanish1"
88,"ladrillo","asientos","spanish1"
89,"ladrillo","construir inmuebles","spanish1"
89,"ladrillo","soporte o base","spanish1"
89,"ladrillo","contrapeso","spanish1"
89,"ladrillo","muros o paredes","spanish1"
89,"ladrillo","calzado","spanish1"
89,"ladrillo","cocinar","spanish1"
89,"ladrillo","pesas deporte","spanish1"
89,"ladrillo","pisa papeles","spanish1"
89,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
89,"ladrillo","arma defensa","spanish1"
89,"ladrillo","pintar o dibujar","spanish1"
90,"ladrillo","construir inmuebles","spanish1"
90,"ladrillo","pesas deporte","spanish1"
90,"ladrillo","juegos o juguetes","spanish1"
90,"ladrillo","asientos","spanish1"
90,"ladrillo","arma defensa","spanish1"
90,"ladrillo","decoraciÃ³n","spanish1"
90,"ladrillo","pintar o dibujar","spanish1"
90,"ladrillo","obstÃ¡culo para detener, frenar o topar","spanish1"
90,"ladrillo","soporte o base","spanish1"
90,"ladrillo","equilibrar o balancear","spanish1"
