ID,prompt,response,set,lab,response_cleaned,rater1,rater2
255,vork,aflikken,4,3,aflikken,0,1
769,vork,aflikken,4,3,aflikken,0,1
775,vork,aflikken,4,3,aflikken,0,1
338,vork,iets afpeuteren,4,3,afpeuteren,3,2
224,vork,afschieten van dingen,4,3,afschieten dingen,3,3
355,vork,te gebruiken als aflsuiter van een zak chips,4,3,afsluiter zak chips,4,4
409,vork,afwas,4,3,afwas,4,1
347,vork,afwasborstel,4,3,afwasborstel,4,3
216,vork,afwasmachine,4,3,afwasmachine,4,1
552,vork,afwasmiddel,4,3,afwasmiddel,4,3
105,vork,afwassen,4,3,afwassen,4,1
166,vork,afwassen,4,3,afwassen,4,1
326,vork,afwassen,4,3,afwassen,4,1
347,vork,afwassen,4,3,afwassen,4,1
354,vork,afwassen,4,3,afwassen,4,1
366,vork,afwassen,4,3,afwassen,4,1
391,vork,afwassen,4,3,afwassen,4,1
400,vork,afwassen,4,3,afwassen,4,1
412,vork,afwassen,4,3,afwassen,4,1
552,vork,afwassen,4,3,afwassen,4,1
409,vork,afzuiger,4,3,afzuigen,0,0
183,vork,een akelig geluid maken,4,3,akelig geluid,0,3
347,vork,albert hein,4,3,Albert Hein,0,0
619,vork,alfabet,4,3,alfabet,0,0
214,vork,doen alsof het iets anders is,4,3,alsof anders,0,3
355,vork,als alternatief voor een lepel gebruiken,4,3,alternatief lepel,2,1
254,vork,aliminium,4,3,aluminium,0,0
490,vork,aluminium,4,3,aluminium,0,0
628,vork,ammunition,4,3,ammunition,0,3
272,vork,er een ander voorwerp van maken,4,3,ander voorwerp,0,2
287,vork,iets op een ander voorwerp duwen,4,3,ander voorwerp duwen,3,3
364,vork,antenne,4,3,antenne,4,5
169,vork,antiek,4,3,antiek,0,2
499,vork,apparaat resetten door zn klein gat dingetje,4,3,apparaat resetten klein gat dingetje,3,3
496,vork,appetizer,4,3,appetizer,0,1
131,vork,ariel,4,3,AriÌÇl,0,NA
335,vork,je arm verlengen om ergens bij te kunnen,4,3,arm verlengen ergens,0,2
238,vork,armband,4,3,armband,4,4
532,vork,armband,4,3,armband,4,4
652,vork,armbandjes mee maken,4,3,armbandjes,4,4
284,vork,armspieren trainen,4,3,armspieren trainen,4,5
136,vork,Gebruiken als attribuut voor toneel en spel,4,3,attribuut toneel spel,4,3
189,vork,auto,4,3,auto,4,0
744,vork,auto,4,3,auto,4,0
121,vork,avond,4,3,avond,0,0
574,vork,avond,4,3,avond,0,0
673,vork,avond,4,3,avond,0,0
727,vork,avond,4,3,avond,0,0
174,vork, avond en middageten,4,3,avond middageten,1,NA
232,vork,avondeten,4,3,avondeten,1,1
360,vork,avondeten,4,3,avondeten,1,1
366,vork,avondeten,4,3,avondeten,1,1
552,vork,avondeten,4,3,avondeten,1,1
594,vork,avondeten,4,3,avondeten,1,1
673,vork,avondeten,4,3,avondeten,1,1
727,vork,bakken ,4,3,bakken,0,1
765,vork,balanceerobject,4,3,balanceerobject,3,3
186,vork,balanceren,4,3,balanceren,3,3
300,vork,balanceren,4,3,balanceren,3,3
380,vork,balanceren,4,3,balanceren,3,3
646,vork,balanceren,4,3,balanceren,3,3
318,vork,Balanceren op elkaar,4,3,balanceren elkaar,3,3
150,vork,balanceren op een tafelrand,4,3,balanceren tafelrand,3,3
214,vork,balanceren op je vinger,4,3,balanceren vinger,3,3
242,vork,balanceren op voorwerp,4,3,balanceren voorwerp,3,3
329,vork,Balans uitdaging met meerdere vorken,4,3,balans uitdaging meerdere vorken,3,3
540,vork,Gebruiken als balansgewicht op je surfboard,4,3,balansgewicht surfboard,3,4
531,vork,balk voor een mini wip wap,4,3,balk mini wip wap,4,3
286,vork,balletjes werpen,4,3,balletjes werpen,4,3
269,vork,een ballon mee lekprikken,4,3,ballon lek prikken,2,2
242,vork,ballonen kapot maken,4,3,ballonnen kapot,3,2
338,vork,ballonnen kapot prikken,4,3,ballonnen kapot prikken,2,2
200,vork,balonnen lekprikken,4,3,ballonnen lekprikken,2,2
358,vork,balonnen lekprikken,4,3,ballonnen lekprikken,2,2
196,vork,ballonnen ploffer,4,3,ballonnen ploffer,3,2
576,vork,balonnen prikken,4,3,ballonnen prikken,2,2
621,vork,ballonnen prikker,4,3,ballonnen prikker,3,2
718,vork,ballonnen stukprikken,4,3,ballonnen stukprikken,2,2
395,vork,bang,4,3,bang,0,0
143,vork,bbqen,4,3,barbecuen,0,2
160,vork,batterijen uit apparaten wippen,4,3,batterijen apparaten wippen,5,3
546,vork,bediening,4,3,bediening,0,2
762,vork,als bediening voor je afstandsbediening gebruiken,4,3,bediening afstandsbediening,4,3
315,vork,bedreigen,4,3,bedreigen,2,2
478,vork,iemand bedreigen,4,3,bedreigen,2,2
382,vork,beeld van maken,4,3,beeld,3,3
256,vork,beeldhouw gereedschap,4,3,beeldhouw gereedschap,3,3
657,vork,behangkrabbertje,4,3,behangkrabbertje,3,4
232,vork,beker,4,3,beker,4,0
732,vork,beker,4,3,beker,4,0
222,vork,iets bekrassen,4,3,bekrassen,3,2
272,vork,iets bekrassen,4,3,bekrassen,3,2
676,vork,iets bekrassen,4,3,bekrassen,3,2
781,vork,bekrassen,4,3,bekrassen,3,2
585,vork,belichten,4,3,belichten,0,4
585,vork,belichten,4,3,belichten,0,4
420,vork,belichten met verschillende lichten,4,3,belichten verschillende lichten,4,4
290,vork,bellen blazen,4,3,bellen blazen,5,4
652,vork,bellenblaas,4,3,bellenblaas,5,4
585,vork,beplakken met papier,4,3,beplakken papier,3,4
300,vork,bereiden,4,3,bereiden,0,1
762,vork,bereiden,4,3,bereiden,0,1
769,vork,bereiken van dingen net buiten bereik,4,3,bereiken dingen net buiten bereik,3,2
327,vork,iets beschadigen,4,3,beschadigen,3,2
327,vork,iemand beschadigen,4,3,beschadigen,3,2
544,vork,beschadigen,4,3,beschadigen,3,2
765,vork,beschadigen,4,3,beschadigen,3,2
228,vork,beschilderen ,4,3,beschilderen,3,4
414,vork,beschilderen,4,3,beschilderen,3,4
585,vork,beschilderen,4,3,beschilderen,3,4
762,vork,beschilderen,4,3,beschilderen,3,4
420,vork,beschilderen met nagellak,4,3,beschilderen nagellak,4,4
102,vork,bestek,4,3,bestek,1,1
105,vork,bestek,4,3,bestek,1,1
111,vork,bestek,4,3,bestek,1,1
115,vork,bestek,4,3,bestek,1,1
120,vork,bestek,4,3,bestek,1,1
121,vork,bestek,4,3,bestek,1,1
122,vork,bestek,4,3,bestek,1,1
126,vork,bestek,4,3,bestek,1,1
131,vork,bestek,4,3,bestek,1,1
132,vork,bestek,4,3,bestek,1,1
153,vork,bestek,4,3,bestek,1,1
167,vork,bestek,4,3,bestek,1,1
169,vork,bestek,4,3,bestek,1,1
170,vork,bestek,4,3,bestek,1,1
177,vork,bestek,4,3,bestek,1,1
180,vork,bestek,4,3,bestek,1,1
181,vork,Bestek,4,3,bestek,1,1
184,vork,bestek,4,3,bestek,1,1
188,vork,bestek,4,3,bestek,1,1
189,vork,bestek,4,3,bestek,1,1
191,vork,bestek,4,3,bestek,1,1
192,vork,bestek,4,3,bestek,1,1
193,vork,bestek,4,3,bestek,1,1
196,vork,bestek,4,3,bestek,1,1
206,vork,bestek,4,3,bestek,1,1
209,vork,bestek,4,3,bestek,1,1
217,vork,bestek,4,3,bestek,1,1
236,vork,bestek,4,3,bestek,1,1
239,vork,bestek,4,3,bestek,1,1
247,vork,bestek,4,3,bestek,1,1
255,vork,bestek,4,3,bestek,1,1
292,vork,bestek,4,3,bestek,1,1
295,vork,bestek,4,3,bestek,1,1
301,vork,bestek,4,3,bestek,1,1
302,vork,bestek ,4,3,bestek,1,1
305,vork,bestek,4,3,bestek,1,1
331,vork,bestek,4,3,bestek,1,1
335,vork,bestek,4,3,bestek,1,1
353,vork,bestek,4,3,bestek,1,1
360,vork,bestek,4,3,bestek,1,1
372,vork,bestek,4,3,bestek,1,1
386,vork,bestek,4,3,bestek,1,1
400,vork,bestek,4,3,bestek,1,1
409,vork,bestek,4,3,bestek,1,1
421,vork,bestek,4,3,bestek,1,1
426,vork,bestek,4,3,bestek,1,1
472,vork,bestek,4,3,bestek,1,1
498,vork,bestek,4,3,bestek,1,1
519,vork,bestek,4,3,bestek,1,1
535,vork,bestek,4,3,bestek,1,1
546,vork,bestek,4,3,bestek,1,1
558,vork,bestek,4,3,bestek,1,1
559,vork,bestek,4,3,bestek,1,1
568,vork,bestek,4,3,bestek,1,1
574,vork,bestek,4,3,bestek,1,1
582,vork,bestek,4,3,bestek,1,1
594,vork,bestek,4,3,bestek,1,1
597,vork,bestek ,4,3,bestek,1,1
616,vork,bestek,4,3,bestek,1,1
627,vork,bestek,4,3,bestek,1,1
630,vork,bestek,4,3,bestek,1,1
643,vork,bestek,4,3,bestek,1,1
645,vork,bestek,4,3,bestek,1,1
649,vork,bestek,4,3,bestek,1,1
658,vork,bestek,4,3,bestek,1,1
673,vork,bestek,4,3,bestek,1,1
717,vork,BESTEK,4,3,bestek,1,1
721,vork,bestek,4,3,bestek,1,1
726,vork,bestek,4,3,bestek,1,1
727,vork,bestek,4,3,bestek,1,1
732,vork,bestek,4,3,bestek,1,1
733,vork,bestek,4,3,bestek,1,1
744,vork,bestek,4,3,bestek,1,1
753,vork,bestek,4,3,bestek,1,1
757,vork,bestek,4,3,bestek,1,1
768,vork,bestek,4,3,bestek,1,1
108,vork,bestek om eten van een pan te pakken,4,3,bestek eten pan pakken,1,1
188,vork,bestekla,4,3,bestek la,1,0
254,vork,bestekla,4,3,bestek la,1,0
366,vork,bestekla,4,3,bestek la,1,0
390,vork,bestekla,4,3,bestek la,1,0
546,vork,bestekla,4,3,bestek la,1,0
546,vork,bestekla,4,3,bestek la,1,0
105,vork,bestekbak,4,3,bestekbak,1,0
239,vork,bestel,4,3,bestel,0,0
420,vork,betekenen met pennen/markers,4,3,betekenen pennen markers,2,4
585,vork,betekenen met stift,4,3,betekenen stift,2,4
233,vork,om iets aan te bevestigen,4,3,bevestigen,2,3
741,vork,bevijanden,4,3,bevijanden,2,4
741,vork, bevrienden,4,3,bevrienden,2,4
347,vork,bewegen,4,3,bewegen,2,1
496,vork,bewegen,4,3,bewegen,2,1
496,vork,bewegingsmechanisme,4,3,bewegingsmechanisme,2,0
781,vork,bewerken,4,3,bewerken,2,3
490,vork,biefstuk,4,3,biefstuk,0,1
661,vork,biefstukmes,4,3,biefstuk mes,2,2
416,vork,bier opener,4,3,bier opener,4,2
349,vork,bierflesje mee openen,4,3,bierflesje openen,4,2
308,vork,bieropener,4,3,bieropener,4,2
315,vork,bieropener,4,3,bieropener,4,2
558,vork,bieropener,4,3,bieropener,4,2
658,vork,gebruiken als bieropener,4,3,bieropener,4,2
745,vork,bieropener,4,3,bieropener,4,2
615,vork,om een biertje mee open te maken,4,3,biertje open,4,2
376,vork,biertje openen,4,3,biertje openen,4,2
535,vork,biertje openen ,4,3,biertje openen,4,2
583,vork,gebruiken om een biertje te openen,4,3,biertje openen,4,2
287,vork,biertje openmaken,4,3,biertje openmaken,4,2
775,vork,bijten,4,3,bijten,0,1
130,vork,bladerdeeg mee dichtdrukken,4,3,bladerdeeg dichtdrukken,2,1
591,vork,bladerdeeg dichtdrukken,4,3,bladerdeeg dichtdrukken,2,1
131,vork,bladeren,4,3,bladeren,2,4
669,vork,bladeren harken,4,3,bladeren harken,4,4
540,vork,Gebruiken om je bladmuziek mee vast te houden,4,3,bladmuziek vast houden,4,5
273,vork,een blik openen,4,3,blik openen,2,3
535,vork,een blik openen ,4,3,blik openen,2,3
754,vork,blik openmaken,4,3,blik openmaken,2,3
100,vork,een blikje bonen mee openen,4,3,blikje bonen openen,2,3
104,vork,Blikopener,4,3,blikopener,2,3
315,vork,blikopener,4,3,blikopener,2,3
104,vork,Bliksemafleider,4,3,bliksemafleider,5,5
477,vork,blokker,4,3,blokker,0,0
477,vork,blood,4,3,blood,0,0
428,vork,board,4,3,board,0,0
113,vork,als boekenlegger gebruiken,4,3,boekenlegger,4,4
186,vork,boekenlegger,4,3,boekenlegger,4,4
231,vork,Gebruiken als boekenlegger,4,3,boekenlegger,4,4
385,vork,boekenlegger,4,3,boekenlegger,4,4
472,vork,boekenlegger,4,3,boekenlegger,4,4
492,vork,boekenlegger,4,3,boekenlegger,4,4
520,vork,als boekenlegger gebruiken,4,3,boekenlegger,4,4
529,vork,als boekenlegger gebruiken (voor een kookboek bv),4,3,boekenlegger,4,4
534,vork,gebruiken als boekenlegger,4,3,boekenlegger,4,4
220,vork,boekenstandaard,4,3,boekenstandaard,4,4
544,vork,boekhouder,4,3,boekhouder,4,4
238,vork,boomerang,4,3,boemerang,4,4
528,vork,kleiboetseer gereedschap,4,3,boetseerklei gereedschap,4,3
294,vork,gebruiken als boetseermiddel,4,3,boetseermiddel,4,3
154,vork,boord,4,3,boord,4,0
117,vork,bord,4,3,bord,3,0
188,vork,bord,4,3,bord,3,0
217,vork,bord,4,3,bord,3,0
232,vork,bord,4,3,bord,3,0
246,vork,bord,4,3,bord,3,0
347,vork,bord,4,3,bord,3,0
366,vork,bord,4,3,bord,3,0
421,vork,bord,4,3,bord,3,0
496,vork,bord,4,3,bord,3,0
552,vork,bord,4,3,bord,3,0
559,vork,bord,4,3,bord,3,0
574,vork,bord,4,3,bord,3,0
658,vork,bord,4,3,bord,3,0
673,vork,bord,4,3,bord,3,0
678,vork,bord,4,3,bord,3,0
726,vork,bord,4,3,bord,3,0
732,vork,bord,4,3,bord,3,0
721,vork,borden,4,3,borden,3,0
140,vork,borstel,4,3,borstel,4,4
181,vork,Borstel,4,3,borstel,4,4
220,vork,borstel,4,3,borstel,4,4
226,vork,als borstel,4,3,borstel,4,4
253,vork,borstel,4,3,borstel,4,4
306,vork,borstel,4,3,borstel,4,4
345,vork,borstel,4,3,borstel,4,4
357,vork,borstel,4,3,borstel,4,4
534,vork,gebruiken als borstel,4,3,borstel,4,4
592,vork,borstel,4,3,borstel,4,4
661,vork,borstel,4,3,borstel,4,4
724,vork,als borstel,4,3,borstel,4,4
783,vork,wasborstel,4,3,borstel,4,4
759,vork,borstel voor haar,4,3,borstel haar,4,4
320,vork,boter smeren,4,3,boter smeren,1,2
534,vork,een boterham mee smeren,4,3,boterham smeren,1,2
237,vork,botter maken,4,3,botter,2,3
183,vork,iets bouwen,4,3,bouwen,2,3
379,vork,bouwen,4,3,bouwen,2,3
407,vork,bouwen,4,3,bouwen,2,3
556,vork,iets mee bouwen,4,3,bouwen,2,3
577,vork,bouwen,4,3,bouwen,2,3
580,vork,bouwen,4,3,bouwen,2,3
648,vork,iets mee bouwen,4,3,bouwen,2,3
628,vork,bouwerk,4,3,bouwwerk,2,3
337,vork,brandmerken,4,3,brandmerken,4,NA
171,vork,breien,4,3,breien,2,4
369,vork,breien,4,3,breien,2,4
474,vork,mee breien,4,3,breien,2,4
508,vork,breien?,4,3,breien,2,4
640,vork,Ermee Breien,4,3,breien,4,4
763,vork,als breinaald gebruiken,4,3,breinaald,3,4
100,vork,breken,4,3,breken,2,2
152,vork,breken,4,3,breken,2,2
215,vork,breken ,4,3,breken,2,2
688,vork,breken ,4,3,breken,2,2
775,vork,breken,4,3,breken,2,2
423,vork,brief openen,4,3,brief openen,3,3
323,vork,brieven open maken,4,3,brieven open,4,3
224,vork,bril,4,3,bril,4,0
496,vork,broccoli,4,3,broccoli,0,1
253,vork,broche,4,3,broche,5,4
419,vork,in je broek stoppene,4,3,broek stoppen,2,3
214,vork,in je broekzak stoppen,4,3,broekzak stoppen,2,3
546,vork,brood,4,3,brood,0,2
661,vork,brood,4,3,brood,0,2
411,vork,brood door de kaasfonue roeren,4,3,brood kaasfondue roeren,2,2
370,vork,broodje ,4,3,broodje,0,2
628,vork,brug,4,3,brug,0,3
507,vork,brug bedoelde ik,4,3,brug bedoelde,4,3
100,vork,buigen,4,3,buigen,2,2
152,vork,buigen,4,3,buigen,2,2
186,vork,buigen,4,3,buigen,2,2
206,vork,buigen,4,3,buigen,2,2
211,vork,buigen,4,3,buigen,2,2
215,vork,buigen ,4,3,buigen,2,2
388,vork,buigen,4,3,buigen,2,2
394,vork,buigen,4,3,buigen,2,2
412,vork,buigen,4,3,buigen,2,2
508,vork,buigen,4,3,buigen,2,2
556,vork,buigen,4,3,buigen,2,2
619,vork,buigen,4,3,buigen,2,2
675,vork,buigen,4,3,buigen,2,2
681,vork,buigen,4,3,buigen,2,2
700,vork,buigen,4,3,buigen,2,2
742,vork,buigen,4,3,buigen,2,2
751,vork,buigen,4,3,buigen,2,2
775,vork,buigen,4,3,buigen,2,2
781,vork,buigen,4,3,buigen,2,2
787,vork,buigen,4,3,buigen,2,2
431,vork,buigen om te latenzien dat je een mentalist bent,4,3,buigen laten zien mentalist bent,2,3
289,vork,buigen zoals uri geller,4,3,buigen zoals Uri Geller,2,3
117,vork,buigzaam,4,3,buigzaam,0,0
519,vork,buigzaam,4,3,buigzaam,0,0
507,vork,burg,4,3,burg,4,0
179,vork,cacaopoeder erover heen strooien ter decoratie van een bord,4,3,cacaopoeder erover heen strooien ter decoratie bord,4,3
375,vork,als cadeau,4,3,cadeau,2,2
774,vork,cadeau,4,3,cadeau,2,2
293,vork,Als cadeau geven(zilver),4,3,cadeau geven,3,2
226,vork,om een cake mee te versieren,4,3,cake versieren,2,2
299,vork,checken hoe mals je vlees is,4,3,checken mals vlees,2,1
131,vork,chocoladefondue,4,3,chocoladefondue,0,1
484,vork,clou van een slechte ork ork ork mop,4,3,clou slechte ork ork ork mop,0,2
208,vork,cocktailprikker,4,3,cocktailprikker,3,2
712,vork,cocktailprikker,4,3,cocktailprikker,3,2
619,vork,codewoord,4,3,codewoord,0,4
287,vork,collectie vorken,4,3,collectie vorken,0,2
547,vork,Een constructie van meerdere vorken maken,4,3,constructie meerdere vorken,3,2
265,vork,om mee te contouren,4,3,contouren,4,5
540,vork,Gebruiken om je contrabas mee kapot te maken,4,3,contrabas kapot,3,2
628,vork,iemand een corrigerende tik geven,4,3,corrigerende tik geven,3,3
313,vork,culinair niveau eten,4,3,culinair niveau eten,1,1
239,vork,cultuur,4,3,cultuur,0,0
199,vork,curlen,4,3,curlen,4,4
296,vork,DANCE AROUND IT ,4,3,dance around it,0,4
275,vork,darten,4,3,darten,5,4
336,vork,darten,4,3,darten,5,4
369,vork,darten,4,3,darten,5,4
387,vork,darten,4,3,darten,5,4
502,vork,darten,4,3,darten,5,4
507,vork,darten,4,3,darten,5,4
747,vork,mee darten,4,3,darten,5,4
771,vork,darten,4,3,darten,5,4
120,vork,als dartpijl gebruiken,4,3,dartpijl,5,4
373,vork,gebruiken als dartpijl,4,3,dartpijl,5,4
690,vork,als dartpijl gebruiken,4,3,dartpijl,5,4
352,vork,dartpijltje,4,3,dartpijltje,5,4
484,vork,dartpijltje,4,3,dartpijltje,5,4
361,vork,date,4,3,date,0,5
236,vork,decoratie ,4,3,decoratie,3,3
257,vork,decoratie,4,3,decoratie,3,3
316,vork,als decoratie,4,3,decoratie,3,3
399,vork,als decoratie,4,3,decoratie,3,3
609,vork,decoratie,4,3,decoratie,3,3
682,vork,als decoratie,4,3,decoratie,3,3
786,vork,decoratie,4,3,decoratie,3,3
374,vork,als decoratie in huis aan de muur,4,3,decoratie huis muur,3,3
592,vork,decoreren,4,3,decoreren,3,3
343,vork,deeg platdrukken,4,3,deeg platdrukken,2,2
669,vork,deel van katapult,4,3,deel katapult,3,3
313,vork,deftigheid,4,3,deftigheid,0,0
215,vork,demonstreren (en met fakkels),4,3,demonstreren,4,4
421,vork,design,4,3,design,0,3
262,vork,designobject,4,3,designobject,3,3
496,vork,desert,4,3,dessert,0,1
269,vork,deur dichtmetselen,4,3,deur dichtmetselen,3,3
332,vork,een deur mee open maken,4,3,deur open,3,4
431,vork,deur openbreken,4,3,deur openbreken,4,3
634,vork,deur openhouden,4,3,deur openhouden,4,4
733,vork,deur openmaken,4,3,deur openmaken,4,4
318,vork,Deuren openmaken,4,3,deuren openmaken,4,4
323,vork,deurslot met het achterste van buiten openmaken,4,3,deurslot achterste buiten openmaken,4,4
100,vork,deurstop,4,3,deurstopper,4,4
129,vork,deurstop,4,3,deurstopper,4,4
168,vork,deurstop,4,3,deurstopper,4,4
273,vork,als deurstop gebruiken,4,3,deurstopper,4,4
333,vork,gebruiken als deurstop,4,3,deurstopper,4,4
604,vork,deurstop,4,3,deurstopper,4,4
747,vork,gebruiken als deurstop,4,3,deurstopper,4,4
383,vork,dichtgelaste knop voor de lift indrukken bij mij thuis,4,3,dicht gelaste knop lift indrukken thuis,4,5
747,vork,gebruiken om een dichtgevallen deur mee open te maken,4,3,dichtgevallen deur open,4,4
741,vork,diepe gesprekken ermee hebben,4,3,diepe gesprekken,4,5
502,vork,iemand of een dier conditioneren,4,3,dier conditioneren,4,4
586,vork,dieren mee aaien,4,3,dieren aaien,4,4
507,vork,diertje,4,3,diertje,4,4
121,vork,diner,4,3,diner,1,1
201,vork,diner,4,3,diner,1,1
232,vork,diner,4,3,diner,1,1
372,vork,diner,4,3,diner,1,1
395,vork,dinner,4,3,diner,1,1
326,vork,dineren,4,3,dineren,1,3
401,vork,Om dingen te zeven,4,3,dingen,3,3
338,vork,dingen doorboren,4,3,dingen doorboren,2,3
210,vork,dingen mee doorprikken,4,3,dingen doorprikken,2,1
499,vork,dingen doorprikken,4,3,dingen doorprikken,2,1
393,vork,twee dingen bij elkaar houden door beide aan een steel te prikken,4,3,dingen elkaar houden beide steel prikken,3,3
221,vork,twee dingen aan elkaar vast prikken,4,3,dingen elkaar vast prikken,3,3
244,vork,dingen grijpen,4,3,dingen grijpen,2,1
337,vork,dingen grijpen door te prikken,4,3,dingen grijpen prikken,2,1
140,vork,dingen kapot maken,4,3,dingen kapot,2,2
262,vork,dingen uit kleine gaatjes pielen,4,3,dingen kleine gaatjes pielen,2,2
218,vork,dingen lanceren,4,3,dingen lanceren,2,3
322,vork,dingen mee lanceren,4,3,dingen lanceren,2,3
297,vork,dingen lek prikken,4,3,dingen lek prikken,2,2
523,vork,dingen mee los wrikken,4,3,dingen los wrikken,2,3
212,vork,om dingen mee open te maken,4,3,dingen open,2,1
384,vork,op dingen open te maken als plastic,4,3,dingen open plastic,2,1
399,vork,om dingen mee open te prikken,4,3,dingen open prikken,2,1
316,vork,dingen openmaken,4,3,dingen openmaken,2,1
283,vork,dingen oppakken,4,3,dingen oppakken,2,1
286,vork,dingen oppakken,4,3,dingen oppakken,2,1
499,vork,dingen oppakken,4,3,dingen oppakken,2,1
501,vork,dingen oppakken,4,3,dingen oppakken,2,1
529,vork,dingen oppakken,4,3,dingen oppakken,2,1
600,vork,dingen oppakken,4,3,dingen oppakken,2,1
505,vork,dingen oppakken die je niet aan wil raken,4,3,dingen oppakken niet raken,2,1
520,vork,dingen mee opprikken van de grond,4,3,dingen opprikken grond,2,1
523,vork,dingen oprapen,4,3,dingen oprapen,2,1
218,vork,dingen oprollen,4,3,dingen oprollen,2,2
215,vork,dingen optillen ,4,3,dingen optillen,2,2
162,vork,dingen pakken,4,3,dingen pakken,2,1
389,vork,dingen pakken,4,3,dingen pakken,2,1
564,vork,om dingen mee op te pakken,4,3,dingen pakken,2,1
259,vork,dingen pakken waar je niet bij kan,4,3,dingen pakken waar niet,2,2
499,vork,dingen op zijn plaats houden,4,3,dingen plaats houden,2,2
389,vork,dingen prakken,4,3,dingen prakken,1,1
163,vork,in dingen prikken,4,3,dingen prikken,1,1
277,vork,in dingen prikken,4,3,dingen prikken,1,1
354,vork,dingen prikken,4,3,dingen prikken,1,1
652,vork,dingen mee prikken,4,3,dingen prikken,1,1
708,vork,dingen mee (door)prikken,4,3,dingen prikken,1,1
523,vork,dingen uit richetjes peuteren,4,3,dingen richeltjes peuteren,2,2
280,vork,Dingen roere,4,3,dingen roeren,2,2
396,vork,dingen mee ronddraaien,4,3,dingen ronddraaien,2,2
504,vork,twee dingen scheiden door hem ertussen te leggen,4,3,dingen scheiden ertussen leggen,3,3
601,vork,dingen schrapen,4,3,dingen schrapen,2,1
312,vork,andere dingen steken,4,3,dingen steken,2,1
499,vork,dingen stoppen,4,3,dingen stoppen,2,3
600,vork,dingen vangen,4,3,dingen vangen,2,4
652,vork,dingen vastpinnen,4,3,dingen vastpinnen,2,2
499,vork,dingen verdelen,4,3,dingen verdelen,2,2
762,vork,dingen vernietigen,4,3,dingen vernietigen,2,2
160,vork,dingetjes uit je soep\drinken vissen,4,3,dingetjes soep drinken vissen,2,1
540,vork,Gebruiken als dirigeerstokje,4,3,dirigeerstokje,5,3
153,vork,de disney film de kleine zeemeermin,4,3,Disney film kleine zeemeermin,0,3
104,vork,DYI apparatuur maken (elektrische geleiding),4,3,DIY apparatuur,0,4
738,vork,doden,4,3,doden,2,2
787,vork,doden,4,3,doden,2,2
313,vork,doodsteken,4,3,doodsteken,2,2
343,vork,iets mee doorprikken,4,3,doorprikken,2,1
618,vork,doos openmaken,4,3,doos openmaken,2,2
397,vork,een doosje mee omhoog houden en er een touwtje aan doen om een valletje te maken,4,3,doosje omhoog houden touwtje valletje,2,4
661,vork,dopererwten,4,3,doperwten,2,1
661,vork,dork,4,3,dork,2,0
741,vork,ermee douchen,4,3,douchen,0,5
186,vork,draaien,4,3,draaien,2,2
769,vork,draaien,4,3,draaien,2,2
363,vork,het draaien van spaghetti,4,3,draaien spaghetti,1,1
510,vork,draaien spaghetti,4,3,draaien spaghetti,1,1
162,vork,bij je dragen als medaillon,4,3,dragen medaillon,4,5
628,vork,drakenharpoen,4,3,draken harpoen,4,4
477,vork,drama,4,3,drama,0,0
409,vork,dreft,4,3,Dreft,0,0
