ID,prompt,response,order,rater,ratings,age,sex,cse1,cse2,cse3,cse4,cse5,cse6,cse7,cse8,cse9,cse10,cse11
7,ladrillo,soporte o base,3,rater3,1,20,0,5,5,4,4,5,3,5,4,5,5,5
7,ladrillo,pisos,4,rater1,2,20,0,5,5,4,4,5,3,5,4,5,5,5
7,ladrillo,pisos,4,rater2,2,20,0,5,5,4,4,5,3,5,4,5,5,5
7,ladrillo,pisos,4,rater3,1,20,0,5,5,4,4,5,3,5,4,5,5,5
8,ladrillo,construir inmuebles,1,rater1,1,19,0,4,3,2,3,4,3,3,2,3,4,3
8,ladrillo,construir inmuebles,1,rater2,1,19,0,4,3,2,3,4,3,3,2,3,4,3
8,ladrillo,construir inmuebles,1,rater3,1,19,0,4,3,2,3,4,3,3,2,3,4,3
8,ladrillo,mesas,2,rater1,2,19,0,4,3,2,3,4,3,3,2,3,4,3
8,ladrillo,mesas,2,rater2,2,19,0,4,3,2,3,4,3,3,2,3,4,3
8,ladrillo,mesas,2,rater3,2,19,0,4,3,2,3,4,3,3,2,3,4,3
8,ladrillo,chimeneas,3,rater1,1,19,0,4,3,2,3,4,3,3,2,3,4,3
8,ladrillo,chimeneas,3,rater2,1,19,0,4,3,2,3,4,3,3,2,3,4,3
8,ladrillo,chimeneas,3,rater3,1,19,0,4,3,2,3,4,3,3,2,3,4,3
8,ladrillo,estufas,4,rater1,3,19,0,4,3,2,3,4,3,3,2,3,4,3
8,ladrillo,estufas,4,rater2,1,19,0,4,3,2,3,4,3,3,2,3,4,3
8,ladrillo,estufas,4,rater3,1,19,0,4,3,2,3,4,3,3,2,3,4,3
9,ladrillo,escaleras o escalones,1,rater1,2,19,1,4,5,4,4,4,3,5,5,4,5,4
9,ladrillo,escaleras o escalones,1,rater2,2,19,1,4,5,4,4,4,3,5,5,4,5,4
9,ladrillo,escaleras o escalones,1,rater3,1,19,1,4,5,4,4,4,3,5,5,4,5,4
9,ladrillo,soporte o base,2,rater1,2,19,1,4,5,4,4,4,3,5,5,4,5,4
9,ladrillo,soporte o base,2,rater2,1,19,1,4,5,4,4,4,3,5,5,4,5,4
9,ladrillo,soporte o base,2,rater3,2,19,1,4,5,4,4,4,3,5,5,4,5,4
9,ladrillo,"obstÃ¡culo para detener, frenar o topar",3,rater1,3,19,1,4,5,4,4,4,3,5,5,4,5,4
9,ladrillo,"obstÃ¡culo para detener, frenar o topar",3,rater2,2,19,1,4,5,4,4,4,3,5,5,4,5,4
9,ladrillo,"obstÃ¡culo para detener, frenar o topar",3,rater3,2,19,1,4,5,4,4,4,3,5,5,4,5,4
10,ladrillo,construir inmuebles,1,rater1,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,construir inmuebles,1,rater2,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,construir inmuebles,1,rater3,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,"obstÃ¡culo para detener, frenar o topar",10,rater1,3,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,"obstÃ¡culo para detener, frenar o topar",10,rater2,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,"obstÃ¡culo para detener, frenar o topar",10,rater3,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,arma defensa,11,rater1,4,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,arma defensa,11,rater2,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,arma defensa,11,rater3,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,pesas deporte,12,rater1,4,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,pesas deporte,12,rater2,3,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,pesas deporte,12,rater3,3,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,muros o paredes,2,rater1,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,muros o paredes,2,rater2,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,muros o paredes,2,rater3,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,barras,3,rater1,3,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,barras,3,rater2,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,barras,3,rater3,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,arcilla ,4,rater1,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,arcilla ,4,rater2,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,arcilla ,4,rater3,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,polvo,5,rater1,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,polvo,5,rater2,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,polvo,5,rater3,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,hacer pintura o colorante,6,rater1,3,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,hacer pintura o colorante,6,rater2,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,hacer pintura o colorante,6,rater3,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,bloques,7,rater1,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,bloques,7,rater2,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,bloques,7,rater3,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,soporte o base,8,rater1,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,soporte o base,8,rater2,1,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,soporte o base,8,rater3,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,equilibrar o balancear,9,rater1,3,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,equilibrar o balancear,9,rater2,2,19,1,3,3,5,4,4,5,4,4,5,3,5
10,ladrillo,equilibrar o balancear,9,rater3,2,19,1,3,3,5,4,4,5,4,4,5,3,5
11,ladrillo,construir inmuebles,1,rater1,1,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,construir inmuebles,1,rater2,1,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,construir inmuebles,1,rater3,1,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,bardas,11,rater1,1,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,bardas,11,rater2,1,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,bardas,11,rater3,1,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,asientos,3,rater1,2,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,asientos,3,rater2,1,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,asientos,3,rater3,2,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,arma defensa,4,rater1,4,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,arma defensa,4,rater2,2,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,arma defensa,4,rater3,2,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,pesas deporte,5,rater1,4,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,pesas deporte,5,rater2,3,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,pesas deporte,5,rater3,3,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,equilibrar o balancear,6,rater1,3,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,equilibrar o balancear,6,rater2,2,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,equilibrar o balancear,6,rater3,2,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,juegos o juguetes,7,rater1,4,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,juegos o juguetes,7,rater2,2,19,0,5,5,5,5,4,5,5,5,5,5,5
11,ladrillo,juegos o juguetes,7,rater3,2,19,0,5,5,5,5,4,5,5,5,5,5,5
12,ladrillo,construir inmuebles,1,rater1,1,18,0,2,3,3,2,3,4,5,1,5,3,5
12,ladrillo,construir inmuebles,1,rater2,1,18,0,2,3,3,2,3,4,5,1,5,3,5
12,ladrillo,construir inmuebles,1,rater3,1,18,0,2,3,3,2,3,4,5,1,5,3,5
13,ladrillo,construir inmuebles,1,rater1,1,18,1,3,3,5,5,4,4,4,4,5,3,4
13,ladrillo,construir inmuebles,1,rater2,1,18,1,3,3,5,5,4,4,4,4,5,3,4
13,ladrillo,construir inmuebles,1,rater3,1,18,1,3,3,5,5,4,4,4,4,5,3,4
13,ladrillo,pisos,2,rater1,2,18,1,3,3,5,5,4,4,4,4,5,3,4
13,ladrillo,pisos,2,rater2,2,18,1,3,3,5,5,4,4,4,4,5,3,4
13,ladrillo,pisos,2,rater3,1,18,1,3,3,5,5,4,4,4,4,5,3,4
13,ladrillo,arma defensa,3,rater1,4,18,1,3,3,5,5,4,4,4,4,5,3,4
13,ladrillo,arma defensa,3,rater2,2,18,1,3,3,5,5,4,4,4,4,5,3,4
13,ladrillo,arma defensa,3,rater3,2,18,1,3,3,5,5,4,4,4,4,5,3,4
13,ladrillo,escaleras o escalones,4,rater1,2,18,1,3,3,5,5,4,4,4,4,5,3,4
13,ladrillo,escaleras o escalones,4,rater2,2,18,1,3,3,5,5,4,4,4,4,5,3,4
13,ladrillo,escaleras o escalones,4,rater3,1,18,1,3,3,5,5,4,4,4,4,5,3,4
14,ladrillo,construir inmuebles,1,rater1,1,20,1,4,4,4,5,3,4,4,5,5,5,5
14,ladrillo,construir inmuebles,1,rater2,1,20,1,4,4,4,5,3,4,4,5,5,5,5
14,ladrillo,construir inmuebles,1,rater3,1,20,1,4,4,4,5,3,4,4,5,5,5,5
14,ladrillo,asientos,2,rater1,2,20,1,4,4,4,5,3,4,4,5,5,5,5
14,ladrillo,asientos,2,rater2,2,20,1,4,4,4,5,3,4,4,5,5,5,5
14,ladrillo,asientos,2,rater3,2,20,1,4,4,4,5,3,4,4,5,5,5,5
14,ladrillo,soporte o base,3,rater1,2,20,1,4,4,4,5,3,4,4,5,5,5,5
14,ladrillo,soporte o base,3,rater2,1,20,1,4,4,4,5,3,4,4,5,5,5,5
14,ladrillo,soporte o base,3,rater3,1,20,1,4,4,4,5,3,4,4,5,5,5,5
14,ladrillo,pintar o dibujar  ,4,rater1,3,20,1,4,4,4,5,3,4,4,5,5,5,5
14,ladrillo,pintar o dibujar  ,4,rater2,2,20,1,4,4,4,5,3,4,4,5,5,5,5
14,ladrillo,pintar o dibujar  ,4,rater3,2,20,1,4,4,4,5,3,4,4,5,5,5,5
15,ladrillo,construir inmuebles,1,rater1,1,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,construir inmuebles,1,rater2,1,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,construir inmuebles,1,rater3,1,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,juegos o juguetes,4,rater1,4,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,juegos o juguetes,4,rater2,2,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,juegos o juguetes,4,rater3,2,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,bardas,5,rater1,1,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,bardas,5,rater2,1,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,bardas,5,rater3,1,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,pisos,6,rater1,2,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,pisos,6,rater2,2,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,pisos,6,rater3,1,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,soporte o base,7,rater1,2,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,soporte o base,7,rater2,1,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,soporte o base,7,rater3,1,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,delimitar superficies,8,rater1,3,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,delimitar superficies,8,rater2,2,19,0,3,3,4,3,3,4,4,4,3,3,4
15,ladrillo,delimitar superficies,8,rater3,2,19,0,3,3,4,3,3,4,4,4,3,3,4
16,ladrillo,construir inmuebles,1,rater1,1,18,0,5,5,3,4,4,4,5,4,3,4,4
16,ladrillo,construir inmuebles,1,rater2,1,18,0,5,5,3,4,4,4,5,4,3,4,4
16,ladrillo,construir inmuebles,1,rater3,1,18,0,5,5,3,4,4,4,5,4,3,4,4
16,ladrillo,esculturas,2,rater1,5,18,0,5,5,3,4,4,4,5,4,3,4,4
16,ladrillo,esculturas,2,rater2,2,18,0,5,5,3,4,4,4,5,4,3,4,4
16,ladrillo,esculturas,2,rater3,1,18,0,5,5,3,4,4,4,5,4,3,4,4
16,ladrillo,pintar o dibujar  ,3,rater1,3,18,0,5,5,3,4,4,4,5,4,3,4,4
16,ladrillo,pintar o dibujar  ,3,rater2,2,18,0,5,5,3,4,4,4,5,4,3,4,4
16,ladrillo,pintar o dibujar  ,3,rater3,2,18,0,5,5,3,4,4,4,5,4,3,4,4
16,ladrillo,arcilla,4,rater1,2,18,0,5,5,3,4,4,4,5,4,3,4,4
16,ladrillo,arcilla,4,rater2,1,18,0,5,5,3,4,4,4,5,4,3,4,4
16,ladrillo,arcilla,4,rater3,1,18,0,5,5,3,4,4,4,5,4,3,4,4
17,ladrillo,construir inmuebles,1,rater1,1,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,construir inmuebles,1,rater2,1,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,construir inmuebles,1,rater3,1,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,muros o paredes,2,rater1,1,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,muros o paredes,2,rater2,1,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,muros o paredes,2,rater3,1,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,pisa papeles,3,rater1,4,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,pisa papeles,3,rater2,2,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,pisa papeles,3,rater3,2,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,"obstÃ¡culo para detener, frenar o topar",4,rater1,3,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,"obstÃ¡culo para detener, frenar o topar",4,rater2,2,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,"obstÃ¡culo para detener, frenar o topar",4,rater3,2,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,romper o destruir ,5,rater1,4,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,romper o destruir ,5,rater2,2,22,0,4,4,4,4,4,4,4,4,4,4,4
17,ladrillo,romper o destruir ,5,rater3,2,22,0,4,4,4,4,4,4,4,4,4,4,4
18,ladrillo,construir inmuebles,1,rater1,1,22,1,3,3,4,3,3,4,4,4,4,3,4
18,ladrillo,construir inmuebles,1,rater2,1,22,1,3,3,4,3,3,4,4,4,4,3,4
18,ladrillo,construir inmuebles,1,rater3,1,22,1,3,3,4,3,3,4,4,4,4,3,4
18,ladrillo,recurso didÃ¡ctico aprendizaje,2,rater1,5,22,1,3,3,4,3,3,4,4,4,4,3,4
18,ladrillo,recurso didÃ¡ctico aprendizaje,2,rater2,2,22,1,3,3,4,3,3,4,4,4,4,3,4
18,ladrillo,recurso didÃ¡ctico aprendizaje,2,rater3,2,22,1,3,3,4,3,3,4,4,4,4,3,4
18,ladrillo,fogatas,4,rater1,3,22,1,3,3,4,3,3,4,4,4,4,3,4
18,ladrillo,fogatas,4,rater2,1,22,1,3,3,4,3,3,4,4,4,4,3,4
18,ladrillo,fogatas,4,rater3,1,22,1,3,3,4,3,3,4,4,4,4,3,4
18,ladrillo,asientos,5,rater1,2,22,1,3,3,4,3,3,4,4,4,4,3,4
18,ladrillo,asientos,5,rater2,2,22,1,3,3,4,3,3,4,4,4,4,3,4
18,ladrillo,asientos,5,rater3,2,22,1,3,3,4,3,3,4,4,4,4,3,4
