"ID","prompt","response","set","lab","order","rater1","rater2","rater3","latency","X1","blockcode","quality","load","ins","condition","con_num","position","start_load","start_bc","sumlatency","flex","Intervalle","fbin"
1,"Axt","schleifen",14,8,33,2,1,2,4085,18,"aut_fluent",1.666666667,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,71970,3,2,0
1,"Axt","polieren",14,8,35,1,1,1,5152,11,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,77122,2,2,0
1,"Erbse","pürieren",14,8,37,2,2,2,7417,34,"aut_fluent",2,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,84539,21,2,0
1,"Trompete","einpacken",14,8,39,1,1,1,8168,157,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,92707,8,2,0
1,"Tisch","an ihm schreiben",14,8,41,1,1,1,11432,121,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,104139,1,2,0
1,"Erbse","jonglieren",14,8,43,3,2,2,11630,32,"aut_fluent",2.333333333,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,115769,5,2,0
1,"Axt","jonglieren",14,8,45,3,2,3,5075,9,"aut_fluent",2.666666667,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,120844,5,3,0
1,"Trompete","jonglieren",14,8,47,4,2,2,2816,161,"aut_fluent",2.666666667,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,123660,5,3,0
1,"Tisch","die Tür verbarrikadieren",14,8,49,2,3,3,13726,126,"aut_fluent",2.666666667,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,137386,4,3,1
1,"Axt","jemanden töten",14,8,51,2,2,2,4968,8,"aut_fluent",2,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,142354,14,3,0
1,"Trompete","einen Marsch blasen",14,8,53,1,3,3,6817,156,"aut_fluent",2.333333333,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,149171,6,3,0
1,"Erbse","Eine Suppe kochen",14,8,55,1,1,1,6767,28,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,155938,21,3,0
1,"Tisch","tragen",14,8,57,1,1,1,9320,129,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,165258,1,3,0
1,"Erbse","durch ein Spuckrohr pusten",14,8,59,3,3,3,14826,27,"aut_fluent",3,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,180084,14,4,0
1,"Tisch","verrücken",14,8,61,1,1,1,6744,131,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,186828,1,4,0
1,"Axt","Holz zerkleinern",14,8,63,1,1,1,7338,6,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,194166,3,4,0
1,"Trompete","in einer Musikgruppe spielen",14,8,65,1,1,1,13979,160,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,208145,6,4,0
1,"Trompete","in einem Museum ausstellen",14,8,67,3,2,2,13955,159,"aut_fluent",2.333333333,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,222100,12,4,1
1,"Axt","verkaufen",14,8,69,1,1,1,2547,19,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,224647,17,4,1
1,"Tisch","verkaufen",14,8,71,1,1,1,1997,130,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,226644,17,4,0
1,"Erbse","in eine Tupperdose füllen",14,8,73,1,2,2,10852,30,"aut_fluent",1.666666667,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,237496,2,4,0
1,"Tisch","anstreichen",14,8,75,2,1,1,6537,122,"aut_fluent",1.333333333,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,244033,12,5,0
1,"Trompete","lackieren",14,8,77,2,1,2,3611,162,"aut_fluent",1.666666667,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,247644,12,5,0
1,"Erbse","Erbseneiweiss extrahieren",14,8,79,3,4,5,14858,29,"aut_fluent",4,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,262502,100,5,1
1,"Axt","Eine Leitung durchtrennen",14,8,83,1,2,3,10629,3,"aut_fluent",2,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,280937,3,5,0
1,"Tisch","abputzen",14,8,85,1,1,1,13643,118,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,294580,2,5,0
1,"Trompete","verkaufen",14,8,87,1,1,1,15672,167,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,310252,17,6,0
1,"Erbse","in einem Auflauf verwenden",14,8,89,1,1,2,26428,31,"aut_fluent",1.333333333,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,336680,21,6,0
1,"Erbse","über den Tisch schnipsen",14,8,91,2,2,2,23673,36,"aut_fluent",2,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,360353,5,7,0
1,"Trompete","im Duett spielen",14,8,93,1,2,2,15189,158,"aut_fluent",1.666666667,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,375542,6,7,0
1,"Axt","Axtwerfen spielen",14,8,95,2,2,2,9021,2,"aut_fluent",2,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,384563,5,7,0
1,"Tisch","als Podium benutzen",14,8,97,2,3,2,17083,119,"aut_fluent",2.333333333,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,401646,1,7,0
1,"Erbse","schneiden",14,8,99,1,1,1,31326,35,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,432972,2,8,0
1,"Axt","etwas zerkleinern",14,8,101,1,1,2,9967,4,"aut_fluent",1.333333333,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,442939,3,8,0
1,"Trompete","die Tonleiter rauf und runter spielen",14,8,103,1,2,3,30072,155,"aut_fluent",2,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,473011,6,8,0
1,"Tisch","als Versteck nutzen",14,8,105,2,2,2,19075,120,"aut_fluent",2,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,492086,5,9,0
1,"Tisch","Essen darauf zubereiten",14,8,107,1,1,1,16391,127,"aut_fluent",1,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,508477,21,9,0
1,"Axt","anmalen",14,8,111,2,1,1,28681,1,"aut_fluent",1.333333333,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,586958,12,10,0
1,"Trompete","als Filmrequisit verwenden",14,8,113,3,4,4,24366,154,"aut_fluent",3.666666667,FALSE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,1,FALSE,FALSE,611324,13,10,1
1,"Flöte","als Stohhalm benutzen",14,8,3,4,5,4,12990,43,"aut_creative_digits",4.333333333,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,12990,21,1,1
1,"Zange","als Nagelklipser benutzen",14,8,7,4,4,3,15504,172,"aut_creative_digits",3.666666667,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,28494,16,1,1
1,"Gurke","als Football werfen",14,8,11,4,3,2,25260,63,"aut_creative_digits",3,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,53754,5,1,1
1,"Bett","zu einer Bude bauen",14,8,15,2,3,3,7987,26,"aut_creative_digits",2.666666667,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,61741,3,2,1
1,"Gurke","als Keule benutzen",14,8,19,3,3,2,8372,64,"aut_creative_digits",2.666666667,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,70113,14,2,1
1,"Bett","als Platz für Kissenschlacht benutzen",14,8,23,2,2,2,21214,23,"aut_creative_digits",2,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,91327,5,2,0
1,"Flöte","als Zeigestock",14,8,27,3,3,3,41126,44,"aut_creative_digits",3,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,132453,3,3,0
1,"Zange","zum Wimpern kürzen",14,8,31,3,3,3,11209,173,"aut_creative_digits",3,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,143662,16,3,0
1,"Zange","als Essensbesteck",14,8,35,3,2,3,23323,169,"aut_creative_digits",2.666666667,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,166985,2,3,1
1,"Bett","als Sofa benutzen",14,8,39,1,1,1,43607,24,"aut_creative_digits",1,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,210592,1,4,1
1,"Flöte","als Staffelholz verwenden",14,8,43,5,4,3,16678,42,"aut_creative_digits",4,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,227270,5,4,0
1,"Gurke","als Staffelholz verwenden",14,8,47,5,3,3,8348,65,"aut_creative_digits",3.666666667,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,235618,5,4,0
1,"Gurke","als Torpfosten für Fußball ",14,8,51,4,4,3,28193,66,"aut_creative_digits",3.666666667,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,263811,5,5,0
1,"Flöte","zum Teig ausrollen",14,8,59,4,3,3,26655,45,"aut_creative_digits",3.333333333,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,340266,21,6,0
1,"Zange","als Aquariumsdekoration",14,8,63,3,3,3,36910,168,"aut_creative_digits",3,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,377176,12,7,1
1,"Gurke"," als Angelköder",14,8,67,4,3,4,11233,61,"aut_creative_digits",3.666666667,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,388409,5,7,0
1,"Bett","als Floß",14,8,71,3,3,3,44969,21,"aut_creative_digits",3,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,433378,100,8,1
1,"Flöte","als Kerzenständer",14,8,75,4,3,3,35362,40,"aut_creative_digits",3.333333333,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,468740,1,8,0
1,"Zange","als Mordwaffe",14,8,79,2,2,2,25171,171,"aut_creative_digits",2,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,493911,14,9,0
1,"Flöte","als Spuckrohr",14,8,83,4,3,3,7052,41,"aut_creative_digits",3.333333333,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,500963,14,9,0
1,"Zange","als Mikrofon beim Playback singen",14,8,87,4,3,3,21395,170,"aut_creative_digits",3.333333333,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,522358,6,9,1
1,"Bett","als Spielfläche für Kinder",14,8,91,2,2,2,17228,25,"aut_creative_digits",2,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,539586,5,9,0
1,"Gurke","als Drumsticks",14,8,95,4,3,3,8667,62,"aut_creative_digits",3.333333333,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,548253,6,10,0
1,"Gurke","als Zeigestock",14,8,99,3,4,3,9113,67,"aut_creative_digits",3.333333333,TRUE,TRUE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,4,FALSE,FALSE,557366,3,10,0
1,"Tomate","kochen",14,8,3,1,1,1,5305,137,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,5305,21,1,1
1,"Geige","musizieren",14,8,7,1,1,1,4198,53,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,9503,6,1,1
1,"Geige","streichen",14,8,11,1,1,2,3303,58,"aut_fluent_digits",1.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,12806,6,1,0
1,"Schaufel","buddeln",14,8,15,1,1,1,3301,84,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,16107,3,1,1
1,"Schrank","aufbewahren",14,8,19,1,1,1,9986,98,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,26093,1,1,1
1,"Tomate","schneiden",14,8,23,1,1,1,3507,139,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,29600,21,1,0
1,"Schrank","Kleidung aufhängen",14,8,27,1,1,1,11952,103,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,41552,1,1,0
1,"Geige","zupfen",14,8,31,1,2,2,3755,60,"aut_fluent_digits",1.666666667,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,45307,6,1,0
1,"Schaufel","graben",14,8,35,1,1,1,11558,87,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,56865,3,1,0
1,"Tomate","werfen",14,8,39,2,2,2,3049,143,"aut_fluent_digits",2,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,59914,5,1,1
1,"Tomate","zerkochen",14,8,43,1,1,1,7269,145,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,67183,21,2,0
1,"Schrank","lackieren",14,8,47,2,1,1,5011,104,"aut_fluent_digits",1.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,72194,12,2,1
1,"Geige","stimmen",14,8,51,1,1,1,6427,57,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,78621,6,2,0
1,"Schaufel","trommeln",14,8,55,3,2,2,4187,94,"aut_fluent_digits",2.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,82808,6,2,0
1,"Schaufel","säubern",14,8,59,1,1,1,10348,91,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,93156,100,2,1
1,"Tomate","schälen",14,8,63,1,1,1,4807,138,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,97963,21,2,0
1,"Geige","in Reparatur geben",14,8,67,2,1,3,13816,51,"aut_fluent_digits",2,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,111779,3,2,0
1,"Schrank","aufräumen",14,8,71,1,1,1,7672,99,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,119451,2,2,1
1,"Geige","lackieren",14,8,75,2,2,3,21696,52,"aut_fluent_digits",2.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,141147,12,3,0
1,"Schrank","sortieren",14,8,79,1,1,2,9796,106,"aut_fluent_digits",1.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,150943,2,3,0
1,"Schaufel","umtopfen",14,8,83,2,2,3,17701,95,"aut_fluent_digits",2.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,168644,3,3,0
1,"Tomate","zerdrücken",14,8,87,1,1,2,4394,144,"aut_fluent_digits",1.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,173038,100,3,1
1,"Tomate","zerquetschen",14,8,91,1,1,1,5003,146,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,178041,100,3,1
1,"Schrank","verrücken",14,8,95,1,1,2,6620,108,"aut_fluent_digits",1.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,184661,1,4,0
1,"Geige","bespannen",14,8,99,1,1,3,6173,48,"aut_fluent_digits",1.666666667,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,190834,3,4,0
1,"Schaufel","klopfen",14,8,103,2,2,2,6015,90,"aut_fluent_digits",2,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,196849,3,4,0
1,"Schrank","aufbauen",14,8,107,1,1,1,6963,97,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,203812,3,4,0
1,"Schaufel","als Waffe benutzen",14,8,111,1,2,2,9182,81,"aut_fluent_digits",1.666666667,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,212994,14,4,1
1,"Tomate","als Ball benutzen",14,8,115,2,2,2,9104,133,"aut_fluent_digits",2,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,222098,5,4,0
1,"Geige","im Orchester spielen",14,8,119,1,2,1,18370,50,"aut_fluent_digits",1.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,240468,6,5,0
1,"Tomate","einkochen",14,8,123,1,1,1,12356,134,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,252824,21,5,0
1,"Geige","ausprobieren",14,8,127,1,1,1,6230,46,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,259054,6,5,0
1,"Schaufel","ausprobieren",14,8,131,2,1,1,5382,82,"aut_fluent_digits",1.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,264436,3,5,0
1,"Schrank","bekleben",14,8,135,2,1,1,10128,102,"aut_fluent_digits",1.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,274564,12,5,0
1,"Schaufel","schlagen",14,8,143,1,1,1,8792,93,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,289130,14,5,0
1,"Tomate","vierteln",14,8,151,2,2,2,15000,142,"aut_fluent_digits",2,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,322796,21,6,0
1,"Schrank","abbauen",14,8,155,1,1,1,6435,96,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,329231,3,6,0
1,"Schaufel","einen Graben ziehen",14,8,159,1,1,2,7995,85,"aut_fluent_digits",1.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,337226,3,6,0
1,"Tomate","Suppe kochen",14,8,163,1,1,1,10428,141,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,347654,21,6,0
1,"Geige","Solo spielen",14,8,167,1,2,2,13571,56,"aut_fluent_digits",1.666666667,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,361225,6,7,0
1,"Schrank","öffnen",14,8,171,1,1,1,6493,105,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,367718,1,7,0
1,"Tomate","achteln",14,8,175,1,1,1,16979,132,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,384697,21,7,0
1,"Geige","benutzen",14,8,179,1,1,1,7524,47,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,392221,6,7,0
1,"Schaufel","schaufeln",14,8,183,1,1,1,3369,92,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,395590,3,7,0
1,"Schrank","verschließen",14,8,187,1,1,1,6115,109,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,401705,1,7,0
1,"Schaufel","Gartenarbeit betreiben",14,8,191,1,2,2,24183,86,"aut_fluent_digits",1.666666667,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,425888,3,8,0
1,"Tomate","halbieren",14,8,195,1,1,1,10320,135,"aut_fluent_digits",1,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,436208,21,8,0
1,"Geige","präsentieren",14,8,199,3,1,2,19093,55,"aut_fluent_digits",2,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,455301,12,8,0
1,"Schaufel","jemanden schlagen",14,8,203,1,2,2,10298,89,"aut_fluent_digits",1.666666667,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,465599,14,8,0
1,"Tomate","jemanden abwerfen",14,8,207,2,2,2,4679,136,"aut_fluent_digits",2,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,470278,5,8,0
1,"Geige","eine Beerdigung begleiten",14,8,211,2,2,3,21722,49,"aut_fluent_digits",2.333333333,TRUE,FALSE,"kein load(viel --> kreativ) --> load(viel --> kreativ)",1,3,FALSE,FALSE,492000,6,9,0
