"ID","prompt","response","set","lp","order","rater1","rater2","rater3","iq_all","cpi","cse","growth","fixed","IRT","Nv","Nw","Ac","Ap","Ci","Co","Ee","Ea","Oi","Oo","N_BFAS","A_BFAS","C_BFAS","E_BFAS","O_BFAS","CREAT_ACT","visual","music","dance","archit","writing","humor","inventions","science","theatre","culinary","caq","CAQLN","CACTLN","bric_pre","bric_pos","can_pret","can_pos","sqCAQ","lnvisual","lnmusic"
2717,"puszka","Pojemnik na długopisy",1,1947,"p2",1,1,2,0.24193548387096775,4.8,5.333333333333333,3.8,2.8,2.5,2.1,2.4,3.4,4.1,3.7,3.4,3.8,3,3,2.8,2.25,3.75,3.55,3.4,2.9,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471805599453,0,40,15.5,40,31,1,0,0
2736,"puszka","Pudełko rezonansowe",1,2186,"p1",3,4,3,0.5096774193548387,4.6,5.166666666666667,4,4,3.5,2.5,2.4,4,3.6,3.9,3.9,3.6,3.5,3.7,3.9,2.45,3.8,3.9,3.55,3.8,0.06060606060606061,0,1,0,0,0,1,1,1,0,1,5,1.791759469228055,0.0588405000229334,55,39,43,37.5,2.23606797749979,0,0.6931471805599453
2736,"puszka","Po roxcięciu śmigło",1,2187,"p2",4,4,3,0.5096774193548387,4.6,5.166666666666667,4,4,3.5,2.5,2.4,4,3.6,3.9,3.9,3.6,3.5,3.7,3.9,2.45,3.8,3.9,3.55,3.8,0.06060606060606061,0,1,0,0,0,1,1,1,0,1,5,1.791759469228055,0.0588405000229334,55,39,43,37.5,2.23606797749979,0,0.6931471805599453
2736,"puszka","ozdoba choinkow",1,2188,"p3",4,3,3,0.5096774193548387,4.6,5.166666666666667,4,4,3.5,2.5,2.4,4,3.6,3.9,3.9,3.6,3.5,3.7,3.9,2.45,3.8,3.9,3.55,3.8,0.06060606060606061,0,1,0,0,0,1,1,1,0,1,5,1.791759469228055,0.0588405000229334,55,39,43,37.5,2.23606797749979,0,0.6931471805599453
3287,"puszka","do rysowania kółek",1,902,"p1",3,3,2,0.8032258064516129,5.2,5,4.2,2.4,4.333333333333333,3.2,3.2,3.6,3.6,3.9,3.8,2.9,3.6,3.3,2.8,3.2,3.6,3.85,3.25,3.05,0.12121212121212122,0,0,1,0,0,0,0,0,1,1,3,1.3862943611198906,0.11441035117774412,57.5,47.5,38.5,40.5,1.7320508075688772,0,0
3287,"puszka","do odmierzania ilości",1,903,"p2",3,3,3,0.8032258064516129,5.2,5,4.2,2.4,4.333333333333333,3.2,3.2,3.6,3.6,3.9,3.8,2.9,3.6,3.3,2.8,3.2,3.6,3.85,3.25,3.05,0.12121212121212122,0,0,1,0,0,0,0,0,1,1,3,1.3862943611198906,0.11441035117774412,57.5,47.5,38.5,40.5,1.7320508075688772,0,0
3287,"puszka","jako szklankę",1,904,"p3",2,1,1,0.8032258064516129,5.2,5,4.2,2.4,4.333333333333333,3.2,3.2,3.6,3.6,3.9,3.8,2.9,3.6,3.3,2.8,3.2,3.6,3.85,3.25,3.05,0.12121212121212122,0,0,1,0,0,0,0,0,1,1,3,1.3862943611198906,0.11441035117774412,57.5,47.5,38.5,40.5,1.7320508075688772,0,0
3287,"puszka","jako kieliszek",1,905,"p4",2,2,1,0.8032258064516129,5.2,5,4.2,2.4,4.333333333333333,3.2,3.2,3.6,3.6,3.9,3.8,2.9,3.6,3.3,2.8,3.2,3.6,3.85,3.25,3.05,0.12121212121212122,0,0,1,0,0,0,0,0,1,1,3,1.3862943611198906,0.11441035117774412,57.5,47.5,38.5,40.5,1.7320508075688772,0,0
3287,"puszka","do wykrawania ciastek z ciasta",1,906,"p5",3,3,2,0.8032258064516129,5.2,5,4.2,2.4,4.333333333333333,3.2,3.2,3.6,3.6,3.9,3.8,2.9,3.6,3.3,2.8,3.2,3.6,3.85,3.25,3.05,0.12121212121212122,0,0,1,0,0,0,0,0,1,1,3,1.3862943611198906,0.11441035117774412,57.5,47.5,38.5,40.5,1.7320508075688772,0,0
4554,"puszka","jako popielniczkę",1,2167,"p1",2,1,2,0.8387096774193549,5.2,5.666666666666667,4,2.2,3.3333333333333335,3.8,2.6,1.5,1.9,2.4,2.2,2.9,4,3.8,3.4,3.2,1.7,2.3,3.45,3.6,0.12121212121212122,0,1,0,0,1,1,1,1,0,1,6,1.9459101490553132,0.11441035117774412,56,36.5,48,36.5,2.449489742783178,0,0.6931471805599453
4554,"puszka","po rozcięciu można wykorzystać jako blachę",1,2168,"p2",2,2,2,0.8387096774193549,5.2,5.666666666666667,4,2.2,3.3333333333333335,3.8,2.6,1.5,1.9,2.4,2.2,2.9,4,3.8,3.4,3.2,1.7,2.3,3.45,3.6,0.12121212121212122,0,1,0,0,1,1,1,1,0,1,6,1.9459101490553132,0.11441035117774412,56,36.5,48,36.5,2.449489742783178,0,0.6931471805599453
4554,"puszka","do wykonania wazonu",1,2169,"p3",2,2,2,0.8387096774193549,5.2,5.666666666666667,4,2.2,3.3333333333333335,3.8,2.6,1.5,1.9,2.4,2.2,2.9,4,3.8,3.4,3.2,1.7,2.3,3.45,3.6,0.12121212121212122,0,1,0,0,1,1,1,1,0,1,6,1.9459101490553132,0.11441035117774412,56,36.5,48,36.5,2.449489742783178,0,0.6931471805599453
4554,"puszka","jako garnek do podgrzania wody na ognisku będąc na biwaku",1,2170,"p4",2,2,1,0.8387096774193549,5.2,5.666666666666667,4,2.2,3.3333333333333335,3.8,2.6,1.5,1.9,2.4,2.2,2.9,4,3.8,3.4,3.2,1.7,2.3,3.45,3.6,0.12121212121212122,0,1,0,0,1,1,1,1,0,1,6,1.9459101490553132,0.11441035117774412,56,36.5,48,36.5,2.449489742783178,0,0.6931471805599453
4554,"puszka","do odrysowania okręgu",1,2171,"p5",3,3,3,0.8387096774193549,5.2,5.666666666666667,4,2.2,3.3333333333333335,3.8,2.6,1.5,1.9,2.4,2.2,2.9,4,3.8,3.4,3.2,1.7,2.3,3.45,3.6,0.12121212121212122,0,1,0,0,1,1,1,1,0,1,6,1.9459101490553132,0.11441035117774412,56,36.5,48,36.5,2.449489742783178,0,0.6931471805599453
5211,"puszka","lampka",1,993,"p1",3,2,3,0.6096774193548387,3.6,5.333333333333333,4.2,2.8,2.8333333333333335,3.4,2.9,3.2,4,3.1,3.2,2.8,2.7,2.2,2.5,3.15,3.6,3.15,2.75,2.35,0.09090909090909091,3,0,0,0,0,0,0,4,0,1,8,2.1972245773362196,0.0870113769896297,44.5,18.5,32.5,6.5,2.8284271247461903,1.3862943611198906,0
5211,"puszka","ścianka działowa w domu",1,994,"p2",4,3,3,0.6096774193548387,3.6,5.333333333333333,4.2,2.8,2.8333333333333335,3.4,2.9,3.2,4,3.1,3.2,2.8,2.7,2.2,2.5,3.15,3.6,3.15,2.75,2.35,0.09090909090909091,3,0,0,0,0,0,0,4,0,1,8,2.1972245773362196,0.0870113769896297,44.5,18.5,32.5,6.5,2.8284271247461903,1.3862943611198906,0
5742,"puszka","pojemnik na narzędzia",1,574,"p1",1,2,2,0.47096774193548385,6.8,7,1,1.4,4.5,3.2,2.3,4.4,3.9,4.4,4.5,3.8,4.5,4.3,4.2,2.75,4.15,4.45,4.15,4.25,0.30303030303030304,1,1,0,0,1,1,0,1,0,1,6,1.9459101490553132,0.26469255422708216,99,67.5,99.5,66.5,2.449489742783178,0.6931471805599453,0.6931471805599453
5742,"puszka","naczynie na wodę",1,575,"p2",2,2,1,0.47096774193548385,6.8,7,1,1.4,4.5,3.2,2.3,4.4,3.9,4.4,4.5,3.8,4.5,4.3,4.2,2.75,4.15,4.45,4.15,4.25,0.30303030303030304,1,1,0,0,1,1,0,1,0,1,6,1.9459101490553132,0.26469255422708216,99,67.5,99.5,66.5,2.449489742783178,0.6931471805599453,0.6931471805599453
5742,"puszka","doniczka",1,576,"p3",2,2,2,0.47096774193548385,6.8,7,1,1.4,4.5,3.2,2.3,4.4,3.9,4.4,4.5,3.8,4.5,4.3,4.2,2.75,4.15,4.45,4.15,4.25,0.30303030303030304,1,1,0,0,1,1,0,1,0,1,6,1.9459101490553132,0.26469255422708216,99,67.5,99.5,66.5,2.449489742783178,0.6931471805599453,0.6931471805599453
5745,"puszka","lampion",1,347,"p1",3,2,3,0.5774193548387097,6.4,6,3.8,1,3.8333333333333335,2.3,1.9,3.2,2.5,3.9,4.2,4.3,4.4,4,3.4,2.1,2.85,4.05,4.35,3.7,0.36363636363636365,1,0,0,1,0,3,3,0,0,1,9,2.302585092994046,0.3101549283038396,95,85.5,80.5,93,3,0.6931471805599453,0
5745,"puszka","podstawka pod kwiatek",1,348,"p2",2,2,2,0.5774193548387097,6.4,6,3.8,1,3.8333333333333335,2.3,1.9,3.2,2.5,3.9,4.2,4.3,4.4,4,3.4,2.1,2.85,4.05,4.35,3.7,0.36363636363636365,1,0,0,1,0,3,3,0,0,1,9,2.302585092994046,0.3101549283038396,95,85.5,80.5,93,3,0.6931471805599453,0
5745,"puszka","popielniczka",1,349,"p3",2,1,2,0.5774193548387097,6.4,6,3.8,1,3.8333333333333335,2.3,1.9,3.2,2.5,3.9,4.2,4.3,4.4,4,3.4,2.1,2.85,4.05,4.35,3.7,0.36363636363636365,1,0,0,1,0,3,3,0,0,1,9,2.302585092994046,0.3101549283038396,95,85.5,80.5,93,3,0.6931471805599453,0
5745,"puszka","pojemnik na różnosci",1,350,"p4",1,1,2,0.5774193548387097,6.4,6,3.8,1,3.8333333333333335,2.3,1.9,3.2,2.5,3.9,4.2,4.3,4.4,4,3.4,2.1,2.85,4.05,4.35,3.7,0.36363636363636365,1,0,0,1,0,3,3,0,0,1,9,2.302585092994046,0.3101549283038396,95,85.5,80.5,93,3,0.6931471805599453,0
5782,"puszka","bębenek",1,3216,"p1",3,2,2,0.4129032258064516,6.2,6.333333333333333,3.8,2,2.3333333333333335,1.9,2.1,3.2,3.5,4.8,3.3,3.7,4.2,3.5,2.4,2,3.35,4.05,3.95,2.95,0.24242424242424243,0,0,1,0,1,2,0,1,1,1,7,2.0794415416798357,0.21706450523782758,67,50.5,59.5,50.5,2.6457513110645907,0,0
5782,"puszka","grzechotka",1,3217,"p2",3,3,2,0.4129032258064516,6.2,6.333333333333333,3.8,2,2.3333333333333335,1.9,2.1,3.2,3.5,4.8,3.3,3.7,4.2,3.5,2.4,2,3.35,4.05,3.95,2.95,0.24242424242424243,0,0,1,0,1,2,0,1,1,1,7,2.0794415416798357,0.21706450523782758,67,50.5,59.5,50.5,2.6457513110645907,0,0
5782,"puszka","pudełko do długopisów",1,3218,"p3",1,1,2,0.4129032258064516,6.2,6.333333333333333,3.8,2,2.3333333333333335,1.9,2.1,3.2,3.5,4.8,3.3,3.7,4.2,3.5,2.4,2,3.35,4.05,3.95,2.95,0.24242424242424243,0,0,1,0,1,2,0,1,1,1,7,2.0794415416798357,0.21706450523782758,67,50.5,59.5,50.5,2.6457513110645907,0,0
5782,"puszka","zawieszka na szyję",1,3219,"p4",3,2,4,0.4129032258064516,6.2,6.333333333333333,3.8,2,2.3333333333333335,1.9,2.1,3.2,3.5,4.8,3.3,3.7,4.2,3.5,2.4,2,3.35,4.05,3.95,2.95,0.24242424242424243,0,0,1,0,1,2,0,1,1,1,7,2.0794415416798357,0.21706450523782758,67,50.5,59.5,50.5,2.6457513110645907,0,0
5782,"puszka","pocięta 'w' paski - ozdoba na chonikę",1,3220,"p5",4,3,3,0.4129032258064516,6.2,6.333333333333333,3.8,2,2.3333333333333335,1.9,2.1,3.2,3.5,4.8,3.3,3.7,4.2,3.5,2.4,2,3.35,4.05,3.95,2.95,0.24242424242424243,0,0,1,0,1,2,0,1,1,1,7,2.0794415416798357,0.21706450523782758,67,50.5,59.5,50.5,2.6457513110645907,0,0
5782,"puszka","pocięta 'w' krążki - zestaw bransoletek",1,3221,"p6",4,3,4,0.4129032258064516,6.2,6.333333333333333,3.8,2,2.3333333333333335,1.9,2.1,3.2,3.5,4.8,3.3,3.7,4.2,3.5,2.4,2,3.35,4.05,3.95,2.95,0.24242424242424243,0,0,1,0,1,2,0,1,1,1,7,2.0794415416798357,0.21706450523782758,67,50.5,59.5,50.5,2.6457513110645907,0,0
5782,"puszka","spłaszczona - zakładka do książki",1,3222,"p7",4,3,4,0.4129032258064516,6.2,6.333333333333333,3.8,2,2.3333333333333335,1.9,2.1,3.2,3.5,4.8,3.3,3.7,4.2,3.5,2.4,2,3.35,4.05,3.95,2.95,0.24242424242424243,0,0,1,0,1,2,0,1,1,1,7,2.0794415416798357,0.21706450523782758,67,50.5,59.5,50.5,2.6457513110645907,0,0
5782,"puszka","skarbonka na pieniędze",1,3223,"p8",2,2,2,0.4129032258064516,6.2,6.333333333333333,3.8,2,2.3333333333333335,1.9,2.1,3.2,3.5,4.8,3.3,3.7,4.2,3.5,2.4,2,3.35,4.05,3.95,2.95,0.24242424242424243,0,0,1,0,1,2,0,1,1,1,7,2.0794415416798357,0.21706450523782758,67,50.5,59.5,50.5,2.6457513110645907,0,0
5782,"puszka","opakowanie na prezent",1,3224,"p9",3,3,2,0.4129032258064516,6.2,6.333333333333333,3.8,2,2.3333333333333335,1.9,2.1,3.2,3.5,4.8,3.3,3.7,4.2,3.5,2.4,2,3.35,4.05,3.95,2.95,0.24242424242424243,0,0,1,0,1,2,0,1,1,1,7,2.0794415416798357,0.21706450523782758,67,50.5,59.5,50.5,2.6457513110645907,0,0
6136,"puszka","- pusta puszka jako pojemnik na resztki żywności,",1,3620,"p1",2,2,2,0.2064516129032258,5.4,5.833333333333333,4.2,3.2,1.1666666666666667,1.9,3.1,3.7,3.6,3.8,3.9,3.9,2.9,3.4,4,2.5,3.65,3.85,3.4,3.7,0.18181818181818182,0,0,0,0,1,0,0,1,0,1,3,1.3862943611198906,0.16705408466316624,64,75.5,52,87,1.7320508075688772,0,0
6136,"puszka","- pełna puszka jako ciężarek do ćwiczeń w domu,",1,3621,"p2",3,4,3,0.2064516129032258,5.4,5.833333333333333,4.2,3.2,1.1666666666666667,1.9,3.1,3.7,3.6,3.8,3.9,3.9,2.9,3.4,4,2.5,3.65,3.85,3.4,3.7,0.18181818181818182,0,0,0,0,1,0,0,1,0,1,3,1.3862943611198906,0.16705408466316624,64,75.5,52,87,1.7320508075688772,0,0
6136,"puszka","- jako świecznik, po włożeniu świeczki do środka",1,3622,"p3",2,2,2,0.2064516129032258,5.4,5.833333333333333,4.2,3.2,1.1666666666666667,1.9,3.1,3.7,3.6,3.8,3.9,3.9,2.9,3.4,4,2.5,3.65,3.85,3.4,3.7,0.18181818181818182,0,0,0,0,1,0,0,1,0,1,3,1.3862943611198906,0.16705408466316624,64,75.5,52,87,1.7320508075688772,0,0
6136,"puszka","- jako ociekacz na sztućce w kuchni,",1,3623,"p4",3,2,3,0.2064516129032258,5.4,5.833333333333333,4.2,3.2,1.1666666666666667,1.9,3.1,3.7,3.6,3.8,3.9,3.9,2.9,3.4,4,2.5,3.65,3.85,3.4,3.7,0.18181818181818182,0,0,0,0,1,0,0,1,0,1,3,1.3862943611198906,0.16705408466316624,64,75.5,52,87,1.7320508075688772,0,0
6136,"puszka","jako zabawka dla dziecka, po wyrównaniu krańców, żeby się nie skaleczyło",1,3624,"p5",3,2,3,0.2064516129032258,5.4,5.833333333333333,4.2,3.2,1.1666666666666667,1.9,3.1,3.7,3.6,3.8,3.9,3.9,2.9,3.4,4,2.5,3.65,3.85,3.4,3.7,0.18181818181818182,0,0,0,0,1,0,0,1,0,1,3,1.3862943611198906,0.16705408466316624,64,75.5,52,87,1.7320508075688772,0,0
6263,"puszka","pojemnik na długopisy",1,2563,"p1",1,1,2,0.4419354838709677,3.8,4.666666666666667,2,2.4,3.6666666666666665,2.8,3.2,2.5,3,2.5,2.2,3.1,3,3.5,2.8,3,2.75,2.35,3.05,3.15,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471805599453,0,49,34.5,38,40,1,0,0
6263,"puszka","naczynie do zlewania oleju",1,2564,"p2",2,2,2,0.4419354838709677,3.8,4.666666666666667,2,2.4,3.6666666666666665,2.8,3.2,2.5,3,2.5,2.2,3.1,3,3.5,2.8,3,2.75,2.35,3.05,3.15,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471805599453,0,49,34.5,38,40,1,0,0
6263,"puszka","doniczka na zioła",1,2565,"p3",2,2,2,0.4419354838709677,3.8,4.666666666666667,2,2.4,3.6666666666666665,2.8,3.2,2.5,3,2.5,2.2,3.1,3,3.5,2.8,3,2.75,2.35,3.05,3.15,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471805599453,0,49,34.5,38,40,1,0,0
6263,"puszka","osłonka na świeczke",1,2566,"p4",2,2,3,0.4419354838709677,3.8,4.666666666666667,2,2.4,3.6666666666666665,2.8,3.2,2.5,3,2.5,2.2,3.1,3,3.5,2.8,3,2.75,2.35,3.05,3.15,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471805599453,0,49,34.5,38,40,1,0,0
6409,"puszka","do płoszenia kretów, na pręcik się zakłada",1,2998,"p1",3,3,3,0.5161290322580645,5,5,4,2.4,4,3,3.2,3.5,3,3.3,3.5,2.8,2.9,3.1,3.3,3.1,3.25,3.4,2.85,3.2,0.0303030303030303,0,0,1,1,1,2,1,2,1,1,10,2.3978952727983707,0.02985296314968113,74,53,62,58,3.1622776601683795,0,0
7307,"puszka","zawiesić na metalowy drut żeby odstraszyć kreta",1,621,"p1",3,3,3,0.4032258064516129,4.8,5.666666666666667,1.8,2.8,2.8333333333333335,2.7,2.7,3.7,3.4,3.2,2.9,3.9,3.6,3.5,3,2.7,3.55,3.05,3.75,3.25,0.12121212121212122,0,0,0,0,0,0,0,1,0,1,2,1.0986122886681098,0.11441035117774412,45,38,48,61,1.4142135623730951,0,0
7579,"puszka","1. pojemnik do przechowywania różnych rzeczy: długopisy, pędzle do twarzy, szczotki do włosów, mąki, cukru, etc",1,2971,"p1",1,1,2,0.7387096774193548,4.6,5,3.6,2.6,2.5,3.7,3.4,4.1,3.9,2.7,2.9,4,3.8,3.2,3.4,3.55,4,2.8,3.9,3.3,0.12121212121212122,0,0,2,0,0,1,0,0,0,0,3,1.3862943611198906,0.11441035117774412,67,24.5,37,63.5,1.7320508075688772,0,0
7579,"puszka","2. skarbonka na drobne",1,2972,"p2",2,2,2,0.7387096774193548,4.6,5,3.6,2.6,2.5,3.7,3.4,4.1,3.9,2.7,2.9,4,3.8,3.2,3.4,3.55,4,2.8,3.9,3.3,0.12121212121212122,0,0,2,0,0,1,0,0,0,0,3,1.3862943611198906,0.11441035117774412,67,24.5,37,63.5,1.7320508075688772,0,0
7579,"puszka","3. swiecznik",1,2973,"p3",3,2,3,0.7387096774193548,4.6,5,3.6,2.6,2.5,3.7,3.4,4.1,3.9,2.7,2.9,4,3.8,3.2,3.4,3.55,4,2.8,3.9,3.3,0.12121212121212122,0,0,2,0,0,1,0,0,0,0,3,1.3862943611198906,0.11441035117774412,67,24.5,37,63.5,1.7320508075688772,0,0
7579,"puszka","4. wazon",1,2974,"p4",3,2,2,0.7387096774193548,4.6,5,3.6,2.6,2.5,3.7,3.4,4.1,3.9,2.7,2.9,4,3.8,3.2,3.4,3.55,4,2.8,3.9,3.3,0.12121212121212122,0,0,2,0,0,1,0,0,0,0,3,1.3862943611198906,0.11441035117774412,67,24.5,37,63.5,1.7320508075688772,0,0
