id,item,response,rater1,rater2,rater3,average
7,brick,as a weight  to make something sink in water.,1,1,2,1.33
7,brick,like a piece of charcoal  for drawing with,3,2,2,2.33
7,brick,grind it into dust  mix with water  and use as paint,2,2,5,3
8,brick,Hammer,1,1,1,1
8,brick,weapon,1,1,2,1.33
8,brick,door stopper,1,1,1,1
8,brick,stepping stone,1,1,1,1
8,brick,nail filer,3,2,2,2.33
8,brick,foot rest,1,1,2,1.33
8,brick,weight lifting,1,1,2,1.33
9,brick,You can use a as a weight.,1,1,2,1.33
9,brick,You can measure how big someone's head is using as units.,2,2,3,2.33
9,brick,can be used as toys.,1,1,2,1.33
9,brick,You can use for playing football.,2,1,2,1.67
9,brick,You can play catch with.,1,1,2,1.33
9,brick,can be used as burgers while playing outside.,2,1,3,2
9,brick,can be used as door stoppers and also to stop glass from being solid.,,1,3,2
9,brick,You miss out on things when you have been living under a rock  but if you have been living under a you probably got knocked out.,2,2,4,2.67
9,brick,You can use to carve sayings into a wall.,3,1,3,2.33
9,brick,You can use to make door knobs but it will be probably uncomfortable to turn.,3,3,4,3.33
9,brick,You can play how many fingers can you break with a.,1,1,3,1.67
9,brick,You can use for clothes they will just be heavy.,2,2,2,2
9,brick,"You can use to make a Lifesize ""Thing"" action figure from Fantastic  Four.",2,2,4,2.67
10,brick,house,1,1,1,1
10,brick,building,1,1,1,1
10,brick,decoration,1,1,2,1.33
10,brick,car,2,1,1,1.33
10,brick,table,1,1,1,1
10,brick,bookshelf,1,1,2,1.33
10,brick,computer,2,1,2,1.67
10,brick,phone,2,2,2,2
10,brick,bowl,2,2,2,2
10,brick,dish,2,2,2,2
10,brick,chair,1,1,1,1
10,brick,bridge,1,1,1,1
10,brick,floor,1,1,1,1
10,brick,lamp,2,2,2,2
10,brick,vase,4,2,3,3
10,brick,shoe,1,1,2,1.33
10,brick,pillow,1,1,2,1.33
10,brick,toy,1,1,2,1.33
10,brick,weapon,1,1,2,1.33
10,brick,notebook,1,1,2,1.33
10,brick,journal,2,2,2,2
10,brick,purse,3,2,2,2.33
10,brick,bookend,2,1,2,1.67
10,brick,pencil case,4,2,3,3
10,brick,coin holder,4,3,3,3.33
10,brick,pet,1,1,2,1.33
11,brick,Door stop,1,1,1,1
11,brick,Hammer,1,1,1,1
11,brick,Pet,1,1,2,1.33
11,brick,Swatter,1,1,1,1
11,brick,Paper weight,1,1,1,1
11,brick,Carve out the inside and use it for storage.,3,2,4,3
11,brick,break into small  tine  sand-like pieces and use for a Zen garden or as such.,3,3,3,3
11,brick,Break into shards too see all the different shapes you could make,2,2,4,2.67
11,brick,Take pieces of it to use for a game of jacks,4,1,3,2.67
11,brick,break into pieces to make a puzzle,4,4,5,4.33
11,brick,Trophy,2,2,2,2
11,brick,Canvas,1,2,2,1.67
11,brick,iPhone dock,2,2,3,2.33
11,brick,calculator,2,2,2,2
12,brick,paper weight,1,1,1,1
12,brick,nail file,3,2,2,2.33
12,brick,companion (like a teddy bear),1,1,2,1.33
12,brick,weight (to exercise),1,1,2,1.33
12,brick,anchor,1,1,2,1.33
12,brick,earrings,2,2,2,2
12,brick,exfoliant (scrub dead skin cells),3,2,3,2.67
12,brick,kite holder (keeps the kite from flying away),1,1,3,1.67
12,brick,ankle weight,1,1,2,1.33
12,brick,weapon,1,1,2,1.33
13,brick,a baby doll,2,2,1,1.67
13,brick,throw it around like a ball,1,1,2,1.33
13,brick,dress it up as someone,2,2,3,2.33
13,brick,paint it,1,1,1,1
13,brick,draw it,1,2,2,1.67
13,brick,name it and keep it forever  like it was your own,1,1,3,1.67
13,brick,use the as a step stool,1,1,1,1
13,brick,practice your balance on it  one foot on it at a time,2,1,3,2
13,brick,use it as a weapon,1,1,1,1
13,brick,use it as a self defense measure,1,1,1,1
13,brick,use it after putting books on a shelf to keep the books from falling over,2,1,2,1.67
13,brick,use it as a window proper opener,1,1,1,1
13,brick,use it behind a tire  if parked on a hill,1,1,1,1
13,brick,make into art piece,1,1,2,1.33
13,brick,a paper weight,1,1,1,1
13,brick,a door stopper,1,1,1,1
13,brick,use it as a weight,1,1,1,1
14,brick,Anchor,1,1,2,1.33
14,brick,door stop,1,1,1,1
14,brick,pencil/pen holder,4,2,3,3
14,brick,art,1,1,2,1.33
14,brick,have a throwing contest,1,1,2,1.33
14,brick,use it as a hammer to hit something down,1,1,1,1
14,brick,paint with it,1,1,2,1.33
14,brick,as a child,1,1,1,1
14,brick,use it to smash up foods. flatten meat  crack nuts...,2,1,2,1.67
14,brick,for military personnel to drop out of planes at enemies,1,1,3,1.67
14,brick,send messages on to friends.,1,1,3,1.67
15,brick,defensive weapon,1,1,1,1
15,brick,patio,1,1,1,1
15,brick,weight for building muscles,1,1,2,1.33
15,brick,basis of a house foundation,1,1,1,1
15,brick,seat made of,1,1,1,1
15,brick,step latter,1,1,1,1
15,brick,use as markers instead of cones,2,2,2,2
15,brick,stoppers  such as for a door,1,1,1,1
15,brick,throw the  furthest game,1,1,2,1.33
15,brick,"hot """" instead of potato",2,1,2,1.67
15,brick,steps,1,1,1,1
15,brick,as a barrier,1,1,1,1
15,brick,fence,1,1,1,1
15,brick,pet,1,1,2,1.33
15,brick,fort,1,1,2,1.33
15,brick,fireplace,1,1,1,1
15,brick,ties to bottoms of feet as high shoes,1,1,2,1.33
15,brick,meat pounder,2,2,2,2
15,brick,mashed potato smasher,2,3,3,2.67
15,brick,table,1,1,1,1
15,brick,statue,1,1,2,1.33
15,brick,gravestone,2,1,1,1.33
15,brick,back scratcher,2,2,2,2
15,brick,anchor,1,1,2,1.33
16,brick,build a house,1,1,1,1
16,brick,break a chain,1,1,1,1
16,brick,balance a table or chair,2,1,2,1.67
16,brick,hold open a window,1,1,1,1
16,brick,To hold something down,1,1,1,1
16,brick,lift for exercise,1,1,1,1
16,brick,break a window,1,1,1,1
16,brick,build a wall or boundary,1,1,1,1
16,brick,to teach someone the rectangle shape,2,2,3,2.33
16,brick,to smash things,1,1,1,1
16,brick,make a sidewalk,1,1,1,1
17,brick,build a house,1,1,1,1
17,brick,hit someone with,1,1,1,1
17,brick,use it to brake something,1,1,1,1
17,brick,use it as heat absorption,1,2,2,1.67
17,brick,use it to elevate things,1,1,2,1.33
17,brick,kick a into a soccer goal,1,1,2,1.33
17,brick,carve something into the,2,2,2,2
17,brick,use a as a lever,2,2,2,2
17,brick,balance a on your head,1,1,2,1.33
17,brick,color a,1,1,1,1
17,brick,crush a,2,1,1,1.33
17,brick,smell a,1,1,1,1
17,brick,use a as a tool to crush something,2,1,1,1.33
17,brick,stacks,1,1,1,1
17,brick,color coordinates,1,1,2,1.33
17,brick,reshape a with power tools,2,1,3,2
17,brick,make a out of clay,1,1,2,1.33
17,brick,make a bridge out of,1,1,1,1
17,brick,taste a,1,2,1,1.33
17,brick,put a in a cannon and shoot something with it,1,1,1,1
17,brick,send a to the moon,1,2,3,2
17,brick,use a to sit on,1,1,1,1
17,brick,balance a on your head,1,1,2,1.33
17,brick,freeze a,1,2,1,1.33
17,brick,store a somewhere safe,1,1,2,1.33
17,brick,burn a,1,1,2,1.33
17,brick,push a,1,1,1,1
17,brick,cut something with a,2,1,1,1.33
17,brick,watch a dry,1,1,2,1.33
17,brick,use a to way down something,1,1,1,1
17,brick,use a to hunt with,1,1,1,1
17,brick,way down something with,1,1,1,1
17,brick,use a for self defense,1,1,1,1
17,brick,paint a gold and sell it,2,2,3,2.33
17,brick,use a to break another,1,1,1,1
18,brick,Anchor for small boat,2,1,2,1.67
18,brick,Short stepping stool,1,1,1,1
18,brick,Canvas on which to paint,1,2,2,1.67
18,brick,Weight,1,1,1,1
18,brick,A shovel,2,2,2,2
18,brick,knife sharpener,2,1,2,1.67
18,brick,door stopper,1,1,1,1
19,brick,use as a pet,1,1,2,1.33
19,brick,as a door stop,1,1,1,1
19,brick,hold up things with...like for a shelf,2,1,2,1.67
19,brick,use as art,1,1,2,1.33
19,brick,decorate to show off,1,1,2,1.33
19,brick,rest something on top of the,1,1,1,1
19,brick,as a paper weight,1,1,1,1
19,brick,lift as a weight,1,1,1,1
19,brick,use to push something down,1,1,2,1.33
19,brick,use as a substitute for a missing piece in outside stairs/walk way,1,1,2,1.33
19,brick,use it to hide a key outside your house,2,1,3,2
19,brick,to hold down a planter,1,1,2,1.33
19,brick,to prop up against something to keep it closed,1,1,1,1
19,brick,decorate and put in a garden as art,1,1,2,1.33
19,brick,in the pool you can use it as a weight to push at the bottom of the pool to help built up your upper body muscles for swimming.,2,1,3,2
20,brick,build a house,1,1,1,1
20,brick,put behind a tire to keep a car from rolling down a hill,1,1,1,1
20,brick,use as a weapon,1,1,1,1
20,brick,use as a weight,1,1,1,1
20,brick,to line the edges of a flower bed or a vegetable garden,1,1,2,1.33
20,brick,make a patio,1,1,1,1
20,brick,use around a firepit,1,1,1,1
20,brick,if they are different colored you can make a pattern out of them,1,2,2,1.67
20,brick,"use them as ""feet"" to hold up a table or chair higher",2,1,2,1.67
20,brick,to heat something up because they get hot in the summer and can keep things warm,1,2,3,2
20,brick,make a fort by building walls and a floor out of,1,1,1,1
20,brick,you can grow moss on them by pouring buttermilk on them,2,3,3,2.67
20,brick,I think if you strike a rock against one it will spark to make a fire. I'm not sure if that is possible though,2,1,2,1.67
20,brick,you can paint them and make artwork out of them,1,1,2,1.33
20,brick,it can serve as shelter or a home to some worms or other critters,2,1,3,2
20,brick,you can use it as a tool like a hammer,1,1,1,1
20,brick,"you ""could"" write with them because they leave red marks when scratched across a surface",3,2,2,2.33
21,brick,Door stopper,1,1,1,1
21,brick,iron,2,2,3,2.33
21,brick,pancake flattener,2,2,3,2.33
21,brick,bed/table riser,1,1,2,1.33
21,brick,can be used as decorations in a house,1,1,2,1.33
21,brick,nail filer,3,2,2,2.33
21,brick,outdoor fort,1,1,2,1.33
21,brick,fence,1,1,1,1
22,brick,Dam,1,1,1,1
22,brick,Barrier,1,1,1,1
22,brick,Irrigation,1,1,3,1.67
22,brick,Shelter,1,1,1,1
22,brick,Roads,1,1,1,1
22,brick,Shoes,1,1,2,1.33
22,brick,Art,1,1,2,1.33
22,brick,sculptures,1,1,2,1.33
22,brick,Flint?,2,1,2,1.67
22,brick,Underground safe area or shelter,1,1,2,1.33
22,brick,A heavy  indestructible vehicle,2,3,3,2.67
22,brick,Projectile in some shape or form,1,1,1,1
22,brick,A standard measurement,2,3,2,2.33
22,brick,Jewelry,2,1,2,1.67
22,brick,Use to fool someone.,1,1,2,1.33
22,brick,A birthday present,1,1,2,1.33
23,brick,Projectile,1,1,1,1
23,brick,Paperweight,1,1,1,1
23,brick,Heavier Bookbags,1,1,2,1.33
23,brick,Oldowan style tools,2,1,3,2
23,brick,Shoe filling,1,1,2,1.33
23,brick,pie,1,1,2,1.33
23,brick,Soup,1,1,2,1.33
23,brick,as a blunt object,1,1,1,1
23,brick,You know can be painted and star in television shows...,2,2,3,2.33
23,brick,can help your clothes fit better.,1,2,2,1.67
23,brick,Less than efficient fly-swatter,1,1,3,1.67
23,brick,Brickball (play baseball with the instead of a bat),2,1,2,1.67
23,brick,in the back part of your toilet help conserve water.,4,1,3,2.67
23,brick,Brickly (your new best friend),1,3,4,2.67
23,brick,make awesome hats.,1,1,2,1.33
23,brick,If you grind the up you could make an awesome Sauce.,2,4,4,3.33
23,brick,Wear the on a necklace  start a trend.,2,2,2,2
23,brick,Polish the  sell for profit.,2,2,3,2.33
23,brick,"Market the ""Pet "" SOMEONE will buy it.",1,1,3,1.67
23,brick,Air guitar fret board.,2,3,4,3
23,brick,Use as loofah  exfoliate like a BOSS!,3,2,3,2.67
23,brick,Leave on gas pedal  cruise control no longer broken...,2,1,3,2
23,brick,Tie to your left foot  run in uncontrollable circles.,2,1,3,2
23,brick,Scratch-n-sniff   smells likes.,3,2,4,3
23,brick,Multiple = makeshift chair.,1,1,3,1.67
24,brick,buildings,1,1,1,1
24,brick,house,1,1,1,1
24,brick,sidewalk,1,1,1,1
24,brick,weapon,1,1,2,1.33
24,brick,fire stone,1,1,1,1
24,brick,toy,1,1,2,1.33
24,brick,shoes,1,1,2,1.33
24,brick,resource,1,1,2,1.33
24,brick,minerals,1,3,3,2.33
24,brick,rocks,1,1,1,1
24,brick,stepping stone,1,1,1,1
24,brick,garden,1,1,2,1.33
24,brick,walls,1,1,1,1
24,brick,forts,1,1,1,1
24,brick,roof,1,1,1,1
24,brick,ammo,1,1,2,1.33
24,brick,back scrubber,2,2,2,2
24,brick,sculpture,1,1,2,1.33
24,brick,statue,1,1,2,1.33
24,brick,foot rest,1,1,2,1.33
24,brick,seat,1,1,1,1
24,brick,a hammer,1,2,1,1.33
24,brick,knife sharpener,2,1,2,1.67
24,brick,making fire,1,1,2,1.33
24,brick,killing birds,1,1,1,1
24,brick,smashing nuts,1,1,2,1.33
24,brick,floors,1,1,1,1
24,brick,carve stone,2,2,2,2
24,brick,make a castle,1,1,1,1
24,brick,use in war,1,1,2,1.33
25,brick,building a wall,1,1,1,1
25,brick,building a house,1,1,1,1
25,brick,building a dog house,1,1,1,1
25,brick,breaking things using the,1,1,1,1
25,brick,building a table,1,1,1,1
25,brick,paperweight,1,1,1,1
25,brick,building a fort,1,1,2,1.33
25,brick,making a structure (art),1,1,2,1.33
25,brick,used to build a chair,1,1,1,1
25,brick,used for an oven,1,1,1,1
26,brick,self defense,1,1,1,1
26,brick,cooking,1,1,2,1.33
26,brick,a toy,1,1,2,1.33
26,brick,a file,3,2,2,2.33
26,brick,trade,2,2,2,2
26,brick,a weapon,1,1,1,1
26,brick,exercise,1,1,1,1
26,brick,entertainment,1,1,1,1
26,brick,drawing,1,1,2,1.33
26,brick,sculpting,1,1,2,1.33
26,brick,circus acts,2,1,2,1.67
26,brick,hunting,1,1,1,1
26,brick,playing games,1,1,2,1.33
26,brick,a pet,1,1,2,1.33
26,brick,a practical joke,2,1,2,1.67
27,brick,paperweight,1,1,1,1
27,brick,pencil holder,4,2,3,3
27,brick,wheel chalk,2,1,3,2
27,brick,locksmith,1,1,2,1.33
27,brick,step stool,1,1,1,1
27,brick,fighting utensil,1,1,1,1
27,brick,dumbbell to work out with,1,1,1,1
27,brick,kill things,1,1,1,1
27,brick,a book wedge to hold books up on a shelf,2,2,2,2
27,brick,potholder on carpet,2,2,3,2.33
27,brick,chair,1,1,1,1
27,brick,toss the game like toss the balloon,1,1,2,1.33
27,brick,ruler,2,2,2,2
27,brick,straight edge,2,2,2,2
27,brick,pen,1,1,2,1.33
27,brick,vase for flowers,4,2,3,3
27,brick,baseball,1,1,2,1.33
27,brick,door prop,1,1,1,1
27,brick,towel weight at the beach,1,1,2,1.33
27,brick,hold down a tarp on a car,1,1,2,1.33
27,brick,hammer,1,1,1,1
27,brick,break a window if you lock your keys in your house,1,1,2,1.33
27,brick,photo prop,2,1,2,1.67
28,brick,Jewelry holder,3,1,3,2.33
28,brick,Book shelf divider,2,1,2,1.67
28,brick,puzzle pieces,3,2,3,2.67
28,brick,the holes in the could hold nail polishes,5,2,3,3.33
28,brick,the holes in the could hold pencils and pens,4,2,3,3
28,brick,teaching children how to write using chalk on the,2,2,2,2
28,brick,can hold up food during picnics,2,1,2,1.67
28,brick,door stop,1,1,1,1
28,brick,weights,1,1,1,1
28,brick,coaster for drinks,2,2,2,2
28,brick,the color can be used to do drawings,2,2,3,2.33
28,brick,add water to the color to make water-colors,2,2,4,2.67
28,brick,the grain from the can be used for face paint,2,1,4,2.33
28,brick,balance beam,2,1,2,1.67
28,brick,a child's figurine playground,3,2,3,2.67
29,brick,paper weight,1,1,1,1
29,brick,door stop,1,1,1,1
29,brick,counter weight for a hanging object (backpacks!),1,1,2,1.33
29,brick,cruise control,2,2,3,2.33
29,brick,put it in a stream for a few years and you'll get an interesting river-formed work of art,3,2,4,3
29,brick,with multiple you could build a heavy Tetris game!,3,3,3,3
29,brick,place a next to your books on your bookshelf to hold them in place...,2,1,2,1.67
29,brick,you could use a as an imaginary violin for small children so that they can get used to the weight of the instrument,2,2,5,3
29,brick,bang on it with a metal rod for a sound (it might sound interesting if you hollow out part of it),3,3,3,3
29,brick,sand down the corners and use it as a form of myofascial relief,2,1,4,2.33
29,brick,strap it to your leg in order to improve leg strength-wear it for a long period of time,1,1,2,1.33
29,brick,drag it along cement and try to draw your name with it,3,2,3,2.67
29,brick,crush the and use the pieces as a form of decoration in a glass bowl (interesting rubble centerpiece),3,1,5,3
29,brick,prop your keyboard up on the so that you don't injure your wrists from typing too much (ouch.),2,2,2,2
29,brick,hold the out at arms length for a prolonged period of time to exercise your stabilizer muscles,1,1,3,1.67
29,brick,use the as a foot stool if the ground is muddy?,1,1,2,1.33
29,brick,sell the and buy something else!,2,2,2,2
29,brick,hollow out the  sand the edges  and use the as a bowl or other storage device,2,2,5,3
30,brick,to build a house,1,1,1,1
30,brick,to build a fire pit,1,1,1,1
30,brick,you can use it as a hot plate,2,2,3,2.33
30,brick,you can use it to lift weights,1,1,2,1.33
30,brick,to break  glass,1,1,1,1
30,brick,to hold something down,1,1,1,1
30,brick,you can use it for a fire place,1,1,1,1
30,brick,you can use chips to decorate your flower area outside your house,2,1,4,2.33
30,brick,you can make a chair out of them,1,1,2,1.33
31,brick,paper weight,1,1,1,1
31,brick,decoration around flower bed,1,1,2,1.33
31,brick,door stop.,1,1,1,1
31,brick,you can use many of them to make a barrier,1,1,1,1
31,brick,at a shooting range you can use it for target practice.,2,1,2,1.67
31,brick,put it under a car tire to keep the car from rolling away,1,1,1,1
31,brick,you can put it under something that needs to be level that isn't.,2,1,2,1.67
31,brick,you can use it for protection  if someone is trying to hurt you  throw it at them.,1,1,2,1.33
31,brick,if something is just out of reach you can step on it to make you a little taller.,1,1,2,1.33
32,brick,make letters,2,1,3,2
32,brick,build a bed,1,1,2,1.33
32,brick,make sculptures,1,1,2,1.33
32,brick,build walls around the border,1,1,1,1
32,brick,build stoves,1,1,1,1
32,brick,build homes in Africa,1,1,3,1.67
32,brick,help tear down building (put a lot of in one net and then slam them up against the building you want to tear down),1,3,3,2.33
32,brick,use in chemistry to show bonds between atoms,3,2,3,2.67
32,brick,use to build the muscles in your legs  by putting them on your feet and walking around,1,2,2,1.67
32,brick,make students balance on their head once they have done something bad,1,1,4,2
32,brick,juggle (2) in hospitals to make people laugh,2,1,3,2
32,brick,use them as weights for balloons,1,1,2,1.33
32,brick,use them as a mouse connected to a computer to keep students in grade school from destroying the mouse,2,2,3,2.33
32,brick,use them as a nail file,3,2,2,2.33
32,brick,use them as a scrub to get the crust off your feet,3,2,3,2.67
33,brick,throwing contest,1,1,2,1.33
33,brick,door stop,1,1,1,1
33,brick,gas pedal holder,1,1,2,1.33
33,brick,Book stop,2,1,2,1.67
33,brick,killing insects,1,1,1,1
33,brick,wear on bottom of shoes to make you taller,1,1,3,1.67
33,brick,protection,1,1,1,1
33,brick,paper holder  keep them from flying away,1,1,1,1
33,brick,contest who can smash it the fastest,1,2,2,1.67
33,brick,"throwing at cheating Ex""s car",1,1,2,1.33
33,brick,Block tires  so car wont move when parked,1,1,1,1
33,brick,booster seat,2,1,3,2
33,brick,shin guards,2,3,3,2.67
33,brick,pillow,1,1,2,1.33
33,brick,propter  hold items up,1,1,1,1
33,brick,tag,3,1,2,2
33,brick,baton for relay races,2,1,3,2
33,brick,sharpen points  use as weapon to catch prey,2,2,3,2.33
33,brick,pet,1,1,2,1.33
33,brick,window prop  keep window open,1,1,2,1.33
33,brick,tape messages to it  throw it to each other,1,2,3,2
34,brick,as a step for a child,1,1,2,1.33
34,brick,as the line in the middle of a volleyball court,2,2,3,2.33
34,brick,as a paper holder,1,1,1,1
34,brick,as if it was a weight for weightlifting,1,1,1,1
34,brick,as a place to sit other than the dirt,1,1,2,1.33
34,brick,put it in front of the fridge so your kid won't open it,1,1,2,1.33
34,brick,it can be used to have anything stand higher when needed.,1,1,1,1
34,brick,it can be put behind a car's wheel to prevent it from going down the hill,1,1,1,1
34,brick,it can be used to kill any bug that creeps into your house,1,1,1,1
35,brick,weight,1,1,1,1
35,brick,art,1,1,2,1.33
35,brick,building blocks,1,1,1,1
35,brick,bed riser,1,1,2,1.33
35,brick,step ladder,1,1,1,1
35,brick,paper weight,1,1,1,1
35,brick,door holder,1,1,1,1
35,brick,put wheels on it and its a mini skate board,3,3,3,3
35,brick,put felt on one side and its an eraser for a dry erase board/chalk board,4,3,4,3.67
35,brick,a silly hat,1,2,2,1.67
35,brick,sun shade,1,2,2,1.67
35,brick,measurement of length,2,2,2,2
35,brick,grind it up and make it chalk,3,1,4,2.67
35,brick,use as a football,2,1,2,1.67
35,brick,use it to prop things up  such as the keyboard to put it at an angle,2,2,3,2.33
35,brick,yoga square,2,2,3,2.33
35,brick,grind up in half full water bottle for chemical reaction,2,2,4,2.67
35,brick,write a message on the ground with them,3,2,3,2.67
35,brick,a hammer,1,2,1,1.33
36,brick,use a outside if it is windy and you have to hold something down such as paper from flying away,1,1,1,1
36,brick,you can use it as a decorating tool outside your house,1,1,2,1.33
36,brick,you can use it to build a house,1,1,1,1
36,brick,you can use it for drawing on with a piece of metal,3,1,2,2
36,brick,you can hit people with it,1,1,2,1.33
36,brick,you can use to break windows,1,1,1,1
36,brick,you can use it for science experiments,1,1,2,1.33
36,brick,you can throw it back and forth between a friend,1,1,2,1.33
36,brick,you could name a,1,1,2,1.33
36,brick,you could use it to kill bugs by throwing the on them,1,1,2,1.33
36,brick,you could use it for an art project in school,1,1,2,1.33
36,brick,you could sit on a bunch of stacked ups.,1,1,2,1.33
36,brick,you could built a fort out of multiples,1,1,1,1
36,brick,you can use it to stand on if you're too short and cant see over something such as a fence.,1,1,2,1.33
36,brick,you could make a fence out of,1,1,1,1
36,brick,you could make a tower,1,1,1,1
36,brick,you could dress up as a for Halloween,3,2,2,2.33
37,brick,wedge,1,2,1,1.33
37,brick,construction for a house,1,1,1,1
37,brick,a weight,1,1,1,1
37,brick,weapon,1,1,2,1.33
37,brick,tool,1,1,2,1.33
37,brick,tossing to improve hand strength,1,1,2,1.33
37,brick,stack and make stairs,1,1,1,1
37,brick,an uncomfortable pillow,1,1,2,1.33
37,brick,a non talking pet,1,1,3,1.67
38,brick,Paper Weight,1,1,1,1
38,brick,deadly weapon,1,1,1,1
38,brick,ship anchor,1,1,2,1.33
38,brick,"Basketball Backboard made of ""shooting a""",1,1,3,1.67
38,brick,Pencil Holder,4,2,3,3
38,brick,add a lens to the wholes in a and create some sort of binocular or glasses,4,4,5,4.33
38,brick,test tube holders,4,2,3,3
39,brick,dog house,1,1,1,1
39,brick,build play house,1,1,1,1
39,brick,stepping stool,1,1,1,1
39,brick,weapon,1,1,2,1.33
39,brick,door stopper,1,1,1,1
39,brick,hold a dog chain down,1,1,2,1.33
39,brick,bug killed. Use to smoosh bugs,1,2,2,1.67
39,brick,sharpen knife,2,2,2,2
39,brick,sharpen rock,2,1,2,1.67
39,brick,pet,1,1,2,1.33
39,brick,holds flower pot,3,1,3,2.33
40,brick,make a door stopper,1,1,1,1
40,brick,use it as a weapon,1,1,1,1
40,brick,make a cigar holder,3,2,3,2.67
40,brick,use it to hold incents,4,2,3,3
40,brick,paint it and make a portrait,1,1,2,1.33
40,brick,use it as weights,1,1,1,1
40,brick,turn it into a coaster,2,2,2,2
40,brick,if it's a with the 3 holes  you can put flowers in it like a flower pot.,4,2,3,3
40,brick,if it has 3 holes in it you could also use it as a pencil/pen holder,4,2,3,3
40,brick,use it to prop things up,1,1,3,1.67
40,brick,make it into a picture frame,2,1,3,2
40,brick,candle holder,4,2,3,3
40,brick,use it as a soap dish,4,2,3,3
40,brick,if you could manage to half the  it could be used as safe where you store your most prize possessions,3,2,5,3.33
40,brick,put some nails in it and make it a key holder,3,3,4,3.33
41,brick,a weapon,1,1,1,1
41,brick,a step,1,1,1,1
41,brick,a pencil holder,4,2,3,3
41,brick,paper weight,1,1,1,1
41,brick,a dumbbell,1,1,2,1.33
41,brick,to cook food if it can be heated,1,2,2,1.67
41,brick,a small bridge,1,2,2,1.67
41,brick,it could be used to play catch,1,1,2,1.33
