"ID","prompt","response","set","lp","order","rater1","rater2","rater3","rater4","iq_all","visual","music","dance","archit","writing","humor","science","theatre","culinary","caq","cpi","cse","growth","fixed","IRT","Nv","Nw","Ac","Ap","Ci","Co","Ee","Ea","Oi","Oo","N_BFAS","A_BFAS","C_BFAS","E_BFAS","O_BFAS","CREAT_ACT","inventions","CAQLN","CACTLN","bric_pre","bric_pos","can_pret","can_pos","sqCAQ","lnvisual","lnmusic","Extr","Aggr","Cons","Neu","Openn","Mach","Psych","Narc","CPI","CSE","ACTIVITY_GENERAL","discov","caq_ln","self_everyday","scholarly","performance","mechanical_science","artistic","badd_iq","string_cse","can_cse","brick_cse","age"
1000,"puszka","lejek do benzyny lub oleju",1,1130,"p2",3,3,2,NA,0.1064516129032258,1,0,0,0,1,2,0,2,6,12,4.4,5,3.4,4,3.5,2.5,2.1,3.9,3.9,2.8,2.7,3.7,3.7,3.8,3.9,2.3,3.9,2.75,3.7,3.85,0.18181818181818182,0,2.5649493574615367,0.16705408466316624,86.5,71,73.5,63,3.4641016151377544,0.6931471805599453,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000,"puszka","Popielniczka na rybach",1,1129,"p1",2,1,2,NA,0.1064516129032258,1,0,0,0,1,2,0,2,6,12,4.4,5,3.4,4,3.5,2.5,2.1,3.9,3.9,2.8,2.7,3.7,3.7,3.8,3.9,2.3,3.9,2.75,3.7,3.85,0.18181818181818182,0,2.5649493574615367,0.16705408466316624,86.5,71,73.5,63,3.4641016151377544,0.6931471805599453,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","deska do krojenia",1,3353,"p9",2,4,4,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","doniczka do kwiatów",1,3347,"p3",2,3,3,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","nogi stolika",1,3352,"p8",2,3,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","obramowanie ogniska",1,3354,"p10",2,3,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","ogranicznik do otwierania drzwi",1,3351,"p7",2,1,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","ogrzewanie - nagrzana cegła trzyma ciepło",1,3358,"p14",3,4,3,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","podjazd",1,3355,"p11",2,2,1,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","podpórka pod krzewy",1,3361,"p17",2,3,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","podstawka pod garnek",1,3345,"p1",2,2,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","przeszkody w torze kapslowym do zabawy",1,3357,"p13",3,4,3,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","przycisk do kiszenia ogórków",1,3350,"p6",3,3,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","przycisk do papieru",1,3349,"p5",2,2,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","ramka na zdjęcia",1,3346,"p2",3,3,3,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","stojak z karteczkami przypominajkami",1,3359,"p15",4,4,4,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","stolik przy ognisku",1,3360,"p16",2,3,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","świecznik",1,3348,"p4",2,4,3,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"cegła","tor dla samochodzików dla dziecka",1,3356,"p12",4,3,3,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"puszka","grzechotka",1,3995,"p2",3,3,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"puszka","instrument muzyczny",1,3996,"p3",3,3,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"puszka","naczynie na drinki",1,4004,"p11",2,2,1,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"puszka","ozdoba",1,4005,"p12",2,2,3,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"puszka","płotek z wielu puszek",1,3999,"p6",3,3,4,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"puszka","pojemnik do gotowania wody, zupy",1,4003,"p10",2,2,1,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"puszka","pojemnik na rulony papierowe",1,4001,"p8",3,3,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"puszka","popielniczka",1,3994,"p1",2,1,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"puszka","pudełko do przechowywania drobiazgów",1,3997,"p4",1,1,3,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"puszka","strach na ptaki",1,4000,"p7",3,3,3,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"puszka","wazonik",1,3998,"p5",2,2,2,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,"puszka","zabawka - wąż, jaszczurka",1,4002,"p9",3,3,3,NA,0.4129032258064516,0,0,0,0,10,0,1,0,1,12,5.4,5.5,4.4,1.6,3.3333333333333335,2.4,2.4,4.2,4,3.5,3.8,3.3,3.7,3.8,3.6,2.4,4.1,3.65,3.5,3.7,0.2727272727272727,0,2.5649493574615367,0.24116205681688804,58.5,58,51.5,49.5,3.4641016151377544,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,"cegła","broń",2,528,"p1",NA,1,2,TRUE,9,1,0,0,0,1,1,2,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.6,2.7,3.4,3.2,3.25,3.5,5,5,6,0.15151515151515152,0,1.9459101490553132,3.727272727272727,4.181818181818182,2.5,2.3333333333333335,3.111111111111111,33,52,40,50.5,32
1335,"puszka","Ozdoba do domu",2,581,"p1",3,1,NA,NA,9,1,0,0,0,1,1,2,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.6,2.7,3.4,3.2,3.25,3.5,5,5,6,0.15151515151515152,0,1.9459101490553132,3.727272727272727,4.181818181818182,2.5,2.3333333333333335,3.111111111111111,33,52,40,50.5,32
1335,"sznurek","Zrobić z niego biżuterię",2,531,"p1",1,NA,2,NA,9,1,0,0,0,1,1,2,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.6,2.7,3.4,3.2,3.25,3.5,5,5,6,0.15151515151515152,0,1.9459101490553132,3.727272727272727,4.181818181818182,2.5,2.3333333333333335,3.111111111111111,33,52,40,50.5,32
1488,"cegła","Jako podtrzymka na płyty CD.",2,663,"p1",NA,1,4,TRUE,3,0,1,0,0,0,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.8,3.2,2.6,3.5,2.25,2,4.25,5.4,5.5,0.06060606060606061,3,1.791759469228055,3.6363636363636362,3.3636363636363638,3,4.222222222222222,2.6666666666666665,15,50.5,51,59,32
1488,"puszka","Na popielniczkę.",2,712,"p1",1,1,NA,NA,3,0,1,0,0,0,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.8,3.2,2.6,3.5,2.25,2,4.25,5.4,5.5,0.06060606060606061,3,1.791759469228055,3.6363636363636362,3.3636363636363638,3,4.222222222222222,2.6666666666666665,15,50.5,51,59,32
1488,"sznurek","Jako ozdobę.",2,669,"p1",2,NA,3,NA,3,0,1,0,0,0,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.8,3.2,2.6,3.5,2.25,2,4.25,5.4,5.5,0.06060606060606061,3,1.791759469228055,3.6363636363636362,3.3636363636363638,3,4.222222222222222,2.6666666666666665,15,50.5,51,59,32
1906,"cegła","jako element dekoracyjny",2,240,"p2",NA,1,2,TRUE,4,0,0,0,0,0,1,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,3.4,3.2,2.5,3.3,3.75,4,2.5,4,3.8333333333333335,0.06060606060606061,0,1.0986122886681098,3,3.1818181818181817,2.3,3,3,34,40,29,32,36
1906,"cegła","jako narzedzie",2,241,"p3",NA,1,2,TRUE,4,0,0,0,0,0,1,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,3.4,3.2,2.5,3.3,3.75,4,2.5,4,3.8333333333333335,0.06060606060606061,0,1.0986122886681098,3,3.1818181818181817,2.3,3,3,34,40,29,32,36
