"ID","prompt","response","set","rater1","rater2","CAAC_TOT","NEO_OPEN","Openness"
2,"Attaccapanni","balestra",1,4,5,1.64,21,NA
2,"Attaccapanni","base di un piedistallo",1,3,2,1.64,21,NA
2,"Attaccapanni","fionda",1,3,3,1.64,21,NA
2,"Attaccapanni","lampadario",1,2,2,1.64,21,NA
2,"Attaccapanni","stendino",1,2,2,1.64,21,NA
2,"banana","amaca per le barbie",2,3,2,1.5222222222222221,NA,5
2,"banana","boomerang",2,2,2,1.5222222222222221,NA,5
2,"barattolo","armatura",2,3,3,1.5222222222222221,NA,5
2,"barattolo","cappello",2,2,2,1.5222222222222221,NA,5
2,"barattolo","nascondiglio",2,2,3,1.5222222222222221,NA,5
2,"barattolo","opera d'arte",2,2,2,1.5222222222222221,NA,5
2,"barattolo","piatto (la parte superiore del cestino)",2,3,3,1.5222222222222221,NA,5
2,"barattolo","scatola per un regalo",2,3,2,1.5222222222222221,NA,5
2,"Barile","contenitore",1,1,1,1.64,21,NA
2,"Barile","cuccia",1,2,2,1.64,21,NA
2,"Barile","espositore",1,2,2,1.64,21,NA
2,"Barile","mobile",1,2,2,1.64,21,NA
2,"Barile","portapiante",1,2,2,1.64,21,NA
2,"Barile","portavini",1,2,2,1.64,21,NA
2,"Barile","secchio",1,2,2,1.64,21,NA
2,"Barile","sedia",1,2,2,1.64,21,NA
2,"Barile","tavolo",1,2,2,1.64,21,NA
2,"bicicletta","struttura interna di una gonna (le ruote)",2,4,4,1.5222222222222221,NA,5
2,"borsa","la fibra potrebbe essere il lucchetto di una bicicletta",2,4,3,1.5222222222222221,NA,5
2,"borsa","sacca da sedersi",2,2,3,1.5222222222222221,NA,5
2,"borsa","tessuto per un capo da indossare",2,2,2,1.5222222222222221,NA,5
2,"botte","copricapo",2,3,3,1.5222222222222221,NA,5
2,"botte","oggetto d'arredo",2,2,2,1.5222222222222221,NA,5
2,"botte","sedia",2,2,2,1.5222222222222221,NA,5
2,"botte","tavolo da bar",2,2,2,1.5222222222222221,NA,5
2,"Bottiglia di plastica","albero",1,2,2,1.64,21,NA
2,"Bottiglia di plastica","clessidra",1,3,3,1.64,21,NA
2,"Bottiglia di plastica","fiori",1,2,2,1.64,21,NA
2,"Bottiglia di plastica","lampadari",1,2,2,1.64,21,NA
2,"Bottiglia di plastica","lampade",1,2,2,1.64,21,NA
2,"Bottiglia di plastica","macchina",1,3,3,1.64,21,NA
2,"Bottiglia di plastica","machina",1,3,3,1.64,21,NA
2,"Bottiglia di plastica","palline",1,2,2,1.64,21,NA
2,"Bottiglia di plastica","peso",1,2,2,1.64,21,NA
2,"bottiglietta","bracciale",2,3,3,1.5222222222222221,NA,5
2,"bottiglietta","decorazione d'arredo",2,2,2,1.5222222222222221,NA,5
2,"bottiglietta","gioco per cani",2,2,2,1.5222222222222221,NA,5
2,"bottiglietta","il tappo potrebbe diventare un anello",2,2,2,1.5222222222222221,NA,5
2,"bottiglietta","posacenere (la parte inferiore)",2,2,2,1.5222222222222221,NA,5
2,"cappello","ciotola per cio",2,2,2,1.5222222222222221,NA,5
2,"cappello","gioco",2,2,2,1.5222222222222221,NA,5
2,"cappello","oggetto artistico d'arredo",2,2,2,1.5222222222222221,NA,5
2,"cappello","scarpa",2,3,3,1.5222222222222221,NA,5
2,"cestino","copricapo",2,2,2,1.5222222222222221,NA,5
2,"cestino","creazione di gioielli intrecciati",2,4,3,1.5222222222222221,NA,5
2,"cestino","decorazioni",2,2,2,1.5222222222222221,NA,5
2,"cestino","hula-hop",2,4,4,1.5222222222222221,NA,5
2,"cestino","lettino",2,2,2,1.5222222222222221,NA,5
2,"cestino","tavolo",2,2,3,1.5222222222222221,NA,5
2,"coltello","appendi abiti",2,2,2,1.5222222222222221,NA,5
2,"cucchiaio","apribuste",2,2,3,1.5222222222222221,NA,5
2,"cucchiaio","orecchini",2,2,2,1.5222222222222221,NA,5
2,"graffetta","anello",2,2,2,1.5222222222222221,NA,5
2,"graffetta","apriconchiglia",2,3,3,1.5222222222222221,NA,5
2,"graffetta","arma letale",2,3,3,1.5222222222222221,NA,5
2,"graffetta","binocolo",2,3,3,1.5222222222222221,NA,5
2,"graffetta","bracciale",2,2,2,1.5222222222222221,NA,5
2,"graffetta","collana",2,2,2,1.5222222222222221,NA,5
2,"graffetta","fermaposto",2,2,3,1.5222222222222221,NA,5
2,"guanto","palloncino",2,2,2,1.5222222222222221,NA,5
2,"guanto","porta acqua (se il materiale è resistente)",2,2,2,1.5222222222222221,NA,5
2,"guanto","se si tagliano le cuciture delle dita, può diventare un capo d'abbigliamento per le bambole",2,3,3,1.5222222222222221,NA,5
2,"guanto","vaso per piante / anche appeso, come -> orto verticale",2,3,3,1.5222222222222221,NA,5
2,"lampadina","bicchiere piccolo",2,2,2,1.5222222222222221,NA,5
2,"lampadina","la parte inferiore può diventare un anello",2,3,3,1.5222222222222221,NA,5
2,"Lampadina","palline di Natale",1,2,2,1.64,21,NA
2,"Lampadina","portapianta",1,2,2,1.64,21,NA
2,"libro","astuccio",2,3,3,1.5222222222222221,NA,5
2,"libro","borsa",2,3,3,1.5222222222222221,NA,5
2,"libro","le pagine possono essere sostituite alla legna da buttare nel caminetto",2,2,2,1.5222222222222221,NA,5
2,"libro","portagioie",2,2,2,1.5222222222222221,NA,5
2,"libro","portamonete",2,2,2,1.5222222222222221,NA,5
2,"Libro","fermacarte",1,2,2,1.64,21,NA
2,"Libro","livella",1,2,2,1.64,21,NA
2,"Libro","portaoggetti",1,2,2,1.64,21,NA
2,"Libro","righello",1,2,2,1.64,21,NA
2,"martello","freno dei pattini",2,4,3,1.5222222222222221,NA,5
2,"martello","gioco per bambini (tipo i cavalli o animali da salire sopra)",2,3,3,1.5222222222222221,NA,5
2,"martello","peso da palestra",2,2,2,1.5222222222222221,NA,5
2,"martello","trascina persone quando si scia",2,4,3,1.5222222222222221,NA,5
2,"mattone","peso da lanciare (in atletica)",2,3,2,1.5222222222222221,NA,5
2,"mattone","sedia",2,2,2,1.5222222222222221,NA,5
2,"mattone","tavolo basso",2,2,3,1.5222222222222221,NA,5
2,"mattone","vaso per piante piccole (da inserire nei suoi buchi)",2,2,2,1.5222222222222221,NA,5
2,"Sedia","sgabello",1,2,2,1.64,21,NA
2,"Sedia","tavolino",1,2,2,1.64,21,NA
3,"accendino","anti stress",2,2,1,1.4444444444444444,NA,5.5
3,"accendino","tronco",2,3,3,1.4444444444444444,NA,5.5
3,"accetta","aiutarti a prendere un oggetto distante",2,2,3,1.4444444444444444,NA,5.5
3,"accetta","coltello",2,2,2,1.4444444444444444,NA,5.5
3,"appendino","appendere collane",2,2,2,1.4444444444444444,NA,5.5
3,"appendino","per giocare",2,2,2,1.4444444444444444,NA,5.5
3,"appendino","usato per esercizi di ginnastica",2,2,3,1.4444444444444444,NA,5.5
3,"aspirapolvere","antistress",2,3,3,1.4444444444444444,NA,5.5
3,"aspirapolvere","appendi abito",2,3,3,1.4444444444444444,NA,5.5
3,"aspirapolvere","può essere usata per una gara di corsa",2,4,4,1.4444444444444444,NA,5.5
3,"aspirapolvere","sedia",2,2,2,1.4444444444444444,NA,5.5
3,"aspirapolvere","tubo",2,2,2,1.4444444444444444,NA,5.5
3,"Attaccapanni","antenna",1,4,5,1.06,20,NA
3,"banana","disegnare un sorriso",2,2,2,1.4444444444444444,NA,5.5
3,"banana","per acconciature dei capelli",2,3,3,1.4444444444444444,NA,5.5
3,"banana","porta chiave",2,3,3,1.4444444444444444,NA,5.5
3,"barattolo","contenitore per liquido",2,2,1,1.4444444444444444,NA,5.5
3,"barattolo","porta penne",2,2,2,1.4444444444444444,NA,5.5
3,"barattolo","può essere usato come strumento dietro au un veicolo",2,2,2,1.4444444444444444,NA,5.5
3,"barattolo","rialzo",2,2,3,1.4444444444444444,NA,5.5
3,"barattolo","tazza",2,2,2,1.4444444444444444,NA,5.5
3,"barattolo","vaso",2,2,2,1.4444444444444444,NA,5.5
3,"Barile","portapiante",1,2,2,1.06,20,NA
3,"Barile","soprammobile",1,2,2,1.06,20,NA
3,"Barile","tavolo",1,2,2,1.06,20,NA
3,"bicicletta","campanello",2,1,3,1.4444444444444444,NA,5.5
3,"bicicletta","con la sua lucina davanti può essere usata come palo della luce",2,3,3,1.4444444444444444,NA,5.5
3,"bicicletta","panchina",2,2,2,1.4444444444444444,NA,5.5
3,"bicicletta","se rialzata da qualcosa può indicare in quale parte soffia il vento",2,4,4,1.4444444444444444,NA,5.5
3,"borsa","cestino per una bicicletta",2,3,3,1.4444444444444444,NA,5.5
3,"borsa","contenitore della spazzatura",2,2,2,1.4444444444444444,NA,5.5
3,"borsa","cuscino",2,2,2,1.4444444444444444,NA,5.5
3,"botte","cassa",2,2,3,1.4444444444444444,NA,5.5
3,"botte","comodino",2,2,2,1.4444444444444444,NA,5.5
3,"botte","ruota",2,2,2,1.4444444444444444,NA,5.5
3,"botte","sedia",2,2,2,1.4444444444444444,NA,5.5
3,"botte","tamburo",2,2,3,1.4444444444444444,NA,5.5
3,"botte","tavolo",2,2,2,1.4444444444444444,NA,5.5
3,"Bottiglia di plastica","contenitore",1,2,2,1.06,20,NA
3,"Bottiglia di plastica","dama realizzata con i tappi",1,4,4,1.06,20,NA
3,"Bottiglia di plastica","gioco per il cane",1,2,2,1.06,20,NA
3,"Bottiglia di plastica","imbuto",1,2,2,1.06,20,NA
3,"Bottiglia di plastica","lampada riempiendola di gesso bianco",1,4,2,1.06,20,NA
3,"Bottiglia di plastica","portapianta grassa pensile",1,3,2,1.06,20,NA
3,"Bottiglia di plastica","realizzare fiori",1,2,2,1.06,20,NA
3,"bottiglietta","per giocare a baseball",2,3,3,1.4444444444444444,NA,5.5
3,"bottiglietta","porta bracciali",2,3,2,1.4444444444444444,NA,5.5
3,"bottiglietta","usata dai giocolieri come oggetto di gioco",2,2,2,1.4444444444444444,NA,5.5
3,"cappello","contenitore",2,2,2,1.4444444444444444,NA,5.5
3,"cappello","freesbe",2,2,2,1.4444444444444444,NA,5.5
3,"cappello","vassoio",2,2,2,1.4444444444444444,NA,5.5
3,"cestino","altalena",2,2,2,1.4444444444444444,NA,5.5
3,"cestino","borsa",2,2,2,1.4444444444444444,NA,5.5
3,"cestino","culla",2,2,2,1.4444444444444444,NA,5.5
3,"cestino","porta ombrelli",2,2,1,1.4444444444444444,NA,5.5
3,"cestino","scarpiera",2,2,2,1.4444444444444444,NA,5.5
3,"cestino","se si rovescia può essere usato come appoggia abiti/asciugamani",2,3,2,1.4444444444444444,NA,5.5
3,"cestino","vaso",2,2,2,1.4444444444444444,NA,5.5
3,"coltello","arma",2,1,2,1.4444444444444444,NA,5.5
3,"coltello","forbici",2,2,2,1.4444444444444444,NA,5.5
3,"coltello","se si usa al contrario può essere segno di riconoscimento, magari affiancato da un'etichetta",2,4,3,1.4444444444444444,NA,5.5
3,"coltello","segna libro",2,2,2,1.4444444444444444,NA,5.5
3,"cucchiaio","appendi quadro",2,3,3,1.4444444444444444,NA,5.5
3,"cucchiaio","usato come bilancia in base ai gr che riesce a contenere",2,2,2,1.4444444444444444,NA,5.5
3,"cucchiaio","usato come forma di trucco per l'occhio",2,3,2,1.4444444444444444,NA,5.5
3,"graffetta","se viene sformato può essere usato come blocco di una porta per non farla chiudere bene",2,3,2,1.4444444444444444,NA,5.5
3,"graffetta","usare come ciondolo di una collana/orecchino/bracciale",2,2,2,1.4444444444444444,NA,5.5
3,"guanto","porta anelli (recipiente/contenitore)",2,3,2,1.4444444444444444,NA,5.5
3,"guanto","pulire",2,1,1,1.4444444444444444,NA,5.5
3,"guanto","sotto piede per quando passi il mocio/straccio",2,3,3,1.4444444444444444,NA,5.5
3,"guanto","sottopentola",2,2,2,1.4444444444444444,NA,5.5
3,"lampadina","luce",2,1,1,1.4444444444444444,NA,5.5
3,"lampadina","palla per albero di Natale",2,2,2,1.4444444444444444,NA,5.5
3,"lampadina","porta penne",2,2,2,1.4444444444444444,NA,5.5
3,"lampadina","sopramobile/arredo",2,2,2,1.4444444444444444,NA,5.5
3,"Lampadina","colorarla per fare un soprammobile",1,2,2,1.06,20,NA
3,"libro","appoggia computer per non surriscaldarlo",2,3,2,1.4444444444444444,NA,5.5
3,"libro","coprisole",2,2,2,1.4444444444444444,NA,5.5
3,"libro","quadro",2,2,3,1.4444444444444444,NA,5.5
3,"libro","righello",2,2,2,1.4444444444444444,NA,5.5
3,"libro","scala/gradino",2,2,2,1.4444444444444444,NA,5.5
3,"Libro","istruzione e informazione",1,1,1,1.06,20,NA
3,"Libro","quadri con immagini contenute nel libro",1,3,4,1.06,20,NA
3,"Libro","regalo",1,2,2,1.06,20,NA
3,"martello","appoggia libri",2,2,3,1.4444444444444444,NA,5.5
3,"martello","auto difesa",2,2,2,1.4444444444444444,NA,5.5
3,"martello","mestolo",2,2,2,1.4444444444444444,NA,5.5
3,"martello","oggetto per arrampicata",2,3,3,1.4444444444444444,NA,5.5
3,"mattone","appoggia testa",2,2,2,1.4444444444444444,NA,5.5
3,"mattone","coltivare piantine",2,2,2,1.4444444444444444,NA,5.5
3,"mattone","gradino",2,2,2,1.4444444444444444,NA,5.5
3,"mattone","oggetto di difesa",2,2,2,1.4444444444444444,NA,5.5
3,"mattone","pesi per la palestra",2,2,2,1.4444444444444444,NA,5.5
3,"Sedia","sgabello",1,2,2,1.06,20,NA
3,"Sedia","verniciarle per cambiare colore",1,2,3,1.06,20,NA
4,"accendino","candela",2,2,2,1.3333333333333333,NA,5.5
4,"accendino","schiaccia noci",2,2,3,1.3333333333333333,NA,5.5
4,"accendino","stappa bottiglie",2,2,2,1.3333333333333333,NA,5.5
4,"accetta","coltello",2,2,2,1.3333333333333333,NA,5.5
4,"accetta","paletta",2,2,2,1.3333333333333333,NA,5.5
4,"appendino","mensola",2,2,2,1.3333333333333333,NA,5.5
4,"appendino","mobile portachiavi",2,2,3,1.3333333333333333,NA,5.5
4,"appendino","porta vaso per piante pensili",2,3,3,1.3333333333333333,NA,5.5
4,"aspirapolvere","carrellino",2,2,2,1.3333333333333333,NA,5.5
4,"aspirapolvere","scaldino",2,3,2,1.3333333333333333,NA,5.5
4,"aspirapolvere","spara coriandoli",2,3,3,1.3333333333333333,NA,5.5
4,"Attaccapanni","attaccare su una stampa",1,3,3,1.63,25,NA
4,"Attaccapanni","gioco da parete",1,3,3,1.63,25,NA
4,"Attaccapanni","portamollette da biancheria",1,2,3,1.63,25,NA
4,"banana",NA,2,NA,NA,1.3333333333333333,NA,5.5
4,"barattolo","canestro",2,2,2,1.3333333333333333,NA,5.5
4,"barattolo","cappello",2,2,2,1.3333333333333333,NA,5.5
4,"barattolo","portapenne",2,2,2,1.3333333333333333,NA,5.5
4,"barattolo","scolapasta",2,3,3,1.3333333333333333,NA,5.5
4,"barattolo","stampinotaglia carta",2,3,3,1.3333333333333333,NA,5.5
4,"Barile","fioriera",1,2,2,1.63,25,NA
4,"Barile","oggettodaesporre",1,2,2,1.63,25,NA
4,"Barile","portabottiglie",1,2,2,1.63,25,NA
4,"Barile","sedile/sedia",1,2,2,1.63,25,NA
4,"Barile","tavolo",1,2,2,1.63,25,NA
4,"bicicletta","ventilatore",2,3,2,1.3333333333333333,NA,5.5
4,"borsa","cappello",2,2,2,1.3333333333333333,NA,5.5
4,"borsa","peso",2,2,2,1.3333333333333333,NA,5.5
4,"botte","strumento musicale a percussione",2,2,2,1.3333333333333333,NA,5.5
4,"botte","tavolo",2,2,2,1.3333333333333333,NA,5.5
4,"Bottiglia di plastica","lancio della bottiglia su cestino",1,3,2,1.63,25,NA
4,"Bottiglia di plastica","poggiatesta se piena",1,3,2,1.63,25,NA
4,"Bottiglia di plastica","riuso",1,2,2,1.63,25,NA
4,"Bottiglia di plastica","tappo per creare oggetti",1,3,3,1.63,25,NA
4,"Bottiglia di plastica","tiro alla bottiglia",1,3,4,1.63,25,NA
4,"bottiglietta","imbuto",2,2,2,1.3333333333333333,NA,5.5
4,"bottiglietta","innaffiatoio",2,2,2,1.3333333333333333,NA,5.5
4,"bottiglietta","misurino",2,2,3,1.3333333333333333,NA,5.5
4,"bottiglietta","pesocolino",2,3,2,1.3333333333333333,NA,5.5
4,"cappello","cestino",2,2,2,1.3333333333333333,NA,5.5
4,"cappello","decorazione da parete",2,2,2,1.3333333333333333,NA,5.5
4,"cappello","svuotatasche",2,2,2,1.3333333333333333,NA,5.5
4,"cestino","cappello",2,2,2,1.3333333333333333,NA,5.5
4,"cestino","cuccia per il cane",2,2,2,1.3333333333333333,NA,5.5
4,"cestino","fruttiera",2,2,1,1.3333333333333333,NA,5.5
4,"cestino","montacarichi",2,2,2,1.3333333333333333,NA,5.5
4,"coltello","forchetta",2,3,2,1.3333333333333333,NA,5.5
4,"coltello","specchio",2,2,2,1.3333333333333333,NA,5.5
4,"cucchiaio","bracciale",2,2,2,1.3333333333333333,NA,5.5
4,"cucchiaio","catapulta",2,3,2,1.3333333333333333,NA,5.5
4,"cucchiaio","paletta",2,2,2,1.3333333333333333,NA,5.5
4,"cucchiaio","sonaglio",2,3,3,1.3333333333333333,NA,5.5
4,"cucchiaio","specchio",2,2,2,1.3333333333333333,NA,5.5
4,"graffetta","bottone",2,2,2,1.3333333333333333,NA,5.5
4,"graffetta","forcina",2,2,2,1.3333333333333333,NA,5.5
4,"graffetta","orecchino",2,2,2,1.3333333333333333,NA,5.5
4,"graffetta","portachiavi",2,2,2,1.3333333333333333,NA,5.5
4,"guanto","presina",2,1,2,1.3333333333333333,NA,5.5
4,"guanto","sacchetto",2,2,2,1.3333333333333333,NA,5.5
4,"guanto","ventaglio",2,2,2,1.3333333333333333,NA,5.5
4,"lampadina","marionetta",2,3,3,1.3333333333333333,NA,5.5
4,"Lampadina","usocomune",1,1,2,1.63,25,NA
4,"libro","fermacarte",2,2,2,1.3333333333333333,NA,5.5
4,"libro","gradino",2,2,2,1.3333333333333333,NA,5.5
4,"Libro","custodia per appunti importanti",1,2,2,1.63,25,NA
4,"Libro","fermaporta finestra",1,2,3,1.63,25,NA
4,"Libro","poggiatesta",1,3,3,1.63,25,NA
4,"Libro","portafotografie",1,2,2,1.63,25,NA
4,"Libro","spessore per proiettore",1,2,2,1.63,25,NA
4,"Libro","spessore per tavolo",1,2,2,1.63,25,NA
4,"martello","mattarello",2,2,3,1.3333333333333333,NA,5.5
4,"martello","stampino",2,2,3,1.3333333333333333,NA,5.5
4,"mattone","lima",2,2,3,1.3333333333333333,NA,5.5
4,"mattone","pedana",2,2,3,1.3333333333333333,NA,5.5
4,"mattone","portapenne",2,2,2,1.3333333333333333,NA,5.5
4,"Sedia","fermaporta",1,2,2,1.63,25,NA
4,"Sedia","poggiapiedi",1,2,2,1.63,25,NA
4,"Sedia","portalibri sullo schienale",1,2,2,1.63,25,NA
4,"Sedia","portaoggetti",1,2,2,1.63,25,NA
4,"Sedia","scaletto",1,2,2,1.63,25,NA
5,"accendino",NA,2,NA,NA,1.5555555555555556,NA,6.5
5,"accetta","metterla in giradino a forma di ""L""",2,3,2,1.5555555555555556,NA,6.5
5,"accetta","ornamento",2,2,2,1.5555555555555556,NA,6.5
5,"accetta","scrivere una parola con altri oggetti",2,4,4,1.5555555555555556,NA,6.5
5,"appendino","appendi foto",2,2,2,1.5555555555555556,NA,6.5
5,"appendino","arco",2,3,3,1.5555555555555556,NA,6.5
5,"appendino","gancio ""capitan uncino"" a carnevale",2,2,2,1.5555555555555556,NA,6.5
5,"aspirapolvere","robot per bambini",2,3,2,1.5555555555555556,NA,6.5
5,"Attaccapanni","appendere giacca",1,1,1,1.68,20,NA
5,"Attaccapanni","appendere pantalone",1,1,1,1.68,20,NA
5,"Attaccapanni","buttarla dietro alla moglie",1,4,3,1.68,20,NA
5,"Attaccapanni","maglione",1,1,1,1.68,20,NA
